time,T,p
2021-09-05 04:20:00,11.53,1022.822
2021-09-05 04:30:00,11.57,1022.796
2021-09-05 04:40:00,11.48,1022.814
2021-09-05 04:50:00,11.42,1022.783
2021-09-05 05:00:00,11.35,1022.816
2021-09-05 05:10:00,11.14,1022.825
2021-09-05 05:20:00,10.86,1022.839
2021-09-05 05:30:00,10.8,1022.834
2021-09-05 05:40:00,10.89,1022.879
2021-09-05 05:50:00,10.96,1022.983
2021-09-05 06:00:00,10.97,1023.075
2021-09-05 06:10:00,11.11,1023.16
2021-09-05 06:20:00,11.43,1023.187
2021-09-05 06:30:00,11.52,1023.182
2021-09-05 06:40:00,11.71,1023.29
2021-09-05 06:50:00,11.91,1023.324
2021-09-05 07:00:00,12.06,1023.403
2021-09-05 07:10:00,12.33,1023.457
2021-09-05 07:20:00,12.52,1023.502
2021-09-05 07:30:00,12.68,1023.567
2021-09-05 07:40:00,13.01,1023.592
2021-09-05 07:50:00,13.39,1023.616
2021-09-05 08:00:00,13.65,1023.63
2021-09-05 08:10:00,13.72,1023.614
2021-09-05 08:20:00,13.69,1023.603
2021-09-05 08:30:00,13.92,1023.673
2021-09-05 08:40:00,14.22,1023.729
2021-09-05 08:50:00,14.52,1023.72
2021-09-05 09:00:00,14.65,1023.773
2021-09-05 09:10:00,14.8,1023.833
2021-09-05 09:20:00,14.99,1023.862
2021-09-05 09:30:00,14.9,1023.934
2021-09-05 09:40:00,15.4,1023.992
2021-09-05 09:50:00,15.68,1024.057
2021-09-05 10:00:00,15.71,1024.167
2021-09-05 10:10:00,15.9,1024.163
2021-09-05 10:20:00,15.89,1024.101
2021-09-05 10:30:00,16.06,1024.098
2021-09-05 10:40:00,16.4,1024.059
2021-09-05 10:50:00,16.72,1024.004
2021-09-05 11:00:00,17.28,1023.976
2021-09-05 11:10:00,17.13,1023.961
2021-09-05 11:20:00,17.34,1023.968
2021-09-05 11:30:00,17.51,1023.877
2021-09-05 11:40:00,17.52,1023.818
2021-09-05 11:50:00,17.66,1023.818
2021-09-05 12:00:00,17.63,1023.809
2021-09-05 12:10:00,18.36,1023.786
2021-09-05 12:20:00,18.3,1023.756
2021-09-05 12:30:00,18.37,1023.738
2021-09-05 12:40:00,18.39,1023.782
2021-09-05 12:50:00,18.61,1023.758
2021-09-05 13:00:00,19.03,1023.746
2021-09-05 13:10:00,19.27,1023.709
2021-09-05 13:20:00,19.43,1023.699
2021-09-05 13:30:00,19.5,1023.676
2021-09-05 13:40:00,19.68,1023.632
2021-09-05 13:50:00,19.77,1023.58
2021-09-05 14:00:00,20.21,1023.499
2021-09-05 14:10:00,19.99,1023.429
2021-09-05 14:20:00,19.83,1023.413
2021-09-05 14:30:00,19.67,1023.349
2021-09-05 14:40:00,19.93,1023.239
2021-09-05 14:50:00,19.76,1023.137
2021-09-05 15:00:00,19.44,1023.06
2021-09-05 15:10:00,20.0,1023.089
2021-09-05 15:20:00,20.09,1023.117
2021-09-05 15:30:00,20.18,1023.063
2021-09-05 15:40:00,20.26,1023.07
2021-09-05 15:50:00,20.23,1023.074
2021-09-05 16:00:00,20.27,1023.048
2021-09-05 16:10:00,19.71,1023.113
2021-09-05 16:20:00,19.5,1023.094
2021-09-05 16:30:00,19.84,1023.052
2021-09-05 16:40:00,19.99,1023.027
2021-09-05 16:50:00,19.65,1023.032
2021-09-05 17:00:00,18.98,1023.006
2021-09-05 17:10:00,18.76,1022.998
2021-09-05 17:20:00,18.63,1023.015
2021-09-05 17:30:00,18.58,1023.093
2021-09-05 17:40:00,18.66,1023.139
2021-09-05 17:50:00,18.56,1023.145
2021-09-05 18:00:00,18.55,1023.252
2021-09-05 18:10:00,18.39,1023.337
2021-09-05 18:20:00,18.16,1023.43
2021-09-05 18:30:00,17.99,1023.441
2021-09-05 18:40:00,17.75,1023.432
2021-09-05 18:50:00,17.39,1023.487
2021-09-05 19:00:00,16.9,1023.612
2021-09-05 19:10:00,15.65,1023.697
2021-09-05 19:20:00,15.12,1023.797
2021-09-05 19:30:00,14.44,1023.903
2021-09-05 19:40:00,13.96,1023.891
2021-09-05 19:50:00,14.44,1023.916
2021-09-05 20:00:00,14.02,1023.961
2021-09-05 20:10:00,13.49,1023.975
2021-09-05 20:20:00,13.43,1024.001
2021-09-05 20:30:00,13.12,1024.05
2021-09-05 20:40:00,12.89,1024.058
2021-09-05 20:50:00,12.91,1024.046
2021-09-05 21:00:00,12.71,1024.117
2021-09-05 21:10:00,12.58,1024.063
2021-09-05 21:20:00,12.52,1024.058
2021-09-05 21:30:00,12.16,1024.09
2021-09-05 21:40:00,12.21,1024.039
2021-09-05 21:50:00,11.88,1023.928
2021-09-05 22:00:00,11.67,1023.924
2021-09-05 22:10:00,12.13,1023.893
2021-09-05 22:20:00,11.84,1023.94
2021-09-05 22:30:00,11.18,1023.949
2021-09-05 22:40:00,11.03,1023.971
2021-09-05 22:50:00,11.06,1023.99
2021-09-05 23:00:00,11.23,1024.039
2021-09-05 23:10:00,10.85,1024.042
2021-09-05 23:20:00,10.86,1024.075
2021-09-05 23:30:00,10.7,1024.146
2021-09-05 23:40:00,10.65,1024.191
2021-09-05 23:50:00,11.11,1024.23
2021-09-06 00:00:00,10.63,1024.233
2021-09-06 00:10:00,10.32,1024.266
2021-09-06 00:20:00,10.59,1024.316
2021-09-06 00:30:00,10.77,1024.3
2021-09-06 00:40:00,10.35,1024.236
2021-09-06 00:50:00,10.58,1024.081
2021-09-06 01:00:00,10.32,1023.95
2021-09-06 01:10:00,9.83,1023.865
2021-09-06 01:20:00,9.65,1023.805
2021-09-06 01:30:00,9.8,1023.826
2021-09-06 01:40:00,9.81,1023.787
2021-09-06 01:50:00,9.78,1023.718
2021-09-06 02:00:00,9.79,1023.761
2021-09-06 02:10:00,9.36,1023.708
2021-09-06 02:20:00,9.5,1023.777
2021-09-06 02:30:00,9.26,1023.838
2021-09-06 02:40:00,9.14,1023.684
2021-09-06 02:50:00,9.13,1023.719
2021-09-06 03:00:00,9.93,1023.726
2021-09-06 03:10:00,9.46,1023.633
2021-09-06 03:20:00,8.92,1023.67
2021-09-06 03:30:00,8.68,1023.702
2021-09-06 03:40:00,8.64,1023.801
2021-09-06 03:50:00,8.89,1023.834
2021-09-06 04:00:00,8.63,1023.794
2021-09-06 04:10:00,8.57,1023.791
2021-09-06 04:20:00,8.57,1023.767
2021-09-06 04:30:00,8.79,1023.691
2021-09-06 04:40:00,8.41,1023.612
2021-09-06 04:50:00,8.66,1023.591
2021-09-06 05:00:00,8.85,1023.646
2021-09-06 05:10:00,9.1,1023.658
2021-09-06 05:20:00,9.14,1023.73
2021-09-06 05:30:00,9.08,1023.767
2021-09-06 05:40:00,9.32,1023.755
2021-09-06 05:50:00,9.37,1023.82
2021-09-06 06:00:00,9.1,1023.862
2021-09-06 06:10:00,9.15,1023.974
2021-09-06 06:20:00,9.23,1024.036
2021-09-06 06:30:00,9.41,1024.069
2021-09-06 06:40:00,9.68,1024.089
2021-09-06 06:50:00,9.76,1024.145
2021-09-06 07:00:00,9.89,1024.28
2021-09-06 07:10:00,10.04,1024.299
2021-09-06 07:20:00,10.15,1024.285
2021-09-06 07:30:00,10.44,1024.276
2021-09-06 07:40:00,10.69,1024.339
2021-09-06 07:50:00,10.85,1024.374
2021-09-06 08:00:00,11.42,1024.351
2021-09-06 08:10:00,11.82,1024.314
2021-09-06 08:20:00,12.56,1024.34
2021-09-06 08:30:00,12.93,1024.326
2021-09-06 08:40:00,13.71,1024.436
2021-09-06 08:50:00,13.86,1024.498
2021-09-06 09:00:00,14.27,1024.488
2021-09-06 09:10:00,15.62,1024.535
2021-09-06 09:20:00,15.9,1024.614
2021-09-06 09:30:00,16.93,1024.68
2021-09-06 09:40:00,17.3,1024.719
2021-09-06 09:50:00,17.96,1024.701
2021-09-06 10:00:00,18.05,1024.707
2021-09-06 10:10:00,18.51,1024.712
2021-09-06 10:20:00,18.71,1024.709
2021-09-06 10:30:00,18.53,1024.703
2021-09-06 10:40:00,18.79,1024.664
2021-09-06 10:50:00,19.23,1024.566
2021-09-06 11:00:00,19.24,1024.513
2021-09-06 11:10:00,18.75,1024.443
2021-09-06 11:20:00,19.33,1024.402
2021-09-06 11:30:00,18.95,1024.423
2021-09-06 11:40:00,18.81,1024.415
2021-09-06 11:50:00,18.96,1024.431
2021-09-06 12:00:00,18.99,1024.388
2021-09-06 12:10:00,19.34,1024.403
2021-09-06 12:20:00,19.36,1024.377
2021-09-06 12:30:00,19.03,1024.331
2021-09-06 12:40:00,19.56,1024.334
2021-09-06 12:50:00,19.75,1024.356
2021-09-06 13:00:00,19.75,1024.349
2021-09-06 13:10:00,19.68,1024.315
2021-09-06 13:20:00,19.68,1024.357
2021-09-06 13:30:00,19.85,1024.39
2021-09-06 13:40:00,20.12,1024.393
2021-09-06 13:50:00,20.47,1024.367
2021-09-06 14:00:00,20.32,1024.375
2021-09-06 14:10:00,20.2,1024.317
2021-09-06 14:20:00,20.06,1024.263
2021-09-06 14:30:00,20.06,1024.233
2021-09-06 14:40:00,20.0,1024.129
2021-09-06 14:50:00,19.83,1024.055
2021-09-06 15:00:00,19.91,1024.076
2021-09-06 15:10:00,19.89,1024.138
2021-09-06 15:20:00,19.87,1024.149
2021-09-06 15:30:00,19.79,1024.065
2021-09-06 15:40:00,19.8,1024.007
2021-09-06 15:50:00,19.84,1023.881
2021-09-06 16:00:00,19.83,1023.768
2021-09-06 16:10:00,19.85,1023.72
2021-09-06 16:20:00,19.86,1023.775
2021-09-06 16:30:00,19.94,1023.744
2021-09-06 16:40:00,19.85,1023.713
2021-09-06 16:50:00,19.84,1023.729
2021-09-06 17:00:00,19.77,1023.753
2021-09-06 17:10:00,19.66,1023.76
2021-09-06 17:20:00,19.65,1023.744
2021-09-06 17:30:00,19.62,1023.802
2021-09-06 17:40:00,19.58,1023.853
2021-09-06 17:50:00,19.46,1023.821
2021-09-06 18:00:00,19.27,1023.785
2021-09-06 18:10:00,19.04,1023.884
2021-09-06 18:20:00,18.85,1023.895
2021-09-06 18:30:00,18.62,1023.844
2021-09-06 18:40:00,18.5,1023.916
2021-09-06 18:50:00,18.4,1024.005
2021-09-06 19:00:00,18.34,1024.03
2021-09-06 19:10:00,18.23,1024.175
2021-09-06 19:20:00,18.12,1024.329
2021-09-06 19:30:00,17.99,1024.381
2021-09-06 19:40:00,17.75,1024.455
2021-09-06 19:50:00,17.58,1024.455
2021-09-06 20:00:00,17.4,1024.403
2021-09-06 20:10:00,17.09,1024.425
2021-09-06 20:20:00,16.87,1024.545
2021-09-06 20:30:00,16.86,1024.504
2021-09-06 20:40:00,16.84,1024.439
2021-09-06 20:50:00,16.68,1024.365
2021-09-06 21:00:00,16.2,1024.433
2021-09-06 21:10:00,16.25,1024.568
2021-09-06 21:20:00,15.84,1024.633
2021-09-06 21:30:00,15.37,1024.609
2021-09-06 21:40:00,14.96,1024.578
2021-09-06 21:50:00,14.86,1024.601
2021-09-06 22:00:00,14.84,1024.637
2021-09-06 22:10:00,15.1,1024.691
2021-09-06 22:20:00,15.23,1024.651
2021-09-06 22:30:00,14.74,1024.615
2021-09-06 22:40:00,14.29,1024.563
2021-09-06 22:50:00,13.75,1024.576
2021-09-06 23:00:00,13.29,1024.535
2021-09-06 23:10:00,13.3,1024.5
2021-09-06 23:20:00,13.05,1024.515
2021-09-06 23:30:00,13.01,1024.486
2021-09-06 23:40:00,12.49,1024.53
2021-09-06 23:50:00,12.57,1024.549
2021-09-07 00:00:00,13.06,1024.577
2021-09-07 00:10:00,13.93,1024.581
2021-09-07 00:20:00,13.97,1024.618
2021-09-07 00:30:00,14.18,1024.542
2021-09-07 00:40:00,14.37,1024.445
2021-09-07 00:50:00,14.72,1024.464
2021-09-07 01:00:00,14.84,1024.502
2021-09-07 01:10:00,15.0,1024.44
2021-09-07 01:20:00,15.2,1024.467
2021-09-07 01:30:00,15.16,1024.444
2021-09-07 01:40:00,15.19,1024.354
2021-09-07 01:50:00,15.19,1024.341
2021-09-07 02:00:00,15.14,1024.268
2021-09-07 02:10:00,15.06,1024.228
2021-09-07 02:20:00,15.01,1024.276
2021-09-07 02:30:00,14.99,1024.31
2021-09-07 02:40:00,14.89,1024.223
2021-09-07 02:50:00,14.79,1024.243
2021-09-07 03:00:00,14.54,1024.315
2021-09-07 03:10:00,14.28,1024.346
2021-09-07 03:20:00,14.29,1024.34
2021-09-07 03:30:00,14.2,1024.351
2021-09-07 03:40:00,14.08,1024.313
2021-09-07 03:50:00,13.66,1024.142
2021-09-07 04:00:00,13.59,1024.067
2021-09-07 04:10:00,13.61,1024.183
2021-09-07 04:20:00,13.12,1024.256
2021-09-07 04:30:00,12.72,1024.25
2021-09-07 04:40:00,12.22,1024.207
2021-09-07 04:50:00,12.07,1024.228
2021-09-07 05:00:00,11.81,1024.266
2021-09-07 05:10:00,11.89,1024.467
2021-09-07 05:20:00,11.52,1024.513
2021-09-07 05:30:00,11.48,1024.546
2021-09-07 05:40:00,11.41,1024.622
2021-09-07 05:50:00,11.44,1024.614
2021-09-07 06:00:00,11.23,1024.612
2021-09-07 06:10:00,11.61,1024.666
2021-09-07 06:20:00,12.17,1024.713
2021-09-07 06:30:00,12.26,1024.745
2021-09-07 06:40:00,12.7,1024.78
2021-09-07 06:50:00,13.03,1024.777
2021-09-07 07:00:00,13.38,1024.815
2021-09-07 07:10:00,14.3,1024.854
2021-09-07 07:20:00,15.01,1024.831
2021-09-07 07:30:00,15.38,1024.874
2021-09-07 07:40:00,15.52,1024.918
2021-09-07 07:50:00,15.42,1024.927
2021-09-07 08:00:00,16.03,1024.984
2021-09-07 08:10:00,16.49,1025.019
2021-09-07 08:20:00,16.5,1025.138
2021-09-07 08:30:00,16.46,1025.199
2021-09-07 08:40:00,16.87,1025.245
2021-09-07 08:50:00,17.1,1025.182
2021-09-07 09:00:00,17.16,1025.259
2021-09-07 09:10:00,18.02,1025.329
2021-09-07 09:20:00,17.99,1025.427
2021-09-07 09:30:00,18.19,1025.517
2021-09-07 09:40:00,17.88,1025.529
2021-09-07 09:50:00,17.81,1025.504
2021-09-07 10:00:00,18.59,1025.499
2021-09-07 10:10:00,19.14,1025.517
2021-09-07 10:20:00,18.74,1025.493
2021-09-07 10:30:00,18.92,1025.315
2021-09-07 10:40:00,19.15,1025.271
2021-09-07 10:50:00,19.63,1025.283
2021-09-07 11:00:00,19.47,1025.262
2021-09-07 11:10:00,19.74,1025.222
2021-09-07 11:20:00,19.86,1025.195
2021-09-07 11:30:00,19.75,1025.135
2021-09-07 11:40:00,19.9,1025.077
2021-09-07 11:50:00,20.1,1025.029
2021-09-07 12:00:00,20.26,1024.964
2021-09-07 12:10:00,20.71,1024.924
2021-09-07 12:20:00,20.66,1024.923
2021-09-07 12:30:00,20.69,1024.844
2021-09-07 12:40:00,21.26,1024.753
2021-09-07 12:50:00,21.14,1024.7
2021-09-07 13:00:00,21.04,1024.69
2021-09-07 13:10:00,21.14,1024.636
2021-09-07 13:20:00,21.3,1024.643
2021-09-07 13:30:00,21.47,1024.643
2021-09-07 13:40:00,21.59,1024.583
2021-09-07 13:50:00,21.88,1024.494
2021-09-07 14:00:00,21.91,1024.443
2021-09-07 14:10:00,21.8,1024.386
2021-09-07 14:20:00,22.36,1024.317
2021-09-07 14:30:00,22.13,1024.211
2021-09-07 14:40:00,22.22,1024.135
2021-09-07 14:50:00,22.35,1024.034
2021-09-07 15:00:00,22.39,1023.973
2021-09-07 15:10:00,22.75,1023.936
2021-09-07 15:20:00,22.79,1023.926
2021-09-07 15:30:00,22.65,1023.924
2021-09-07 15:40:00,22.41,1023.843
2021-09-07 15:50:00,22.29,1023.813
2021-09-07 16:00:00,22.38,1023.803
2021-09-07 16:10:00,22.43,1023.698
2021-09-07 16:20:00,22.4,1023.631
2021-09-07 16:30:00,22.75,1023.625
2021-09-07 16:40:00,22.61,1023.541
2021-09-07 16:50:00,22.5,1023.467
2021-09-07 17:00:00,22.35,1023.38
2021-09-07 17:10:00,22.33,1023.327
2021-09-07 17:20:00,21.94,1023.305
2021-09-07 17:30:00,21.42,1023.291
2021-09-07 17:40:00,21.54,1023.199
2021-09-07 17:50:00,21.51,1023.054
2021-09-07 18:00:00,21.47,1022.975
2021-09-07 18:10:00,21.18,1022.946
2021-09-07 18:20:00,20.97,1022.915
2021-09-07 18:30:00,20.76,1022.897
2021-09-07 18:40:00,20.63,1022.89
2021-09-07 18:50:00,20.55,1022.889
2021-09-07 19:00:00,19.92,1022.961
2021-09-07 19:10:00,18.84,1023.016
2021-09-07 19:20:00,18.17,1023.132
2021-09-07 19:30:00,17.91,1023.202
2021-09-07 19:40:00,17.24,1023.225
2021-09-07 19:50:00,16.95,1023.283
2021-09-07 20:00:00,16.44,1023.351
2021-09-07 20:10:00,16.83,1023.378
2021-09-07 20:20:00,16.33,1023.381
2021-09-07 20:30:00,16.16,1023.383
2021-09-07 20:40:00,15.69,1023.424
2021-09-07 20:50:00,15.26,1023.453
2021-09-07 21:00:00,15.41,1023.459
2021-09-07 21:10:00,15.19,1023.364
2021-09-07 21:20:00,14.93,1023.37
2021-09-07 21:30:00,14.73,1023.365
2021-09-07 21:40:00,14.57,1023.335
2021-09-07 21:50:00,14.46,1023.32
2021-09-07 22:00:00,14.57,1023.303
2021-09-07 22:10:00,14.69,1023.302
2021-09-07 22:20:00,14.7,1023.269
2021-09-07 22:30:00,14.37,1023.182
2021-09-07 22:40:00,14.17,1023.125
2021-09-07 22:50:00,14.24,1023.09
2021-09-07 23:00:00,14.28,1023.082
2021-09-07 23:10:00,14.31,1023.085
2021-09-07 23:20:00,14.37,1023.053
2021-09-07 23:30:00,14.36,1023.016
2021-09-07 23:40:00,14.2,1023.06
2021-09-07 23:50:00,13.96,1023.026
2021-09-08 00:00:00,13.95,1022.967
2021-09-08 00:10:00,13.25,1022.927
2021-09-08 00:20:00,12.74,1022.934
2021-09-08 00:30:00,12.93,1022.93
2021-09-08 00:40:00,12.79,1022.929
2021-09-08 00:50:00,12.73,1022.852
2021-09-08 01:00:00,12.68,1022.824
2021-09-08 01:10:00,13.17,1022.767
2021-09-08 01:20:00,13.37,1022.697
2021-09-08 01:30:00,13.23,1022.64
2021-09-08 01:40:00,12.87,1022.596
2021-09-08 01:50:00,12.81,1022.589
2021-09-08 02:00:00,12.72,1022.541
2021-09-08 02:10:00,12.61,1022.487
2021-09-08 02:20:00,12.11,1022.461
2021-09-08 02:30:00,12.47,1022.389
2021-09-08 02:40:00,12.39,1022.34
2021-09-08 02:50:00,12.3,1022.316
2021-09-08 03:00:00,12.51,1022.275
2021-09-08 03:10:00,12.4,1022.3
2021-09-08 03:20:00,12.21,1022.31
2021-09-08 03:30:00,12.17,1022.328
2021-09-08 03:40:00,12.17,1022.329
2021-09-08 03:50:00,12.38,1022.253
2021-09-08 04:00:00,12.47,1022.203
2021-09-08 04:10:00,12.41,1022.124
2021-09-08 04:20:00,12.38,1021.989
2021-09-08 04:30:00,12.33,1021.909
2021-09-08 04:40:00,12.23,1021.836
2021-09-08 04:50:00,12.14,1021.788
2021-09-08 05:00:00,11.95,1021.816
2021-09-08 05:10:00,11.73,1021.802
2021-09-08 05:20:00,12.01,1021.789
2021-09-08 05:30:00,11.97,1021.79
2021-09-08 05:40:00,11.79,1021.807
2021-09-08 05:50:00,12.29,1021.783
2021-09-08 06:00:00,11.98,1021.806
2021-09-08 06:10:00,12.25,1021.86
2021-09-08 06:20:00,12.8,1021.888
2021-09-08 06:30:00,13.06,1021.929
2021-09-08 06:40:00,13.17,1021.921
2021-09-08 06:50:00,13.44,1021.962
2021-09-08 07:00:00,13.82,1021.956
2021-09-08 07:10:00,14.26,1021.972
2021-09-08 07:20:00,14.43,1021.966
2021-09-08 07:30:00,15.04,1021.889
2021-09-08 07:40:00,15.34,1021.855
2021-09-08 07:50:00,15.75,1021.805
2021-09-08 08:00:00,15.94,1021.748
2021-09-08 08:10:00,16.41,1021.691
2021-09-08 08:20:00,16.64,1021.602
2021-09-08 08:30:00,17.04,1021.571
2021-09-08 08:40:00,17.29,1021.588
2021-09-08 08:50:00,17.77,1021.566
2021-09-08 09:00:00,17.99,1021.447
2021-09-08 09:10:00,18.52,1021.353
2021-09-08 09:20:00,18.7,1021.302
2021-09-08 09:30:00,19.04,1021.254
2021-09-08 09:40:00,19.41,1021.239
2021-09-08 09:50:00,19.73,1021.238
2021-09-08 10:00:00,19.98,1021.202
2021-09-08 10:10:00,20.36,1021.152
2021-09-08 10:20:00,20.38,1021.059
2021-09-08 10:30:00,20.72,1020.969
2021-09-08 10:40:00,20.73,1020.872
2021-09-08 10:50:00,21.05,1020.758
2021-09-08 11:00:00,21.25,1020.676
2021-09-08 11:10:00,21.42,1020.62
2021-09-08 11:20:00,21.47,1020.507
2021-09-08 11:30:00,21.75,1020.36
2021-09-08 11:40:00,22.03,1020.245
2021-09-08 11:50:00,22.3,1020.16
2021-09-08 12:00:00,22.41,1020.068
2021-09-08 12:10:00,22.62,1019.947
2021-09-08 12:20:00,22.69,1019.876
2021-09-08 12:30:00,22.87,1019.836
2021-09-08 12:40:00,22.88,1019.786
2021-09-08 12:50:00,23.09,1019.728
2021-09-08 13:00:00,23.42,1019.631
2021-09-08 13:10:00,23.82,1019.509
2021-09-08 13:20:00,23.96,1019.443
2021-09-08 13:30:00,23.8,1019.31
2021-09-08 13:40:00,24.05,1019.215
2021-09-08 13:50:00,23.89,1019.135
2021-09-08 14:00:00,24.0,1019.027
2021-09-08 14:10:00,24.07,1018.905
2021-09-08 14:20:00,24.09,1018.814
2021-09-08 14:30:00,24.08,1018.689
2021-09-08 14:40:00,24.2,1018.529
2021-09-08 14:50:00,24.19,1018.412
2021-09-08 15:00:00,24.23,1018.315
2021-09-08 15:10:00,24.22,1018.178
2021-09-08 15:20:00,24.25,1018.054
2021-09-08 15:30:00,24.32,1017.913
2021-09-08 15:40:00,24.28,1017.841
2021-09-08 15:50:00,24.27,1017.729
2021-09-08 16:00:00,24.32,1017.596
2021-09-08 16:10:00,24.36,1017.506
2021-09-08 16:20:00,24.28,1017.375
2021-09-08 16:30:00,24.17,1017.302
2021-09-08 16:40:00,24.06,1017.235
2021-09-08 16:50:00,23.95,1017.109
2021-09-08 17:00:00,23.82,1017.017
2021-09-08 17:10:00,23.77,1016.942
2021-09-08 17:20:00,23.63,1016.888
2021-09-08 17:30:00,23.54,1016.86
2021-09-08 17:40:00,23.3,1016.758
2021-09-08 17:50:00,23.07,1016.638
2021-09-08 18:00:00,22.71,1016.558
2021-09-08 18:10:00,22.36,1016.464
2021-09-08 18:20:00,21.95,1016.444
2021-09-08 18:30:00,21.44,1016.441
2021-09-08 18:40:00,20.43,1016.408
2021-09-08 18:50:00,18.76,1016.396
2021-09-08 19:00:00,18.12,1016.462
2021-09-08 19:10:00,17.54,1016.472
2021-09-08 19:20:00,16.82,1016.491
2021-09-08 19:30:00,16.45,1016.504
2021-09-08 19:40:00,16.13,1016.477
2021-09-08 19:50:00,16.31,1016.451
2021-09-08 20:00:00,15.91,1016.492
2021-09-08 20:10:00,15.57,1016.492
2021-09-08 20:20:00,15.58,1016.468
2021-09-08 20:30:00,15.45,1016.464
2021-09-08 20:40:00,14.94,1016.432
2021-09-08 20:50:00,14.92,1016.435
2021-09-08 21:00:00,14.98,1016.435
2021-09-08 21:10:00,14.58,1016.465
2021-09-08 21:20:00,14.72,1016.445
2021-09-08 21:30:00,15.08,1016.343
2021-09-08 21:40:00,15.99,1016.228
2021-09-08 21:50:00,15.96,1016.212
2021-09-08 22:00:00,15.5,1016.217
2021-09-08 22:10:00,15.47,1016.19
2021-09-08 22:20:00,15.73,1016.179
2021-09-08 22:30:00,15.43,1016.121
2021-09-08 22:40:00,15.03,1016.054
2021-09-08 22:50:00,14.94,1016.003
2021-09-08 23:00:00,14.93,1015.909
2021-09-08 23:10:00,14.79,1015.832
2021-09-08 23:20:00,14.73,1015.782
2021-09-08 23:30:00,14.91,1015.793
2021-09-08 23:40:00,14.44,1015.758
2021-09-08 23:50:00,14.14,1015.716
2021-09-09 00:00:00,14.06,1015.697
2021-09-09 00:10:00,13.92,1015.693
2021-09-09 00:20:00,14.11,1015.6
2021-09-09 00:30:00,13.61,1015.543
2021-09-09 00:40:00,13.72,1015.425
2021-09-09 00:50:00,13.31,1015.344
2021-09-09 01:00:00,13.29,1015.243
2021-09-09 01:10:00,13.59,1015.167
2021-09-09 01:20:00,14.22,1015.105
2021-09-09 01:30:00,14.28,1015.001
2021-09-09 01:40:00,13.81,1014.938
2021-09-09 01:50:00,13.71,1014.926
2021-09-09 02:00:00,13.29,1014.867
2021-09-09 02:10:00,13.6,1014.797
2021-09-09 02:20:00,13.9,1014.768
2021-09-09 02:30:00,13.0,1014.779
2021-09-09 02:40:00,12.59,1014.764
2021-09-09 02:50:00,12.37,1014.725
2021-09-09 03:00:00,12.07,1014.665
2021-09-09 03:10:00,11.99,1014.625
2021-09-09 03:20:00,12.05,1014.586
2021-09-09 03:30:00,11.99,1014.483
2021-09-09 03:40:00,11.85,1014.353
2021-09-09 03:50:00,12.06,1014.256
2021-09-09 04:00:00,11.91,1014.154
2021-09-09 04:10:00,11.64,1014.04
2021-09-09 04:20:00,11.66,1013.964
2021-09-09 04:30:00,11.52,1013.868
2021-09-09 04:40:00,11.43,1013.784
2021-09-09 04:50:00,11.54,1013.721
2021-09-09 05:00:00,11.76,1013.663
2021-09-09 05:10:00,11.96,1013.57
2021-09-09 05:20:00,12.3,1013.515
2021-09-09 05:30:00,11.81,1013.464
2021-09-09 05:40:00,11.46,1013.389
2021-09-09 05:50:00,11.12,1013.353
2021-09-09 06:00:00,11.35,1013.352
2021-09-09 06:10:00,11.65,1013.311
2021-09-09 06:20:00,11.8,1013.294
2021-09-09 06:30:00,12.77,1013.222
2021-09-09 06:40:00,13.39,1013.15
2021-09-09 06:50:00,13.83,1013.1
2021-09-09 07:00:00,14.51,1013.019
2021-09-09 07:10:00,15.08,1013.045
2021-09-09 07:20:00,15.59,1012.973
2021-09-09 07:30:00,15.85,1012.954
2021-09-09 07:40:00,15.86,1012.94
2021-09-09 07:50:00,16.11,1013.011
2021-09-09 08:00:00,16.66,1013.048
2021-09-09 08:10:00,17.65,1012.979
2021-09-09 08:20:00,17.54,1012.989
2021-09-09 08:30:00,18.03,1012.951
2021-09-09 08:40:00,18.19,1012.972
2021-09-09 08:50:00,18.57,1012.927
2021-09-09 09:00:00,19.0,1012.916
2021-09-09 09:10:00,19.1,1012.927
2021-09-09 09:20:00,19.32,1012.961
2021-09-09 09:30:00,19.79,1012.976
2021-09-09 09:40:00,20.14,1012.944
2021-09-09 09:50:00,20.55,1012.843
2021-09-09 10:00:00,21.08,1012.737
2021-09-09 10:10:00,21.6,1012.659
2021-09-09 10:20:00,22.24,1012.55
2021-09-09 10:30:00,22.52,1012.456
2021-09-09 10:40:00,22.77,1012.405
2021-09-09 10:50:00,22.93,1012.39
2021-09-09 11:00:00,23.28,1012.332
2021-09-09 11:10:00,23.52,1012.219
2021-09-09 11:20:00,23.56,1012.135
2021-09-09 11:30:00,23.65,1012.067
2021-09-09 11:40:00,23.89,1012.016
2021-09-09 11:50:00,23.94,1011.973
2021-09-09 12:00:00,24.03,1011.878
2021-09-09 12:10:00,24.21,1011.864
2021-09-09 12:20:00,24.31,1011.784
2021-09-09 12:30:00,24.42,1011.733
2021-09-09 12:40:00,24.48,1011.659
2021-09-09 12:50:00,24.99,1011.586
2021-09-09 13:00:00,25.57,1011.518
2021-09-09 13:10:00,25.21,1011.434
2021-09-09 13:20:00,25.24,1011.264
2021-09-09 13:30:00,25.5,1011.21
2021-09-09 13:40:00,25.62,1011.105
2021-09-09 13:50:00,25.73,1011.038
2021-09-09 14:00:00,26.05,1010.969
2021-09-09 14:10:00,26.09,1010.881
