time,T,p
2021-08-17 22:40:00,14.36,1011.532
2021-08-17 22:50:00,14.32,1011.517
2021-08-17 23:00:00,14.26,1011.516
2021-08-17 23:10:00,14.2,1011.555
2021-08-17 23:20:00,14.27,1011.53
2021-08-17 23:30:00,14.24,1011.49
2021-08-17 23:40:00,14.29,1011.456
2021-08-17 23:50:00,14.3,1011.444
2021-08-18 00:00:00,14.36,1011.461
2021-08-18 00:10:00,14.33,1011.562
2021-08-18 00:20:00,14.35,1011.595
2021-08-18 00:30:00,14.32,1011.592
2021-08-18 00:40:00,14.37,1011.665
2021-08-18 00:50:00,14.37,1011.667
2021-08-18 01:00:00,14.33,1011.577
2021-08-18 01:10:00,14.28,1011.516
2021-08-18 01:20:00,14.27,1011.516
2021-08-18 01:30:00,14.31,1011.529
2021-08-18 01:40:00,14.33,1011.527
2021-08-18 01:50:00,14.19,1011.459
2021-08-18 02:00:00,14.22,1011.395
2021-08-18 02:10:00,14.21,1011.343
2021-08-18 02:20:00,14.21,1011.374
2021-08-18 02:30:00,14.17,1011.386
2021-08-18 02:40:00,14.05,1011.405
2021-08-18 02:50:00,13.93,1011.398
2021-08-18 03:00:00,13.79,1011.314
2021-08-18 03:10:00,13.75,1011.222
2021-08-18 03:20:00,13.7,1011.165
2021-08-18 03:30:00,13.58,1011.074
2021-08-18 03:40:00,13.49,1010.977
2021-08-18 03:50:00,13.5,1010.875
2021-08-18 04:00:00,13.46,1010.794
2021-08-18 04:10:00,13.45,1010.731
2021-08-18 04:20:00,13.46,1010.684
2021-08-18 04:30:00,13.43,1010.65
2021-08-18 04:40:00,13.51,1010.687
2021-08-18 04:50:00,13.48,1010.698
2021-08-18 05:00:00,13.45,1010.71
2021-08-18 05:10:00,13.42,1010.662
2021-08-18 05:20:00,13.63,1010.669
2021-08-18 05:30:00,13.85,1010.725
2021-08-18 05:40:00,13.88,1010.761
2021-08-18 05:50:00,13.93,1010.743
2021-08-18 06:00:00,13.89,1010.696
2021-08-18 06:10:00,13.99,1010.674
2021-08-18 06:20:00,14.1,1010.619
2021-08-18 06:30:00,14.3,1010.589
2021-08-18 06:40:00,14.41,1010.508
2021-08-18 06:50:00,14.57,1010.436
2021-08-18 07:00:00,14.76,1010.375
2021-08-18 07:10:00,14.84,1010.352
2021-08-18 07:20:00,14.94,1010.435
2021-08-18 07:30:00,15.0,1010.463
2021-08-18 07:40:00,14.9,1010.496
2021-08-18 07:50:00,14.56,1010.583
2021-08-18 08:00:00,14.51,1010.552
2021-08-18 08:10:00,14.57,1010.527
2021-08-18 08:20:00,14.91,1010.483
2021-08-18 08:30:00,15.1,1010.411
2021-08-18 08:40:00,15.29,1010.382
2021-08-18 08:50:00,15.08,1010.519
2021-08-18 09:00:00,15.07,1010.597
2021-08-18 09:10:00,15.44,1010.569
2021-08-18 09:20:00,15.89,1010.578
2021-08-18 09:30:00,16.14,1010.553
2021-08-18 09:40:00,16.03,1010.645
2021-08-18 09:50:00,15.56,1010.728
2021-08-18 10:00:00,15.32,1010.747
2021-08-18 10:10:00,15.68,1010.72
2021-08-18 10:20:00,16.13,1010.732
2021-08-18 10:30:00,16.34,1010.712
2021-08-18 10:40:00,16.37,1010.719
2021-08-18 10:50:00,16.69,1010.674
2021-08-18 11:00:00,16.97,1010.629
2021-08-18 11:10:00,17.0,1010.644
2021-08-18 11:20:00,17.07,1010.607
2021-08-18 11:30:00,17.37,1010.557
2021-08-18 11:40:00,17.1,1010.588
2021-08-18 11:50:00,17.06,1010.615
2021-08-18 12:00:00,17.26,1010.646
2021-08-18 12:10:00,17.55,1010.614
2021-08-18 12:20:00,17.67,1010.558
2021-08-18 12:30:00,17.69,1010.534
2021-08-18 12:40:00,17.73,1010.511
2021-08-18 12:50:00,17.31,1010.642
2021-08-18 13:00:00,17.43,1010.654
2021-08-18 13:10:00,18.06,1010.5
2021-08-18 13:20:00,18.0,1010.391
2021-08-18 13:30:00,18.29,1010.348
2021-08-18 13:40:00,18.64,1010.295
2021-08-18 13:50:00,18.07,1010.419
2021-08-18 14:00:00,17.54,1010.498
2021-08-18 14:10:00,17.82,1010.422
2021-08-18 14:20:00,18.2,1010.368
2021-08-18 14:30:00,17.91,1010.353
2021-08-18 14:40:00,17.56,1010.38
2021-08-18 14:50:00,17.66,1010.346
2021-08-18 15:00:00,17.61,1010.273
2021-08-18 15:10:00,17.68,1010.275
2021-08-18 15:20:00,17.64,1010.315
2021-08-18 15:30:00,17.59,1010.336
2021-08-18 15:40:00,17.44,1010.296
2021-08-18 15:50:00,17.28,1010.263
2021-08-18 16:00:00,17.31,1010.24
2021-08-18 16:10:00,17.23,1010.28
2021-08-18 16:20:00,17.2,1010.249
2021-08-18 16:30:00,17.18,1010.145
2021-08-18 16:40:00,17.25,1010.118
2021-08-18 16:50:00,17.2,1010.123
2021-08-18 17:00:00,16.92,1010.1
2021-08-18 17:10:00,16.8,1010.048
2021-08-18 17:20:00,16.73,1010.003
2021-08-18 17:30:00,16.69,1009.985
2021-08-18 17:40:00,16.76,1009.905
2021-08-18 17:50:00,16.75,1009.867
2021-08-18 18:00:00,16.81,1009.774
2021-08-18 18:10:00,16.91,1009.739
2021-08-18 18:20:00,16.91,1009.707
2021-08-18 18:30:00,16.91,1009.629
2021-08-18 18:40:00,17.06,1009.593
2021-08-18 18:50:00,17.13,1009.536
2021-08-18 19:00:00,17.17,1009.531
2021-08-18 19:10:00,17.18,1009.487
2021-08-18 19:20:00,17.14,1009.51
2021-08-18 19:30:00,17.09,1009.53
2021-08-18 19:40:00,17.03,1009.538
2021-08-18 19:50:00,17.1,1009.603
2021-08-18 20:00:00,17.2,1009.622
2021-08-18 20:10:00,17.19,1009.591
2021-08-18 20:20:00,17.23,1009.545
2021-08-18 20:30:00,17.17,1009.488
2021-08-18 20:40:00,17.12,1009.424
2021-08-18 20:50:00,16.97,1009.411
2021-08-18 21:00:00,17.0,1009.35
2021-08-18 21:10:00,16.98,1009.306
2021-08-18 21:20:00,16.91,1009.305
2021-08-18 21:30:00,16.94,1009.331
2021-08-18 21:40:00,16.85,1009.273
2021-08-18 21:50:00,16.87,1009.276
2021-08-18 22:00:00,16.87,1009.278
2021-08-18 22:10:00,16.98,1009.259
2021-08-18 22:20:00,16.95,1009.245
2021-08-18 22:30:00,16.85,1009.264
2021-08-18 22:40:00,16.83,1009.224
2021-08-18 22:50:00,16.94,1009.179
2021-08-18 23:00:00,16.86,1009.111
2021-08-18 23:10:00,16.82,1009.102
2021-08-18 23:20:00,16.78,1009.131
2021-08-18 23:30:00,16.36,1009.174
2021-08-18 23:40:00,16.12,1009.254
2021-08-18 23:50:00,15.89,1009.246
2021-08-19 00:00:00,15.78,1009.157
2021-08-19 00:10:00,15.88,1009.11
2021-08-19 00:20:00,15.63,1009.124
2021-08-19 00:30:00,15.48,1009.177
2021-08-19 00:40:00,15.32,1009.16
2021-08-19 00:50:00,15.31,1009.107
2021-08-19 01:00:00,15.12,1008.961
2021-08-19 01:10:00,15.11,1008.979
2021-08-19 01:20:00,15.16,1008.997
2021-08-19 01:30:00,15.19,1009.018
2021-08-19 01:40:00,15.21,1008.962
2021-08-19 01:50:00,15.05,1008.917
2021-08-19 02:00:00,15.01,1008.859
2021-08-19 02:10:00,15.08,1008.897
2021-08-19 02:20:00,15.31,1009.011
2021-08-19 02:30:00,15.45,1009.026
2021-08-19 02:40:00,15.49,1009.053
2021-08-19 02:50:00,15.45,1008.996
2021-08-19 03:00:00,15.52,1008.966
2021-08-19 03:10:00,15.51,1009.02
2021-08-19 03:20:00,15.5,1009.061
2021-08-19 03:30:00,15.47,1009.11
2021-08-19 03:40:00,15.38,1009.164
2021-08-19 03:50:00,14.94,1009.273
2021-08-19 04:00:00,14.57,1009.28
2021-08-19 04:10:00,14.6,1009.254
2021-08-19 04:20:00,14.53,1009.264
2021-08-19 04:30:00,14.43,1009.305
2021-08-19 04:40:00,14.5,1009.239
2021-08-19 04:50:00,14.4,1009.202
2021-08-19 05:00:00,14.5,1009.315
2021-08-19 05:10:00,14.53,1009.311
2021-08-19 05:20:00,14.48,1009.31
2021-08-19 05:30:00,14.5,1009.216
2021-08-19 05:40:00,14.5,1009.38
2021-08-19 05:50:00,14.63,1009.388
2021-08-19 06:00:00,14.7,1009.416
2021-08-19 06:10:00,14.73,1009.479
2021-08-19 06:20:00,14.83,1009.571
2021-08-19 06:30:00,14.97,1009.661
2021-08-19 06:40:00,15.1,1009.77
2021-08-19 06:50:00,15.15,1009.889
2021-08-19 07:00:00,15.07,1009.965
2021-08-19 07:10:00,14.96,1010.035
2021-08-19 07:20:00,15.14,1010.042
2021-08-19 07:30:00,15.32,1010.045
2021-08-19 07:40:00,15.51,1010.019
2021-08-19 07:50:00,15.48,1010.077
2021-08-19 08:00:00,15.57,1010.154
2021-08-19 08:10:00,15.58,1010.263
2021-08-19 08:20:00,15.48,1010.34
2021-08-19 08:30:00,15.52,1010.28
2021-08-19 08:40:00,15.61,1010.325
2021-08-19 08:50:00,15.81,1010.352
2021-08-19 09:00:00,16.25,1010.41
2021-08-19 09:10:00,16.12,1010.49
2021-08-19 09:20:00,16.37,1010.529
2021-08-19 09:30:00,16.43,1010.612
2021-08-19 09:40:00,16.35,1010.659
2021-08-19 09:50:00,16.44,1010.724
2021-08-19 10:00:00,16.37,1010.867
2021-08-19 10:10:00,15.99,1010.966
2021-08-19 10:20:00,15.91,1010.951
2021-08-19 10:30:00,16.15,1010.945
2021-08-19 10:40:00,16.09,1010.944
2021-08-19 10:50:00,16.07,1010.945
2021-08-19 11:00:00,16.1,1010.99
2021-08-19 11:10:00,15.94,1011.058
2021-08-19 11:20:00,15.94,1011.063
2021-08-19 11:30:00,16.43,1011.038
2021-08-19 11:40:00,16.56,1011.058
2021-08-19 11:50:00,16.81,1011.022
2021-08-19 12:00:00,17.02,1011.064
2021-08-19 12:10:00,16.97,1011.063
2021-08-19 12:20:00,17.71,1011.015
2021-08-19 12:30:00,17.86,1010.988
2021-08-19 12:40:00,17.92,1011.009
2021-08-19 12:50:00,17.98,1011.042
2021-08-19 13:00:00,17.89,1011.09
2021-08-19 13:10:00,17.85,1011.133
2021-08-19 13:20:00,17.63,1011.193
2021-08-19 13:30:00,17.24,1011.27
2021-08-19 13:40:00,16.68,1011.294
2021-08-19 13:50:00,16.55,1011.368
2021-08-19 14:00:00,16.58,1011.389
2021-08-19 14:10:00,16.57,1011.304
2021-08-19 14:20:00,16.84,1011.297
2021-08-19 14:30:00,17.42,1011.251
2021-08-19 14:40:00,17.6,1011.185
2021-08-19 14:50:00,17.89,1011.154
2021-08-19 15:00:00,17.98,1011.211
2021-08-19 15:10:00,18.08,1011.277
2021-08-19 15:20:00,18.17,1011.265
2021-08-19 15:30:00,18.3,1011.225
2021-08-19 15:40:00,18.32,1011.27
2021-08-19 15:50:00,18.4,1011.316
2021-08-19 16:00:00,18.51,1011.293
2021-08-19 16:10:00,18.55,1011.228
2021-08-19 16:20:00,18.55,1011.261
2021-08-19 16:30:00,18.54,1011.24
2021-08-19 16:40:00,18.58,1011.239
2021-08-19 16:50:00,18.64,1011.249
2021-08-19 17:00:00,18.66,1011.323
2021-08-19 17:10:00,18.55,1011.373
2021-08-19 17:20:00,18.5,1011.432
2021-08-19 17:30:00,18.54,1011.469
2021-08-19 17:40:00,18.64,1011.606
2021-08-19 17:50:00,18.59,1011.642
2021-08-19 18:00:00,18.56,1011.686
2021-08-19 18:10:00,18.49,1011.762
2021-08-19 18:20:00,18.33,1011.809
2021-08-19 18:30:00,18.23,1011.828
2021-08-19 18:40:00,18.06,1011.907
2021-08-19 18:50:00,17.94,1011.918
2021-08-19 19:00:00,17.81,1011.892
2021-08-19 19:10:00,17.66,1011.944
2021-08-19 19:20:00,17.53,1012.048
2021-08-19 19:30:00,17.47,1012.042
2021-08-19 19:40:00,17.36,1012.183
2021-08-19 19:50:00,17.37,1012.293
2021-08-19 20:00:00,17.21,1012.33
2021-08-19 20:10:00,17.13,1012.416
2021-08-19 20:20:00,17.14,1012.462
2021-08-19 20:30:00,17.06,1012.541
2021-08-19 20:40:00,16.98,1012.635
2021-08-19 20:50:00,16.91,1012.68
2021-08-19 21:00:00,16.86,1012.783
2021-08-19 21:10:00,16.84,1012.809
2021-08-19 21:20:00,16.83,1012.831
2021-08-19 21:30:00,16.79,1012.868
2021-08-19 21:40:00,16.74,1012.855
2021-08-19 21:50:00,16.73,1012.943
2021-08-19 22:00:00,16.71,1013.021
2021-08-19 22:10:00,16.69,1013.088
2021-08-19 22:20:00,16.63,1013.181
2021-08-19 22:30:00,16.57,1013.263
2021-08-19 22:40:00,16.54,1013.283
2021-08-19 22:50:00,16.5,1013.334
2021-08-19 23:00:00,16.47,1013.412
2021-08-19 23:10:00,16.43,1013.47
2021-08-19 23:20:00,16.39,1013.519
2021-08-19 23:30:00,16.39,1013.578
2021-08-19 23:40:00,16.33,1013.559
2021-08-19 23:50:00,16.28,1013.568
2021-08-20 00:00:00,16.18,1013.518
2021-08-20 00:10:00,15.93,1013.546
2021-08-20 00:20:00,15.87,1013.494
2021-08-20 00:30:00,15.78,1013.532
2021-08-20 00:40:00,15.7,1013.597
2021-08-20 00:50:00,15.57,1013.517
2021-08-20 01:00:00,15.6,1013.491
2021-08-20 01:10:00,15.46,1013.472
2021-08-20 01:20:00,15.11,1013.568
2021-08-20 01:30:00,15.01,1013.501
2021-08-20 01:40:00,15.09,1013.492
2021-08-20 01:50:00,15.02,1013.495
2021-08-20 02:00:00,14.8,1013.46
2021-08-20 02:10:00,14.73,1013.482
2021-08-20 02:20:00,14.6,1013.483
2021-08-20 02:30:00,14.47,1013.469
2021-08-20 02:40:00,14.36,1013.388
2021-08-20 02:50:00,14.21,1013.317
2021-08-20 03:00:00,14.16,1013.292
2021-08-20 03:10:00,14.28,1013.369
2021-08-20 03:20:00,14.46,1013.378
2021-08-20 03:30:00,14.43,1013.347
2021-08-20 03:40:00,14.47,1013.374
2021-08-20 03:50:00,14.38,1013.4
2021-08-20 04:00:00,14.22,1013.364
2021-08-20 04:10:00,14.11,1013.329
2021-08-20 04:20:00,14.05,1013.304
2021-08-20 04:30:00,14.01,1013.314
2021-08-20 04:40:00,14.0,1013.385
2021-08-20 04:50:00,13.99,1013.356
2021-08-20 05:00:00,13.96,1013.357
2021-08-20 05:10:00,13.93,1013.383
2021-08-20 05:20:00,13.91,1013.429
2021-08-20 05:30:00,13.86,1013.565
2021-08-20 05:40:00,13.75,1013.629
2021-08-20 05:50:00,13.6,1013.691
2021-08-20 06:00:00,13.53,1013.697
2021-08-20 06:10:00,13.56,1013.8
2021-08-20 06:20:00,13.61,1013.818
2021-08-20 06:30:00,13.69,1013.863
2021-08-20 06:40:00,13.77,1013.84
2021-08-20 06:50:00,13.83,1013.894
2021-08-20 07:00:00,13.92,1013.972
2021-08-20 07:10:00,13.99,1014.022
2021-08-20 07:20:00,14.0,1014.09
2021-08-20 07:30:00,14.0,1014.132
2021-08-20 07:40:00,14.07,1014.07
2021-08-20 07:50:00,14.12,1014.143
2021-08-20 08:00:00,13.96,1014.211
2021-08-20 08:10:00,14.08,1014.331
2021-08-20 08:20:00,14.1,1014.442
2021-08-20 08:30:00,14.11,1014.452
2021-08-20 08:40:00,14.24,1014.514
2021-08-20 08:50:00,14.3,1014.528
2021-08-20 09:00:00,14.27,1014.641
2021-08-20 09:10:00,14.46,1014.622
2021-08-20 09:20:00,14.55,1014.713
2021-08-20 09:30:00,14.65,1014.74
2021-08-20 09:40:00,14.88,1014.73
2021-08-20 09:50:00,14.99,1014.815
2021-08-20 10:00:00,15.16,1014.82
2021-08-20 10:10:00,15.49,1014.941
2021-08-20 10:20:00,15.55,1014.951
2021-08-20 10:30:00,15.77,1014.891
2021-08-20 10:40:00,16.12,1014.8
2021-08-20 10:50:00,16.3,1014.811
2021-08-20 11:00:00,16.1,1014.807
2021-08-20 11:10:00,16.12,1014.802
2021-08-20 11:20:00,16.0,1014.866
2021-08-20 11:30:00,16.2,1014.848
2021-08-20 11:40:00,16.55,1014.901
2021-08-20 11:50:00,16.95,1014.916
2021-08-20 12:00:00,18.03,1014.842
2021-08-20 12:10:00,17.92,1014.857
2021-08-20 12:20:00,18.17,1014.881
2021-08-20 12:30:00,18.77,1014.853
2021-08-20 12:40:00,19.14,1014.837
2021-08-20 12:50:00,19.23,1014.861
2021-08-20 13:00:00,18.49,1014.939
2021-08-20 13:10:00,17.18,1015.19
2021-08-20 13:20:00,17.76,1015.24
2021-08-20 13:30:00,18.38,1015.274
2021-08-20 13:40:00,18.21,1015.359
2021-08-20 13:50:00,18.0,1015.378
2021-08-20 14:00:00,18.06,1015.359
2021-08-20 14:10:00,18.48,1015.369
2021-08-20 14:20:00,19.13,1015.444
2021-08-20 14:30:00,18.96,1015.459
2021-08-20 14:40:00,18.47,1015.479
2021-08-20 14:50:00,18.18,1015.569
2021-08-20 15:00:00,18.06,1015.63
2021-08-20 15:10:00,18.25,1015.553
2021-08-20 15:20:00,18.35,1015.569
2021-08-20 15:30:00,18.41,1015.699
2021-08-20 15:40:00,18.62,1015.859
2021-08-20 15:50:00,18.69,1015.89
2021-08-20 16:00:00,18.79,1015.959
2021-08-20 16:10:00,18.92,1015.957
2021-08-20 16:20:00,18.9,1015.962
2021-08-20 16:30:00,18.79,1016.003
2021-08-20 16:40:00,18.85,1016.047
2021-08-20 16:50:00,19.05,1016.056
2021-08-20 17:00:00,19.49,1016.11
2021-08-20 17:10:00,19.01,1016.156
2021-08-20 17:20:00,18.78,1016.171
2021-08-20 17:30:00,18.92,1016.107
2021-08-20 17:40:00,19.6,1016.007
2021-08-20 17:50:00,19.48,1016.069
2021-08-20 18:00:00,19.17,1016.095
2021-08-20 18:10:00,18.83,1016.211
2021-08-20 18:20:00,18.81,1016.336
2021-08-20 18:30:00,18.9,1016.389
2021-08-20 18:40:00,18.78,1016.416
2021-08-20 18:50:00,18.54,1016.518
2021-08-20 19:00:00,18.31,1016.607
2021-08-20 19:10:00,18.13,1016.724
2021-08-20 19:20:00,17.84,1016.817
2021-08-20 19:30:00,17.62,1016.894
2021-08-20 19:40:00,17.56,1016.979
2021-08-20 19:50:00,17.46,1017.084
2021-08-20 20:00:00,17.3,1017.175
2021-08-20 20:10:00,16.73,1017.312
2021-08-20 20:20:00,16.22,1017.448
2021-08-20 20:30:00,15.69,1017.534
2021-08-20 20:40:00,15.43,1017.643
2021-08-20 20:50:00,15.48,1017.706
2021-08-20 21:00:00,15.99,1017.761
2021-08-20 21:10:00,16.08,1017.803
2021-08-20 21:20:00,15.95,1017.855
2021-08-20 21:30:00,15.53,1017.924
2021-08-20 21:40:00,14.89,1017.988
2021-08-20 21:50:00,14.28,1018.037
2021-08-20 22:00:00,13.5,1018.125
2021-08-20 22:10:00,13.28,1018.224
2021-08-20 22:20:00,13.46,1018.28
2021-08-20 22:30:00,13.98,1018.287
2021-08-20 22:40:00,14.43,1018.296
2021-08-20 22:50:00,14.32,1018.337
2021-08-20 23:00:00,13.69,1018.338
2021-08-20 23:10:00,13.36,1018.418
2021-08-20 23:20:00,12.99,1018.439
2021-08-20 23:30:00,12.56,1018.457
2021-08-20 23:40:00,12.24,1018.472
2021-08-20 23:50:00,12.39,1018.471
2021-08-21 00:00:00,12.43,1018.475
2021-08-21 00:10:00,12.04,1018.595
2021-08-21 00:20:00,12.03,1018.551
2021-08-21 00:30:00,11.75,1018.535
2021-08-21 00:40:00,11.59,1018.554
2021-08-21 00:50:00,11.26,1018.583
2021-08-21 01:00:00,11.28,1018.654
2021-08-21 01:10:00,11.3,1018.737
2021-08-21 01:20:00,11.36,1018.751
2021-08-21 01:30:00,11.04,1018.798
2021-08-21 01:40:00,10.92,1018.819
2021-08-21 01:50:00,10.77,1018.836
2021-08-21 02:00:00,10.65,1018.854
2021-08-21 02:10:00,10.45,1018.862
2021-08-21 02:20:00,10.78,1018.768
2021-08-21 02:30:00,10.27,1018.721
2021-08-21 02:40:00,10.17,1018.723
2021-08-21 02:50:00,10.07,1018.764
2021-08-21 03:00:00,10.07,1018.738
2021-08-21 03:10:00,10.21,1018.724
2021-08-21 03:20:00,10.08,1018.744
2021-08-21 03:30:00,10.57,1018.622
2021-08-21 03:40:00,9.9,1018.612
2021-08-21 03:50:00,9.92,1018.673
2021-08-21 04:00:00,9.82,1018.76
2021-08-21 04:10:00,9.97,1018.789
2021-08-21 04:20:00,9.59,1018.924
2021-08-21 04:30:00,9.81,1019.031
2021-08-21 04:40:00,9.91,1019.127
2021-08-21 04:50:00,10.25,1019.168
2021-08-21 05:00:00,10.36,1019.219
2021-08-21 05:10:00,10.37,1019.247
2021-08-21 05:20:00,10.5,1019.262
2021-08-21 05:30:00,10.47,1019.228
2021-08-21 05:40:00,10.72,1019.202
2021-08-21 05:50:00,10.95,1019.181
2021-08-21 06:00:00,10.87,1019.248
2021-08-21 06:10:00,11.08,1019.366
2021-08-21 06:20:00,11.58,1019.478
2021-08-21 06:30:00,11.8,1019.525
2021-08-21 06:40:00,12.16,1019.636
2021-08-21 06:50:00,13.28,1019.605
2021-08-21 07:00:00,13.1,1019.598
2021-08-21 07:10:00,13.28,1019.592
2021-08-21 07:20:00,13.31,1019.636
2021-08-21 07:30:00,13.65,1019.686
2021-08-21 07:40:00,14.05,1019.768
2021-08-21 07:50:00,14.43,1019.843
2021-08-21 08:00:00,14.6,1019.871
2021-08-21 08:10:00,14.94,1019.881
2021-08-21 08:20:00,15.11,1019.938
2021-08-21 08:30:00,15.34,1019.994
2021-08-21 08:40:00,15.55,1020.012
2021-08-21 08:50:00,15.67,1020.045
2021-08-21 09:00:00,16.02,1020.058
2021-08-21 09:10:00,16.35,1020.046
2021-08-21 09:20:00,16.5,1020.038
2021-08-21 09:30:00,16.95,1020.038
2021-08-21 09:40:00,16.93,1020.071
2021-08-21 09:50:00,17.29,1020.146
2021-08-21 10:00:00,17.29,1020.192
2021-08-21 10:10:00,17.43,1020.205
2021-08-21 10:20:00,17.55,1020.174
2021-08-21 10:30:00,17.79,1020.18
2021-08-21 10:40:00,17.96,1020.189
2021-08-21 10:50:00,17.92,1020.155
2021-08-21 11:00:00,18.12,1020.099
2021-08-21 11:10:00,18.19,1020.077
2021-08-21 11:20:00,18.4,1020.047
2021-08-21 11:30:00,18.44,1019.999
2021-08-21 11:40:00,18.76,1020.007
2021-08-21 11:50:00,18.84,1020.044
2021-08-21 12:00:00,19.33,1020.016
2021-08-21 12:10:00,19.48,1019.98
2021-08-21 12:20:00,19.54,1019.908
2021-08-21 12:30:00,19.4,1019.871
2021-08-21 12:40:00,19.59,1019.838
2021-08-21 12:50:00,19.6,1019.806
2021-08-21 13:00:00,19.79,1019.744
2021-08-21 13:10:00,19.84,1019.686
2021-08-21 13:20:00,19.82,1019.638
2021-08-21 13:30:00,20.05,1019.614
2021-08-21 13:40:00,19.91,1019.554
2021-08-21 13:50:00,20.21,1019.506
2021-08-21 14:00:00,20.35,1019.481
2021-08-21 14:10:00,20.57,1019.418
2021-08-21 14:20:00,20.61,1019.307
2021-08-21 14:30:00,20.65,1019.186
2021-08-21 14:40:00,20.65,1019.077
2021-08-21 14:50:00,20.73,1018.992
2021-08-21 15:00:00,20.97,1018.928
2021-08-21 15:10:00,21.08,1018.899
2021-08-21 15:20:00,20.97,1018.849
2021-08-21 15:30:00,20.74,1018.839
2021-08-21 15:40:00,20.76,1018.8
2021-08-21 15:50:00,20.87,1018.717
2021-08-21 16:00:00,21.03,1018.665
2021-08-21 16:10:00,21.17,1018.606
2021-08-21 16:20:00,21.18,1018.541
2021-08-21 16:30:00,21.2,1018.489
2021-08-21 16:40:00,21.07,1018.403
2021-08-21 16:50:00,21.23,1018.325
2021-08-21 17:00:00,21.07,1018.265
2021-08-21 17:10:00,21.11,1018.2
2021-08-21 17:20:00,21.04,1018.209
2021-08-21 17:30:00,20.89,1018.279
2021-08-21 17:40:00,20.71,1018.26
2021-08-21 17:50:00,20.72,1018.211
2021-08-21 18:00:00,20.64,1018.189
2021-08-21 18:10:00,20.49,1018.153
2021-08-21 18:20:00,20.28,1018.129
2021-08-21 18:30:00,20.08,1018.14
2021-08-21 18:40:00,19.89,1018.105
2021-08-21 18:50:00,19.75,1018.136
2021-08-21 19:00:00,19.62,1018.15
2021-08-21 19:10:00,19.46,1018.156
2021-08-21 19:20:00,19.31,1018.163
2021-08-21 19:30:00,19.14,1018.145
2021-08-21 19:40:00,18.93,1018.09
2021-08-21 19:50:00,18.65,1018.139
2021-08-21 20:00:00,18.39,1018.169
2021-08-21 20:10:00,18.28,1018.133
2021-08-21 20:20:00,18.12,1018.101
2021-08-21 20:30:00,17.67,1018.086
2021-08-21 20:40:00,17.5,1018.037
2021-08-21 20:50:00,17.41,1018.027
2021-08-21 21:00:00,17.47,1018.04
2021-08-21 21:10:00,17.17,1018.065
2021-08-21 21:20:00,17.03,1018.017
2021-08-21 21:30:00,17.03,1018.035
2021-08-21 21:40:00,16.76,1018.005
2021-08-21 21:50:00,17.06,1017.981
2021-08-21 22:00:00,16.77,1018.001
2021-08-21 22:10:00,17.28,1018.002
2021-08-21 22:20:00,17.61,1017.967
2021-08-21 22:30:00,17.61,1017.934
2021-08-21 22:40:00,17.63,1017.916
2021-08-21 22:50:00,17.56,1017.908
2021-08-21 23:00:00,17.53,1017.853
2021-08-21 23:10:00,17.49,1017.822
2021-08-21 23:20:00,17.44,1017.819
2021-08-21 23:30:00,17.38,1017.816
2021-08-21 23:40:00,17.2,1017.765
2021-08-21 23:50:00,17.05,1017.699
2021-08-22 00:00:00,17.09,1017.656
2021-08-22 00:10:00,17.15,1017.577
2021-08-22 00:20:00,17.31,1017.434
2021-08-22 00:30:00,17.26,1017.355
2021-08-22 00:40:00,17.39,1017.285
2021-08-22 00:50:00,17.4,1017.225
2021-08-22 01:00:00,17.4,1017.168
2021-08-22 01:10:00,17.4,1017.156
2021-08-22 01:20:00,17.36,1017.127
2021-08-22 01:30:00,17.24,1017.086
2021-08-22 01:40:00,17.2,1016.971
2021-08-22 01:50:00,17.16,1016.865
2021-08-22 02:00:00,17.07,1016.834
2021-08-22 02:10:00,17.08,1016.73
2021-08-22 02:20:00,16.92,1016.642
2021-08-22 02:30:00,16.78,1016.528
2021-08-22 02:40:00,16.7,1016.406
2021-08-22 02:50:00,16.53,1016.346
2021-08-22 03:00:00,16.46,1016.28
2021-08-22 03:10:00,16.36,1016.237
2021-08-22 03:20:00,16.24,1016.103
2021-08-22 03:30:00,16.18,1015.965
2021-08-22 03:40:00,16.17,1015.805
2021-08-22 03:50:00,16.16,1015.797
2021-08-22 04:00:00,16.05,1015.736
2021-08-22 04:10:00,16.06,1015.716
2021-08-22 04:20:00,16.05,1015.688
2021-08-22 04:30:00,16.08,1015.655
2021-08-22 04:40:00,16.03,1015.631
2021-08-22 04:50:00,16.06,1015.555
2021-08-22 05:00:00,16.15,1015.54
2021-08-22 05:10:00,16.14,1015.476
2021-08-22 05:20:00,16.15,1015.386
2021-08-22 05:30:00,16.14,1015.345
2021-08-22 05:40:00,16.12,1015.368
2021-08-22 05:50:00,16.18,1015.411
2021-08-22 06:00:00,16.2,1015.446
2021-08-22 06:10:00,16.25,1015.437
2021-08-22 06:20:00,16.3,1015.456
2021-08-22 06:30:00,16.33,1015.508
2021-08-22 06:40:00,16.32,1015.571
2021-08-22 06:50:00,16.28,1015.606
2021-08-22 07:00:00,16.19,1015.597
2021-08-22 07:10:00,16.08,1015.524
2021-08-22 07:20:00,16.07,1015.496
2021-08-22 07:30:00,16.11,1015.53
2021-08-22 07:40:00,16.15,1015.539
2021-08-22 07:50:00,16.29,1015.519
2021-08-22 08:00:00,16.33,1015.841
2021-08-22 08:10:00,16.43,1016.036
2021-08-22 08:20:00,16.6,1015.99
2021-08-22 08:30:00,16.85,1015.83
