fill time utc;[CH4]
11.09.21 15:44;2089
11.09.21 16:03;2080
11.09.21 16:42;2109
11.09.21 17:01;2125
11.09.21 17:20;2104
11.09.21 17:40;2116
11.09.21 18:19;2117
11.09.21 18:38;2123
11.09.21 18:57;2100
11.09.21 19:17;2125
11.09.21 20:15;2116
11.09.21 20:34;2116
11.09.21 21:13;2125
11.09.21 21:32;2137
11.09.21 21:51;2158
11.09.21 22:11;2192
11.09.21 22:49;2143
11.09.21 23:09;2132
11.09.21 23:28;2118
11.09.21 23:48;2111
12.09.21 00:26;2091
12.09.21 00:46;2092
12.09.21 01:05;2097
12.09.21 01:24;2108
12.09.21 02:03;2119
12.09.21 02:22;2146
12.09.21 02:42;2150
12.09.21 03:01;2142
12.09.21 03:40;2126
12.09.21 03:59;2163
12.09.21 04:18;2155
12.09.21 04:38;2144
12.09.21 05:17;2147
12.09.21 05:36;2134
12.09.21 05:55;2150
12.09.21 06:15;2131
12.09.21 06:53;2143
12.09.21 07:13;2169
12.09.21 07:32;2128
12.09.21 07:51;2143
12.09.21 08:30;2129
12.09.21 08:49;2103
12.09.21 09:09;2118
12.09.21 09:28;2086
12.09.21 10:07;2049
12.09.21 10:26;2072
12.09.21 10:46;2048
12.09.21 11:05;2051
12.09.21 11:44;2048
12.09.21 12:03;2043
12.09.21 12:22;2049
12.09.21 12:42;2044
12.09.21 13:20;2028
12.09.21 13:40;2043
12.09.21 13:59;2034
12.09.21 14:18;2047
12.09.21 14:57;1981
12.09.21 15:17;1976
12.09.21 15:36;1967
12.09.21 15:55;1967
12.09.21 16:53;1985
12.09.21 17:13;1999
12.09.21 17:51;2011
12.09.21 18:11;2033
12.09.21 18:30;2015
12.09.21 18:49;2026
12.09.21 19:28;2063
12.09.21 19:47;2054
12.09.21 20:07;2076
12.09.21 21:24;2046
12.09.21 22:03;2057
12.09.21 22:42;
13.09.21 10:30;1979
13.09.21 11:09;1985
13.09.21 11:28;1952
13.09.21 11:47;1993
13.09.21 12:07;1977
13.09.21 12:26;
13.09.21 12:45;1966
13.09.21 13:24;
13.09.21 14:22;2003
13.09.21 15:12;
13.09.21 15:51;2028
13.09.21 16:29;1995
13.09.21 16:49;1974
13.09.21 17:08;1992
13.09.21 17:27;1983
13.09.21 18:06;2005
13.09.21 18:25;2008
13.09.21 18:45;1999
13.09.21 19:04;2036
13.09.21 19:43;2038
13.09.21 20:02;2053
13.09.21 20:22;2042
13.09.21 20:41;2081
13.09.21 21:20;2044
13.09.21 21:58;2030
13.09.21 23:16;2074
13.09.21 23:54;2059
14.09.21 00:33;2079
14.09.21 01:12;2091
14.09.21 02:29;2179
14.09.21 03:08;2179
14.09.21 03:47;2101
14.09.21 04:25;2164
14.09.21 05:43;2207
14.09.21 06:21;
14.09.21 07:37;2105
14.09.21 07:56;2073
14.09.21 08:35;2024
14.09.21 08:54;2089
14.09.21 09:14;2060
14.09.21 09:33;2080
14.09.21 10:12;2063
14.09.21 10:31;2064
14.09.21 10:50;2034
14.09.21 11:10;2055
14.09.21 11:49;2012
14.09.21 12:08;2045
14.09.21 12:27;2024
14.09.21 12:47;1990
14.09.21 13:25;2025
14.09.21 13:45;2033
14.09.21 14:04;2023
14.09.21 14:23;2041
14.09.21 15:02;2031
14.09.21 15:21;2106
14.09.21 15:41;2093
14.09.21 16:00;1978
14.09.21 16:39;2059
14.09.21 16:58;2022
14.09.21 17:17;2064
14.09.21 17:37;2028
14.09.21 18:16;2034
14.09.21 18:35;2066
14.09.21 18:54;2047
14.09.21 19:14;2111
14.09.21 19:52;2029
14.09.21 20:12;2061
14.09.21 20:31;2108
14.09.21 20:50;2063
14.09.21 21:29;2059
14.09.21 21:48;2110
14.09.21 22:08;2021
14.09.21 22:27;2123
14.09.21 23:06;2105
14.09.21 23:25;
14.09.21 23:45;2105
15.09.21 01:02;2072
15.09.21 01:41;2075
15.09.21 02:19;2025
15.09.21 02:58;2048
15.09.21 04:15;2164
15.09.21 05:33;2086
15.09.21 07:39;
15.09.21 07:58;2143
15.09.21 08:37;2125
15.09.21 08:56;
15.09.21 09:15;2115
15.09.21 09:35;2117
15.09.21 10:13;2057
15.09.21 10:33;2094
15.09.21 10:52;2094
15.09.21 11:12;2107
15.09.21 11:50;2106
15.09.21 12:10;2146
15.09.21 12:29;2104
15.09.21 12:48;2139
15.09.21 13:27;2168
15.09.21 13:46;2118
15.09.21 14:06;2132
15.09.21 14:25;2104
15.09.21 15:04;2130
15.09.21 15:23;2160
15.09.21 15:42;2117
15.09.21 16:02;2092
15.09.21 16:40;2310
15.09.21 17:00;2259
15.09.21 17:19;2427
15.09.21 17:39;2181
15.09.21 18:17;2200
15.09.21 18:37;2221
15.09.21 18:56;2270
15.09.21 19:15;2206
15.09.21 19:54;2073
15.09.21 20:13;2154
15.09.21 20:33;2181
15.09.21 20:52;2166
15.09.21 21:31;2192
15.09.21 21:50;2196
15.09.21 22:09;2147
15.09.21 22:29;2125
15.09.21 23:08;2088
15.09.21 23:27;2067
15.09.21 23:46;2068
16.09.21 00:06;2074
16.09.21 00:44;2073
16.09.21 01:04;2037
16.09.21 01:23;2079
16.09.21 01:42;2072
16.09.21 02:21;2044
16.09.21 02:40;2056
16.09.21 03:00;2031
16.09.21 03:19;2051
16.09.21 04:17;2008
16.09.21 04:36;2039
16.09.21 05:15;2052
16.09.21 05:35;2043
16.09.21 05:54;2060
16.09.21 06:13;2060
16.09.21 06:52;
16.09.21 07:11;2093
16.09.21 07:31;2083
16.09.21 07:50;2101
16.09.21 08:29;2100
16.09.21 08:48;2068
16.09.21 09:07;2071
16.09.21 09:27;2014
16.09.21 10:05;2052
16.09.21 10:25;2044
16.09.21 10:44;2011
16.09.21 11:04;2032
16.09.21 11:42;2026
16.09.21 12:02;1984
16.09.21 12:21;2008
16.09.21 12:40;1979
16.09.21 13:19;1987
16.09.21 13:38;1998
16.09.21 13:58;1979
16.09.21 14:17;1984
16.09.21 14:56;1975
16.09.21 15:15;1969
16.09.21 15:34;1997
16.09.21 15:54;1998
16.09.21 16:32;2000
16.09.21 16:52;2004
16.09.21 17:11;2008
16.09.21 17:31;2001
16.09.21 18:09;2005
16.09.21 18:29;2002
16.09.21 18:48;2015
16.09.21 19:07;2015
16.09.21 19:46;2021
16.09.21 20:05;2001
16.09.21 20:25;2010
16.09.21 20:44;2002
16.09.21 21:23;2011
16.09.21 21:42;2002
16.09.21 22:01;2013
16.09.21 22:21;2010
16.09.21 23:00;2015
16.09.21 23:19;2003
16.09.21 23:38;1994
16.09.21 23:58;2000
17.09.21 00:56;2006
17.09.21 01:15;1998
17.09.21 01:54;1999
17.09.21 02:13;1998
17.09.21 02:32;2005
17.09.21 02:52;2016
17.09.21 03:30;2021
17.09.21 03:50;2009
17.09.21 04:09;1998
17.09.21 04:28;2005
17.09.21 05:07;2005
17.09.21 05:46;2006
;
;
;
;
;
