fill time utc;[CH4]
20.08.21 17:14;1966
20.08.21 17:34;1969
20.08.21 18:12;1974
20.08.21 18:32;1998
20.08.21 18:51;1982
20.08.21 19:10;2002
20.08.21 20:08;2000
20.08.21 20:28;1990
20.08.21 21:06;2070
20.08.21 21:26;2075
20.08.21 21:45;2104
20.08.21 22:05;2075
20.08.21 22:43;2098
20.08.21 23:03;2111
20.08.21 23:22;2127
20.08.21 23:41;2140
21.08.21 00:20;2088
21.08.21 00:39;2109
21.08.21 00:59;2113
21.08.21 01:18;2099
21.08.21 01:57;2109
21.08.21 02:16;2132
21.08.21 02:35;2097
21.08.21 02:55;2104
21.08.21 03:34;2052
21.08.21 03:53;2056
21.08.21 04:12;2085
21.08.21 04:32;2134
21.08.21 05:10;2063
21.08.21 05:30;2071
21.08.21 05:49;2043
21.08.21 06:08;2048
21.08.21 06:47;2050
21.08.21 07:06;2079
21.08.21 07:26;2047
21.08.21 07:45;2071
21.08.21 08:24;2106
21.08.21 08:43;2056
21.08.21 09:02;2064
21.08.21 09:22;2077
21.08.21 10:01;2123
21.08.21 10:20;2092
21.08.21 10:39;2069
21.08.21 10:59;2042
21.08.21 11:37;1994
21.08.21 11:57;1998
21.08.21 12:16;2003
21.08.21 12:35;1984
21.08.21 13:14;1989
21.08.21 13:33;1977
21.08.21 13:53;1972
21.08.21 14:12;1955
21.08.21 14:51;1974
21.08.21 15:10;1964
21.08.21 15:30;1953
21.08.21 15:49;1975
21.08.21 16:47;1975
21.08.21 17:06;1989
21.08.21 17:45;1996
21.08.21 18:04;1984
21.08.21 18:24;1967
21.08.21 18:43;1997
21.08.21 19:02;
21.08.21 19:22;1984
21.08.21 20:00;
22.08.21 07:37;2051
22.08.21 08:16;2050
22.08.21 08:35;1990
22.08.21 08:55;2036
22.08.21 09:14;1987
22.08.21 09:53;2024
22.08.21 10:12;1984
22.08.21 10:31;2029
22.08.21 10:51;2014
22.08.21 11:29;2032
22.08.21 11:49;2007
22.08.21 12:08;2022
22.08.21 12:28;2037
22.08.21 13:26;2017
22.08.21 13:45;2019
22.08.21 14:24;2016
22.08.21 14:43;2032
22.08.21 15:02;1995
22.08.21 15:22;2014
22.08.21 16:00;1975
22.08.21 16:20;2003
22.08.21 16:39;2017
22.08.21 16:58;1987
22.08.21 17:37;1990
22.08.21 17:57;2026
22.08.21 18:16;1975
22.08.21 18:35;2025
22.08.21 19:14;2019
22.08.21 19:33;2020
22.08.21 19:53;2039
22.08.21 20:12;2009
22.08.21 20:51;1994
22.08.21 21:10;2011
22.08.21 21:29;2007
22.08.21 21:49;1988
22.08.21 22:27;2002
22.08.21 22:47;2000
22.08.21 23:06;2001
22.08.21 23:26;2010
23.08.21 00:04;2018
23.08.21 00:24;2039
23.08.21 00:43;2014
23.08.21 01:02;2026
23.08.21 01:41;2054
23.08.21 02:00;2045
23.08.21 02:20;2022
23.08.21 02:39;2028
23.08.21 03:18;2004
23.08.21 03:37;2020
23.08.21 03:56;2026
23.08.21 04:16;2008
23.08.21 04:55;2038
23.08.21 05:14;2034
23.08.21 05:33;2029
23.08.21 05:53;2003
23.08.21 06:31;2009
23.08.21 06:51;1961
23.08.21 07:10;1993
23.08.21 07:29;1993
23.08.21 08:08;1974
23.08.21 08:27;1965
23.08.21 08:47;1968
23.08.21 09:06;1977
23.08.21 10:04;1973
23.08.21 10:24;1976
23.08.21 11:02;1945
23.08.21 11:22;1974
23.08.21 11:41;1969
23.08.21 12:00;1958
23.08.21 12:39;1969
23.08.21 12:58;1973
23.08.21 13:18;1981
23.08.21 13:37;1946
23.08.21 14:16;1974
23.08.21 14:35;1963
23.08.21 14:55;
23.08.21 15:14;1960
23.08.21 15:53;1977
23.08.21 16:12;
23.08.21 16:31;1961
23.08.21 16:51;
23.08.21 17:29;
23.08.21 17:49;1977
23.08.21 18:08;
23.08.21 18:27;1997
23.08.21 19:06;1952
23.08.21 19:45;2013
23.08.21 21:02;2030
23.08.21 21:41;2054
23.08.21 22:20;2059
23.08.21 22:39;
23.08.21 22:58;2032
23.08.21 23:18;
23.08.21 23:56;2028
24.08.21 00:16;2063
24.08.21 00:35;2062
24.08.21 00:54;2035
24.08.21 01:33;2048
24.08.21 01:53;2070
24.08.21 02:12;2048
24.08.21 02:31;2039
24.08.21 03:10;1970
24.08.21 03:29;1977
24.08.21 03:49;1984
24.08.21 04:08;2074
24.08.21 04:47;2068
24.08.21 05:06;2063
24.08.21 05:25;2092
24.08.21 05:45;2063
24.08.21 06:43;2062
24.08.21 07:02;
24.08.21 07:41;
24.08.21 08:00;2015
24.08.21 08:20;
26.08.21 22:58;
26.08.21 23:37;2063
26.08.21 23:57;
27.08.21 00:16;2050
27.08.21 00:35;2051
27.08.21 00:55;2062
27.08.21 01:14;2092
27.08.21 01:53;2116
27.08.21 02:12;2078
27.08.21 02:32;2093
27.08.21 02:51;2071
27.08.21 03:30;2079
27.08.21 03:49;2086
27.08.21 04:08;2065
27.08.21 04:28;2058
27.08.21 05:06;2080
27.08.21 05:26;2059
27.08.21 05:45;2058
27.08.21 06:04;2051
27.08.21 06:43;2048
27.08.21 07:02;2041
27.08.21 07:22;2021
27.08.21 07:41;2022
27.08.21 08:20;2022
27.08.21 08:39;2032
27.08.21 08:59;2019
27.08.21 09:18;2016
27.08.21 09:57;1999
27.08.21 10:16;2003
27.08.21 10:35;1997
27.08.21 10:55;1997
27.08.21 11:33;1988
27.08.21 11:53;1993
27.08.21 12:12;1993
27.08.21 12:31;1976
27.08.21 13:10;1979
27.08.21 13:29;1975
27.08.21 13:49;1987
27.08.21 14:08;1977
27.08.21 14:47;1982
27.08.21 15:06;1987
27.08.21 15:26;1998
27.08.21 15:45;1979
27.08.21 16:24;1983
27.08.21 16:43;2000
27.08.21 17:02;1978
27.08.21 17:22;1994
27.08.21 18:00;2008
27.08.21 18:20;1992
27.08.21 18:39;2014
27.08.21 18:58;2010
27.08.21 19:56;2061
27.08.21 20:16;2028
27.08.21 20:55;2028
27.08.21 21:14;2066
27.08.21 21:33;2040
27.08.21 21:53;2103
27.08.21 22:31;2121
27.08.21 22:51;2094
27.08.21 23:10;2099
27.08.21 23:29;2092
28.08.21 00:08;2115
28.08.21 00:27;2116
28.08.21 00:47;2109
28.08.21 01:06;2083
28.08.21 01:45;2080
28.08.21 02:04;2072
28.08.21 02:23;2054
28.08.21 02:43;2025
28.08.21 03:22;2063
28.08.21 03:41;2028
28.08.21 04:00;2059
28.08.21 04:20;2062
28.08.21 04:58;2052
28.08.21 05:18;2067
28.08.21 05:37;2050
28.08.21 05:56;2072
28.08.21 06:35;2057
28.08.21 06:54;2034
28.08.21 07:14;2058
28.08.21 07:33;2053
28.08.21 08:12;2052
28.08.21 08:31;2058
28.08.21 08:50;2058
28.08.21 09:10;2063
28.08.21 09:49;2051
28.08.21 10:08;2034
28.08.21 10:27;2038
28.08.21 10:47;2036
28.08.21 11:25;2034
28.08.21 11:45;2044
28.08.21 12:04;2053
28.08.21 12:23;2034
28.08.21 13:02;2044
28.08.21 13:21;2042
28.08.21 13:41;2040
28.08.21 14:05;
28.08.21 14:39;2035
28.08.21 14:58;2020
28.08.21 15:17;2039
28.08.21 15:37;2042
28.08.21 16:35;2042
28.08.21 16:54;2027
28.08.21 17:33;2029
28.08.21 17:52;2043
28.08.21 18:12;2032
28.08.21 18:31;2058
28.08.21 19:10;2062
28.08.21 19:29;2043
28.08.21 19:48;2049
28.08.21 20:08;2027
28.08.21 20:46;2025
28.08.21 21:06;2042
28.08.21 21:25;2031
28.08.21 21:44;2054
28.08.21 22:23;2077
28.08.21 22:43;2093
28.08.21 23:02;2103
28.08.21 23:21;2080
29.08.21 00:00;2049
29.08.21 00:19;2058
29.08.21 00:39;2051
29.08.21 00:58;2045
29.08.21 01:37;2052
29.08.21 01:56;2059
29.08.21 02:15;2051
29.08.21 02:35;2061
29.08.21 03:13;2063
29.08.21 03:33;2067
29.08.21 03:52;2081
29.08.21 04:11;2070
29.08.21 04:50;2073
29.08.21 05:10;2080
29.08.21 05:29;2084
29.08.21 05:48;2077
29.08.21 06:27;2096
29.08.21 06:46;2093
29.08.21 07:06;2084
29.08.21 07:25;2093
29.08.21 08:04;2096
29.08.21 08:23;2071
29.08.21 08:42;2101
29.08.21 09:02;2082
29.08.21 09:40;2077
29.08.21 10:00;2077
29.08.21 10:19;2059
29.08.21 10:39;2037
29.08.21 11:17;2029
29.08.21 11:37;2020
29.08.21 11:56;2035
29.08.21 12:15;2033
29.08.21 13:13;2051
29.08.21 13:33;2047
29.08.21 14:11;2032
29.08.21 14:31;2036
29.08.21 14:50;2060
29.08.21 15:09;2032
29.08.21 15:48;2031
29.08.21 16:07;
29.08.21 16:27;2039
29.08.21 16:46;2029
29.08.21 17:25;2020
29.08.21 17:44;2034
29.08.21 18:04;
29.08.21 18:23;2036
29.08.21 19:02;2016
29.08.21 19:21;
29.08.21 19:40;2041
29.08.21 20:00;2043
29.08.21 20:38;2025
29.08.21 20:58;2053
29.08.21 21:17;2033
29.08.21 21:36;2050
29.08.21 22:15;2048
29.08.21 22:34;2058
29.08.21 22:54;2059
29.08.21 23:13;2060
29.08.21 23:52;2050
30.08.21 00:11;2062
30.08.21 00:31;2065
30.08.21 00:50;2060
30.08.21 01:29;2080
30.08.21 01:48;2083
30.08.21 02:07;2082
30.08.21 02:27;2084
30.08.21 03:05;2076
30.08.21 03:25;2073
30.08.21 03:44;2080
30.08.21 04:03;2071
30.08.21 04:42;2064
30.08.21 05:01;2085
30.08.21 05:21;2060
30.08.21 05:40;
30.08.21 06:19;
30.08.21 06:38;2067
30.08.21 06:58;2072
30.08.21 07:17;2063
30.08.21 07:56;2028
30.08.21 08:15;2012
30.08.21 08:34;2024
30.08.21 08:54;
30.08.21 09:52;2018
30.08.21 10:11;2077
30.08.21 10:50;2053
30.08.21 11:09;2017
30.08.21 11:28;2062
30.08.21 11:48;2018
30.08.21 12:27;2018
30.08.21 12:46;2043
30.08.21 13:05;2005
30.08.21 13:25;2041
30.08.21 14:03;2030
30.08.21 14:23;2026
30.08.21 14:42;2032
30.08.21 15:01;2023
30.08.21 15:40;2013
30.08.21 15:59;2013
30.08.21 16:19;2025
30.08.21 16:38;2012
30.08.21 17:17;2021
30.08.21 17:36;2022
30.08.21 17:55;2016
30.08.21 18:15;2014
30.08.21 18:54;2032
30.08.21 19:13;2025
30.08.21 19:32;2028
30.08.21 19:52;2052
30.08.21 20:30;2064
30.08.21 20:50;2071
30.08.21 21:09;2101
30.08.21 21:28;2089
30.08.21 22:07;2089
30.08.21 22:26;2070
30.08.21 22:46;2069
30.08.21 23:05;2079
30.08.21 23:44;2103
31.08.21 00:03;2140
31.08.21 00:22;2144
31.08.21 00:42;2141
31.08.21 01:21;2189
31.08.21 01:40;2158
31.08.21 01:59;2184
31.08.21 02:19;2151
31.08.21 02:57;2156
31.08.21 03:17;2203
31.08.21 03:36;2202
31.08.21 03:55;2249
31.08.21 04:34;2275
31.08.21 05:13;2262
31.08.21 06:30;2224
31.08.21 07:48;2161
31.08.21 08:26;2103
31.08.21 09:05;2051
31.08.21 09:44;2047
31.08.21 11:01;2040
31.08.21 11:40;2013
31.08.21 12:18;2010
31.08.21 12:57;2019
31.08.21 13:36;
31.08.21 16:51;
31.08.21 17:10;2063
31.08.21 17:29;
31.08.21 17:49;2060
31.08.21 18:27;2019
31.08.21 18:47;2013
31.08.21 19:06;2011
31.08.21 19:26;2005
31.08.21 20:04;1995
31.08.21 20:24;2009
31.08.21 20:43;1984
31.08.21 21:02;2004
31.08.21 21:41;2008
31.08.21 22:00;2025
31.08.21 22:20;2026
31.08.21 22:39;2002
31.08.21 23:18;2004
31.08.21 23:37;2011
31.08.21 23:57;1994
01.09.21 00:16;2007
01.09.21 00:55;2013
01.09.21 01:14;2008
01.09.21 01:33;2006
01.09.21 01:53;2006
01.09.21 02:31;2010
01.09.21 02:51;2020
01.09.21 03:10;2007
01.09.21 03:29;2016
01.09.21 04:08;2032
01.09.21 04:27;2032
01.09.21 04:47;2057
01.09.21 05:06;2057
01.09.21 05:45;2068
01.09.21 06:04;2089
01.09.21 06:24;2070
01.09.21 06:43;2096
01.09.21 07:22;2091
01.09.21 07:41;2059
01.09.21 08:00;2070
01.09.21 08:20;2081
01.09.21 08:58;2091
01.09.21 09:18;2072
01.09.21 09:37;2045
01.09.21 09:56;2054
01.09.21 10:35;2028
01.09.21 10:55;2024
01.09.21 11:14;2022
01.09.21 11:33;2037
01.09.21 12:31;2022
01.09.21 12:51;2027
01.09.21 13:29;2023
01.09.21 13:49;2022
01.09.21 14:08;2027
01.09.21 14:27;2014
01.09.21 15:06;2006
01.09.21 15:26;2003
01.09.21 15:26;2003
01.09.21 15:45;1995
01.09.21 16:04;2015
01.09.21 16:04;2015
01.09.21 16:43;2013
01.09.21 16:43;2013
01.09.21 17:02;2008
01.09.21 17:22;2016
01.09.21 17:22;2016
01.09.21 17:41;2009
01.09.21 18:20;1989
01.09.21 18:39;1987
01.09.21 18:58;2003
01.09.21 19:18;2000
01.09.21 19:56;1996
01.09.21 20:16;2008
01.09.21 20:35;2013
01.09.21 20:55;2019
01.09.21 21:33;2017
01.09.21 21:53;2015
01.09.21 22:12;2024
01.09.21 22:31;2009
01.09.21 23:10;2032
01.09.21 23:29;2041
01.09.21 23:49;2043
02.09.21 00:08;2057
02.09.21 00:47;2064
02.09.21 01:06;2062
02.09.21 01:25;2083
02.09.21 01:45;2083
02.09.21 02:24;2130
02.09.21 02:43;2112
02.09.21 03:02;2114
02.09.21 03:22;2110
02.09.21 04:00;2110
02.09.21 04:20;2117
02.09.21 04:39;2152
02.09.21 04:58;2151
02.09.21 05:37;2218
02.09.21 05:56;2240
02.09.21 06:16;2271
02.09.21 06:35;2276
02.09.21 07:14;2287
02.09.21 07:33;2289
02.09.21 07:53;2192
02.09.21 08:12;2147
02.09.21 09:10;1982
02.09.21 09:29;2026
02.09.21 10:08;2031
02.09.21 10:27;1991
02.09.21 10:47;2031
02.09.21 11:06;1959
02.09.21 11:45;2020
02.09.21 12:04;2031
02.09.21 12:23;2011
02.09.21 12:43;2040
02.09.21 13:22;2049
02.09.21 13:41;2013
02.09.21 14:00;2048
02.09.21 14:20;2036
02.09.21 14:58;2035
02.09.21 15:18;2039
02.09.21 15:37;2011
02.09.21 15:56;2029
02.09.21 16:35;2028
02.09.21 16:54;2010
02.09.21 17:14;2004
02.09.21 17:33;1983
02.09.21 18:12;1977
02.09.21 18:31;1993
02.09.21 18:51;1987
02.09.21 19:10;1983
02.09.21 19:49;1995
02.09.21 20:08;1985
02.09.21 20:27;1991
02.09.21 20:47;1986
02.09.21 21:25;2013
02.09.21 21:45;2025
02.09.21 22:04;2029
02.09.21 22:23;2036
02.09.21 23:02;2025
02.09.21 23:21;2022
02.09.21 23:41;2021
03.09.21 00:00;2046
03.09.21 00:39;2064
03.09.21 00:58;2070
03.09.21 01:18;2090
03.09.21 01:37;2111
03.09.21 02:16;2127
03.09.21 02:35;2137
03.09.21 02:54;2127
03.09.21 03:14;2146
03.09.21 03:52;2154
03.09.21 04:12;2152
03.09.21 04:31;2148
03.09.21 04:50;2178
03.09.21 05:49;2174
03.09.21 06:08;2104
03.09.21 06:47;2063
03.09.21 07:06;2051
03.09.21 07:25;2071
03.09.21 07:45;2062
03.09.21 08:23;1992
03.09.21 08:43;1967
03.09.21 09:02;1954
03.09.21 09:21;1958
03.09.21 10:00;1964
03.09.21 10:19;1979
03.09.21 10:39;1949
03.09.21 10:58;1955
03.09.21 11:37;1948
03.09.21 11:56;1947
03.09.21 12:16;1900
03.09.21 12:35;1992
03.09.21 13:14;1981
03.09.21 13:33;1941
03.09.21 13:52;1975
03.09.21 14:12;1920
03.09.21 14:50;1941
03.09.21 15:10;
03.09.21 15:29;1944
03.09.21 15:48;
03.09.21 16:27;
03.09.21 16:47;1940
03.09.21 17:06;
03.09.21 17:25;1945
03.09.21 18:04;1947
03.09.21 18:23;
03.09.21 18:43;1957
03.09.21 19:02;2021
03.09.21 19:41;2022
03.09.21 20:00;1981
03.09.21 20:19;1980
03.09.21 20:39;1974
03.09.21 21:17;2003
03.09.21 21:37;2016
03.09.21 21:56;2014
03.09.21 22:16;2017
03.09.21 22:54;1989
03.09.21 23:14;2004
03.09.21 23:33;1986
03.09.21 23:52;2014
04.09.21 00:31;2005
04.09.21 00:50;2009
04.09.21 01:10;2026
04.09.21 01:29;2004
04.09.21 02:27;2026
04.09.21 02:46;2014
04.09.21 03:25;1992
04.09.21 03:45;1996
04.09.21 04:04;1983
04.09.21 04:23;1999
04.09.21 05:02;1989
04.09.21 05:21;1964
04.09.21 05:41;1984
04.09.21 06:00;2030
04.09.21 06:39;1980
04.09.21 06:58;
04.09.21 07:17;1966
04.09.21 07:37;1972
04.09.21 08:16;1971
04.09.21 08:35;1959
04.09.21 08:54;1979
04.09.21 09:14;1970
04.09.21 09:52;1956
04.09.21 10:12;1992
04.09.21 10:31;1985
04.09.21 10:50;2005
04.09.21 11:29;2000
04.09.21 11:48;1972
04.09.21 12:08;1988
04.09.21 12:27;2022
04.09.21 13:06;1979
04.09.21 13:25;1982
04.09.21 13:45;1991
04.09.21 14:04;1990
04.09.21 14:43;1975
04.09.21 15:02;1977
04.09.21 15:21;1982
04.09.21 15:41;1966
04.09.21 16:19;1978
04.09.21 16:39;1981
04.09.21 16:58;1977
04.09.21 17:17;1997
04.09.21 17:56;1986
04.09.21 18:15;1974
04.09.21 18:35;1986
04.09.21 18:54;1985
04.09.21 19:33;1972
04.09.21 19:52;1972
04.09.21 20:12;1988
04.09.21 20:31;1980
04.09.21 21:10;1986
04.09.21 21:29;1988
04.09.21 21:48;1988
04.09.21 22:08;1984
04.09.21 23:06;1984
04.09.21 23:25;1994
05.09.21 00:04;1990
05.09.21 00:23;2001
05.09.21 00:43;2005
05.09.21 01:02;1997
05.09.21 01:41;1981
05.09.21 02:00;2000
05.09.21 02:19;1998
05.09.21 02:39;2009
05.09.21 03:17;2007
05.09.21 03:37;2003
05.09.21 03:56;1997
05.09.21 04:15;1997
05.09.21 04:54;2001
05.09.21 05:13;2002
05.09.21 05:33;2012
05.09.21 05:52;2021
05.09.21 06:31;2019
05.09.21 06:50;1999
05.09.21 07:10;2016
05.09.21 07:29;2013
05.09.21 08:08;2011
05.09.21 08:27;1992
05.09.21 08:46;1997
05.09.21 09:06;2011
05.09.21 09:44;2008
05.09.21 10:04;2003
05.09.21 10:23;2011
05.09.21 10:43;2014
05.09.21 11:21;2000
05.09.21 11:41;2012
05.09.21 12:00;2020
05.09.21 12:19;2010
05.09.21 12:58;2007
05.09.21 13:17;1987
05.09.21 13:37;2002
05.09.21 13:56;2010
05.09.21 14:35;2011
05.09.21 14:54;2018
05.09.21 15:13;2022
05.09.21 15:33;2023
05.09.21 16:12;2016
05.09.21 16:31;2022
05.09.21 16:50;2012
05.09.21 17:10;2027
05.09.21 17:48;2031
05.09.21 18:08;2025
05.09.21 18:27;2032
05.09.21 18:46;2031
05.09.21 19:44;2065
05.09.21 20:04;2034
05.09.21 20:42;2049
05.09.21 21:02;2086
05.09.21 21:21;2078
05.09.21 21:41;2076
05.09.21 22:19;2068
05.09.21 22:39;2077
05.09.21 22:58;2111
05.09.21 23:17;2097
05.09.21 23:56;2075
06.09.21 00:15;2029
06.09.21 00:35;2050
06.09.21 00:54;2039
06.09.21 01:33;2097
06.09.21 01:52;2085
06.09.21 02:11;2067
06.09.21 02:31;2088
06.09.21 03:10;2250
06.09.21 03:29;2169
06.09.21 03:48;2176
06.09.21 04:08;2160
06.09.21 04:46;2210
06.09.21 05:06;2290
06.09.21 05:25;2316
06.09.21 05:44;2296
06.09.21 06:23;2227
06.09.21 06:42;2208
06.09.21 07:02;2229
06.09.21 07:21;2133
06.09.21 08:00;2088
06.09.21 08:19;2108
06.09.21 08:39;2068
06.09.21 08:58;2062
06.09.21 09:37;2072
06.09.21 09:56;2041
06.09.21 10:15;2040
06.09.21 10:35;2038
06.09.21 11:13;2030
06.09.21 11:33;2024
06.09.21 11:52;2010
06.09.21 12:11;2021
06.09.21 12:50;2057
06.09.21 13:09;2092
06.09.21 13:29;2092
06.09.21 13:48;2084
06.09.21 14:27;2068
06.09.21 14:46;2086
06.09.21 15:06;2079
06.09.21 15:25;2098
06.09.21 16:23;2123
06.09.21 16:42;2130
06.09.21 17:21;2095
06.09.21 17:40;2058
06.09.21 18:00;2085
06.09.21 18:19;2096
06.09.21 18:58;2080
06.09.21 19:17;2119
06.09.21 19:37;2131
06.09.21 19:56;2143
06.09.21 20:35;2124
06.09.21 20:54;2118
06.09.21 21:13;2112
06.09.21 21:33;2104
06.09.21 22:11;2106
06.09.21 22:31;2131
06.09.21 22:50;2181
06.09.21 23:09;2148
06.09.21 23:48;2178
07.09.21 00:07;2199
07.09.21 00:27;2155
07.09.21 00:46;2189
07.09.21 01:25;2204
07.09.21 01:44;2155
07.09.21 02:04;2157
07.09.21 02:23;2153
07.09.21 03:02;2159
07.09.21 03:21;2166
07.09.21 03:40;2210
07.09.21 04:00;2227
07.09.21 04:38;2258
07.09.21 04:58;2207
07.09.21 05:17;2216
07.09.21 05:36;2184
07.09.21 06:15;2186
07.09.21 06:35;2148
07.09.21 06:54;2116
07.09.21 07:13;2100
07.09.21 07:52;2075
07.09.21 08:11;2045
07.09.21 08:31;2047
07.09.21 08:50;2047
07.09.21 09:29;2042
07.09.21 09:48;2021
07.09.21 10:07;2021
07.09.21 10:27;2010
07.09.21 11:05;1997
07.09.21 11:25;2016
07.09.21 11:44;2002
07.09.21 12:04;2013
07.09.21 13:02;2007
07.09.21 13:21;2005
07.09.21 14:00;2011
07.09.21 14:19;1994
07.09.21 14:38;2009
07.09.21 14:58;2010
07.09.21 15:36;2015
07.09.21 15:56;2025
07.09.21 16:15;2010
07.09.21 16:34;2059
07.09.21 17:13;2073
07.09.21 17:33;2097
07.09.21 17:52;2086
07.09.21 18:11;2070
07.09.21 18:50;2090
07.09.21 19:09;2097
07.09.21 19:29;2080
07.09.21 19:48;2083
07.09.21 20:27;2046
07.09.21 20:46;2077
07.09.21 21:05;2106
07.09.21 21:25;2119
07.09.21 22:03;2159
07.09.21 22:23;2218
07.09.21 22:42;2220
07.09.21 23:02;2273
07.09.21 23:40;2693
08.09.21 00:00;4163
08.09.21 00:19;4487
08.09.21 00:38;3721
08.09.21 01:17;2624
08.09.21 01:36;2544
08.09.21 01:56;2586
08.09.21 02:15;2417
08.09.21 02:54;2324
08.09.21 03:13;2250
08.09.21 03:32;2216
08.09.21 03:52;2209
08.09.21 04:31;2269
08.09.21 04:50;2299
08.09.21 05:09;2323
08.09.21 05:29;2300
08.09.21 06:07;2277
08.09.21 06:27;2246
08.09.21 06:46;2235
08.09.21 07:05;2203
08.09.21 07:44;2181
08.09.21 08:03;2158
08.09.21 08:23;2129
08.09.21 08:42;2132
08.09.21 09:40;2101
08.09.21 10:00;2086
08.09.21 10:38;2099
08.09.21 10:58;2110
08.09.21 11:17;2097
08.09.21 11:36;2071
08.09.21 12:15;2106
08.09.21 12:34;2068
08.09.21 12:54;2049
08.09.21 13:13;2041
08.09.21 13:52;2019
08.09.21 14:11;2013
08.09.21 14:31;1996
08.09.21 14:50;2007
08.09.21 15:29;2010
08.09.21 15:48;2041
08.09.21 16:07;2023
08.09.21 16:27;2018
08.09.21 17:05;2008
08.09.21 17:25;2012
08.09.21 17:44;2022
08.09.21 18:03;2014
08.09.21 18:42;2026
08.09.21 19:01;2059
08.09.21 19:21;2038
08.09.21 19:40;2049
08.09.21 20:19;2042
08.09.21 20:38;2045
08.09.21 20:58;2050
08.09.21 21:17;2053
08.09.21 21:56;2052
08.09.21 22:15;2055
08.09.21 22:34;2052
08.09.21 22:54;2071
08.09.21 23:32;2052
08.09.21 23:52;2056
09.09.21 00:11;2074
09.09.21 00:30;2066
09.09.21 01:09;2075
09.09.21 01:29;2093
09.09.21 01:48;2092
09.09.21 02:07;2097
09.09.21 02:46;2119
09.09.21 03:05;2117
09.09.21 03:25;2134
09.09.21 03:44;2125
09.09.21 04:23;2126
09.09.21 04:42;2153
09.09.21 05:01;2142
09.09.21 05:21;2147
09.09.21 06:19;2132
09.09.21 06:38;2150
09.09.21 07:17;2138
09.09.21 07:36;2138
09.09.21 07:56;2132
09.09.21 08:15;2144
09.09.21 08:54;2125
09.09.21 09:13;2095
09.09.21 09:32;2076
09.09.21 09:52;2080
09.09.21 10:30;2067
09.09.21 10:50;2082
09.09.21 11:09;2059
09.09.21 11:28;2071
09.09.21 12:07;2130
09.09.21 12:27;2118
09.09.21 12:46;2121
09.09.21 13:05;2044
09.09.21 13:44;2016
09.09.21 14:03;2023
09.09.21 14:23;2004
09.09.21 14:42;2003
09.09.21 15:21;2008
09.09.21 15:40;2035
09.09.21 15:59;2015
09.09.21 16:19;2028
09.09.21 16:57;2029
09.09.21 17:17;2025
09.09.21 17:36;2045
09.09.21 17:56;2031
09.09.21 18:34;2041
09.09.21 18:54;2055
09.09.21 19:13;2045
09.09.21 19:32;2059
09.09.21 20:11;2063
09.09.21 20:30;2070
09.09.21 20:50;2090
09.09.21 21:09;2079
09.09.21 21:48;2084
09.09.21 22:07;2134
09.09.21 22:27;2135
09.09.21 22:46;2158
09.09.21 23:25;2209
09.09.21 23:44;2225
10.09.21 00:03;2219
10.09.21 00:23;2264
10.09.21 01:01;4095
10.09.21 01:21;2794
10.09.21 01:40;2498
10.09.21 01:59;2602
10.09.21 02:57;2679
10.09.21 03:17;2489
10.09.21 03:55;2366
10.09.21 04:15;2435
10.09.21 04:34;2405
10.09.21 04:54;2311
10.09.21 05:32;2336
10.09.21 05:52;2348
10.09.21 06:11;2416
10.09.21 06:30;2434
10.09.21 07:09;2332
10.09.21 07:28;2329
10.09.21 07:48;2355
10.09.21 08:07;2346
10.09.21 08:46;2222
10.09.21 09:05;2197
10.09.21 09:24;2112
10.09.21 09:44;2129
10.09.21 10:23;2077
10.09.21 10:42;2102
10.09.21 11:01;2085
10.09.21 11:21;2128
10.09.21 11:59;2155
10.09.21 12:19;2129
10.09.21 12:38;2065
10.09.21 12:57;2081
10.09.21 13:36;2096
10.09.21 13:55;2097
10.09.21 14:15;2094
10.09.21 14:34;2097
10.09.21 15:13;2084
10.09.21 15:32;2086
10.09.21 15:52;2096
10.09.21 16:11;2102
10.09.21 16:50;2096
10.09.21 17:09;2126
10.09.21 17:28;2105
10.09.21 17:48;2129
10.09.21 18:26;2137
10.09.21 18:46;2080
10.09.21 19:05;2082
10.09.21 19:24;2028
10.09.21 20:03;1968
10.09.21 20:23;2011
10.09.21 20:42;2266
10.09.21 21:01;2481
10.09.21 21:40;2040
10.09.21 21:59;2002
10.09.21 22:19;2009
10.09.21 22:38;2008
10.09.21 23:36;2059
10.09.21 23:55;2128
11.09.21 00:34;2049
11.09.21 00:53;2093
11.09.21 01:13;2132
11.09.21 01:32;2184
11.09.21 02:11;2142
11.09.21 02:30;2153
11.09.21 02:50;2131
11.09.21 03:09;2159
11.09.21 03:48;2134
11.09.21 04:07;2152
11.09.21 04:26;2150
11.09.21 04:46;2133
11.09.21 05:24;2133
11.09.21 05:44;2136
11.09.21 06:03;2139
11.09.21 06:22;2127
11.09.21 07:01;2106
11.09.21 07:21;2119
11.09.21 07:40;2115
11.09.21 07:59;2122
11.09.21 08:38;2117
11.09.21 08:57;2111
11.09.21 09:17;2110
11.09.21 09:36;2137
11.09.21 10:15;2158
11.09.21 10:34;2157
11.09.21 10:53;2154
11.09.21 11:13;2156
11.09.21 11:51;2144
11.09.21 12:11;2202
11.09.21 12:30;2244
11.09.21 12:50;2141
11.09.21 13:28;2123
11.09.21 13:48;2088
11.09.21 14:07;2087
11.09.21 14:26;2063
11.09.21 15:05;2066
11.09.21 15:24;2077
