UTC;Direction50m;Speed50m;Direction110m;Speed110m
07-08-2021 11:50:00;157.47;3.39;171.72;3.6
07-08-2021 12:00:00;196.07;3.95;203.93;3.89
07-08-2021 12:10:00;182.79;2.55;188.13;2.39
07-08-2021 12:20:00;186.34;2.47;187.15;2.67
07-08-2021 12:30:00;156.81;2.55;169.03;2.31
07-08-2021 12:40:00;150.12;2.12;172.25;2.07
07-08-2021 12:50:00;190.46;3.03;190.34;3.1
07-08-2021 13:00:00;184.23;3.09;187.55;3.66
07-08-2021 13:10:00;171.73;3.65;179.23;3.39
07-08-2021 13:20:00;159.38;2.99;174.08;3.01
07-08-2021 13:30:00;187.13;4.55;194;4.77
07-08-2021 13:40:00;168.2;4.23;174.55;4.46
07-08-2021 13:50:00;176.31;4.15;182.19;4.23
07-08-2021 14:00:00;152.26;7.03;158.29;7.2
07-08-2021 14:10:00;87.08;4.71;106.79;4.66
07-08-2021 14:20:00;84.51;1.72;100.39;1.37
07-08-2021 14:30:00;283.51;0.83;187.53;0.85
07-08-2021 14:40:00;230.66;1.07;221.69;1.61
07-08-2021 14:50:00;254.43;1.01;223.48;1.46
07-08-2021 15:00:00;243.47;1.72;239.89;1.84
07-08-2021 15:10:00;225.47;2.72;219.64;2.45
07-08-2021 15:20:00;209.04;3.59;216.28;4.49
07-08-2021 15:30:00;202.67;5.32;211.38;6.63
07-08-2021 15:40:00;199.32;4.22;215.99;5.06
07-08-2021 15:50:00;193.21;3.35;202.09;5.09
07-08-2021 16:00:00;164.69;2.21;173.37;2.68
07-08-2021 16:10:00;145.26;1.95;163.51;2.18
07-08-2021 16:20:00;135.27;2.05;149.04;2.06
07-08-2021 16:30:00;93.15;2.24;109.72;2.29
07-08-2021 16:40:00;95.52;2.32;116.42;2.45
07-08-2021 16:50:00;109.02;2.76;124.5;3.17
07-08-2021 17:00:00;112.01;2.74;125.91;2.86
07-08-2021 17:10:00;112.22;3.34;123.76;3.88
07-08-2021 17:20:00;116.66;3.88;125.47;4.1
07-08-2021 17:30:00;120.99;4.15;130.34;4.24
07-08-2021 17:40:00;127.1;3.98;134.65;4.14
07-08-2021 17:50:00;131.77;4.27;136.33;4.51
07-08-2021 18:00:00;128.65;4.3;134.52;4.39
07-08-2021 18:10:00;120.41;4.37;131.03;4.35
07-08-2021 18:20:00;116.77;3.14;126.28;3.56
07-08-2021 18:30:00;119.53;2.66;128.68;3.02
07-08-2021 18:40:00;125.84;2.02;129.35;2.41
07-08-2021 18:50:00;120.84;1.59;130.13;1.9
07-08-2021 19:00:00;106.79;1.9;129.59;2.16
07-08-2021 19:10:00;119.12;1.96;133.6;2.48
07-08-2021 19:20:00;120.22;3.27;126.11;3.17
07-08-2021 19:30:00;120.47;3.43;128.5;3.1
07-08-2021 19:40:00;125.04;2.59;143.85;2.41
07-08-2021 19:50:00;143.05;4.97;151.01;6.22
07-08-2021 20:00:00;152.34;4.07;158.82;5.06
07-08-2021 20:10:00;144.25;3.67;153.29;4.48
07-08-2021 20:20:00;150.46;2.23;167.94;3.19
07-08-2021 20:30:00;100.34;1.68;169.06;1.57
07-08-2021 20:40:00;84.9;2.71;127.11;1.91
07-08-2021 20:50:00;111.15;3.32;136.87;3.11
07-08-2021 21:00:00;119.12;3.21;128.6;3.9
07-08-2021 21:10:00;124.38;4.21;136.65;5.29
07-08-2021 21:20:00;140.61;3.06;162.15;4.66
07-08-2021 21:30:00;156.87;2.7;164.95;4.77
07-08-2021 21:40:00;138.94;2.34;160.22;4.53
07-08-2021 21:50:00;146.67;2.25;163.67;4.71
07-08-2021 22:00:00;157.26;3.16;189.39;5.05
07-08-2021 22:10:00;159.38;3.91;190.51;5.01
07-08-2021 22:20:00;151.02;4.04;182.81;5.09
07-08-2021 22:30:00;152.04;3.62;188.38;4.5
07-08-2021 22:40:00;150.01;4.25;182.77;5.06
07-08-2021 22:50:00;141.32;4.03;175.64;5.01
07-08-2021 23:00:00;139.58;3.8;173.55;5.1
07-08-2021 23:10:00;154.24;3.92;185.92;5.56
07-08-2021 23:20:00;149.64;3.11;191.59;4.73
07-08-2021 23:30:00;150.86;2.71;194.74;4.61
07-08-2021 23:40:00;139.29;3.31;186.03;4.41
07-08-2021 23:50:00;128.85;3.28;188.89;4.16
08-08-2021 00:00:00;132.1;3.8;170.73;4.23
08-08-2021 00:10:00;129.52;4.05;168.93;4.18
08-08-2021 00:20:00;125.97;3.97;165;4.1
08-08-2021 00:30:00;132.42;3.67;175.47;4.16
08-08-2021 00:40:00;191.87;2.42;189.44;3.79
08-08-2021 00:50:00;161.91;2.2;188.72;3.15
08-08-2021 01:00:00;147.39;1.94;198.29;2.74
08-08-2021 01:10:00;195.38;2.09;230.84;4.06
08-08-2021 01:20:00;209.58;2.47;238.82;4.6
08-08-2021 01:30:00;218.63;2.33;247.35;5.35
08-08-2021 01:40:00;200.78;2.36;241.75;4.53
08-08-2021 01:50:00;214.7;2.62;243.39;4.62
08-08-2021 02:00:00;212.62;2.38;242.22;4.3
08-08-2021 02:10:00;195.79;1.93;236.17;3.76
08-08-2021 02:20:00;173.8;1.9;228.62;3.84
08-08-2021 02:30:00;161.4;2.32;215.9;3.29
08-08-2021 02:40:00;144.28;3.05;201.65;3.21
08-08-2021 02:50:00;150.26;2.73;203.49;3.3
08-08-2021 03:00:00;141.6;2.6;205.53;2.7
08-08-2021 03:10:00;141.68;2.64;206.51;3.09
08-08-2021 03:20:00;148.49;3.06;198.02;3.47
08-08-2021 03:30:00;151.64;3.01;200.13;3.41
08-08-2021 03:40:00;147.53;3.05;192.57;3.33
08-08-2021 03:50:00;159.74;2.95;198.86;3.4
08-08-2021 04:00:00;164.5;3.28;197.3;3.5
08-08-2021 04:10:00;171.38;3.53;199.12;3.92
08-08-2021 04:20:00;167.39;3.78;195.52;4.3
08-08-2021 04:30:00;168.27;3.93;197.64;4.58
08-08-2021 04:40:00;167.64;3.73;201.16;4.92
08-08-2021 04:50:00;178.68;3.88;207.49;5.28
08-08-2021 05:00:00;188.56;3.89;214.5;5.9
08-08-2021 05:10:00;189.73;3.76;217.02;5.78
08-08-2021 05:20:00;191.56;3.24;216.68;5.82
08-08-2021 05:30:00;189.09;3.66;212.39;5.82
08-08-2021 05:40:00;187.96;3.93;211.42;5.92
08-08-2021 05:50:00;183.39;4.33;204.95;5.85
08-08-2021 06:00:00;180.78;4.17;203.42;6.14
08-08-2021 06:10:00;187.47;4.75;202.46;6.42
08-08-2021 06:20:00;188.53;4.96;202.67;6.75
08-08-2021 06:30:00;191.91;4.57;204.5;6.49
08-08-2021 06:40:00;196.06;5.3;207.7;6.91
08-08-2021 06:50:00;196.86;5.72;208.86;6.59
08-08-2021 07:00:00;197.26;6.43;207.41;7.44
08-08-2021 07:10:00;195.86;5.38;209.19;7.09
08-08-2021 07:20:00;194.36;5.84;205.89;7.63
08-08-2021 07:30:00;189.57;5.87;201.48;7.39
08-08-2021 07:40:00;190.39;5.78;202.1;7.43
08-08-2021 07:50:00;192.99;5.73;203.47;7.42
08-08-2021 08:00:00;190.09;5.04;205.52;6.78
08-08-2021 08:10:00;191.62;5.34;204.83;6.83
08-08-2021 08:20:00;191.09;5.05;202.05;7.24
08-08-2021 08:30:00;186.62;5.28;201.4;6.95
08-08-2021 08:40:00;187.29;5.3;201.36;6.88
08-08-2021 08:50:00;190.98;6.3;205.44;7.21
08-08-2021 09:00:00;197.89;5.5;213.34;7.03
08-08-2021 09:10:00;205.89;5.41;221.51;6.92
08-08-2021 09:20:00;214.58;6.24;227.25;7.87
08-08-2021 09:30:00;217.74;6.2;228.77;7.83
08-08-2021 09:40:00;219.06;6.52;232.56;7.67
08-08-2021 09:50:00;216.17;6.67;227.65;8.19
08-08-2021 10:00:00;220.7;6.71;229.01;8.33
08-08-2021 10:10:00;218.17;7.24;228.47;8.42
08-08-2021 10:20:00;221.71;6.65;230.66;7.52
08-08-2021 10:30:00;222.53;6.49;232.11;7.83
08-08-2021 10:40:00;220.56;5.4;230.35;7.16
08-08-2021 10:50:00;215.76;6.57;226.24;7.74
08-08-2021 11:00:00;213.57;6.67;226.52;8.21
08-08-2021 11:10:00;210.74;6.13;224.29;7.93
08-08-2021 11:20:00;211.33;6.02;224.92;7.95
08-08-2021 11:30:00;217.88;5.13;229.29;6.45
08-08-2021 11:40:00;217.04;5.96;228.74;7.14
08-08-2021 11:50:00;219.74;7.05;231.14;7.95
08-08-2021 12:00:00;226.06;7.43;236.87;8.61
08-08-2021 12:10:00;226.17;7.74;237.2;8.18
08-08-2021 12:20:00;226.9;8.12;235.18;9.28
08-08-2021 12:30:00;227.04;6.56;236.87;7.87
08-08-2021 12:40:00;226.09;8.66;236.88;9.69
08-08-2021 12:50:00;230.86;7.81;239.1;9.21
08-08-2021 13:00:00;217.21;7.04;227.66;8.78
08-08-2021 13:10:00;217.17;7.52;226.93;8.66
08-08-2021 13:20:00;223.2;7.03;231.93;8.64
08-08-2021 13:30:00;231.33;9.02;242.43;10.09
08-08-2021 13:40:00;233.48;6.69;241.49;7.58
08-08-2021 13:50:00;225.07;7.01;235.66;8.43
08-08-2021 14:00:00;231.87;7.4;241.9;9.17
08-08-2021 14:10:00;227.31;6.26;235.25;7.66
08-08-2021 14:20:00;220.74;7.93;231.24;8.77
08-08-2021 14:30:00;220.56;6.34;229.85;6.75
08-08-2021 14:40:00;225.05;6.98;238.33;7.54
08-08-2021 14:50:00;231.09;7.14;240.83;8.34
08-08-2021 15:00:00;225.17;6.33;236.11;7.85
08-08-2021 15:10:00;222.87;5.24;230.84;6.13
08-08-2021 15:20:00;213.62;5.71;224.98;7.17
08-08-2021 15:30:00;209.49;6.22;221.1;7.72
08-08-2021 15:40:00;209.86;7.87;223.22;8.91
08-08-2021 15:50:00;220.49;6.58;229.7;7.71
08-08-2021 16:00:00;225.61;6.15;234.15;6.59
08-08-2021 16:10:00;218.96;5.14;229.43;6.2
08-08-2021 16:20:00;224.8;6.21;237.11;7.54
08-08-2021 16:30:00;229.36;6.13;234.52;7.23
08-08-2021 16:40:00;228.96;5.8;237.84;6.9
08-08-2021 16:50:00;222.24;4.23;229.22;5.07
08-08-2021 17:00:00;220.7;4.77;236.08;5.35
08-08-2021 17:10:00;227.44;4.17;235.04;5.02
08-08-2021 17:20:00;219.66;5.02;226.19;5.4
08-08-2021 17:30:00;222.62;6.17;232.28;7.29
08-08-2021 17:40:00;223.36;7.17;234.18;8.44
08-08-2021 17:50:00;223.58;5.92;234.78;7.68
08-08-2021 18:00:00;230.81;5.45;241.46;6.39
08-08-2021 18:10:00;228.68;4.59;241.15;5.44
08-08-2021 18:20:00;228.56;5.37;239.65;6.41
08-08-2021 18:30:00;219.43;4.57;231.49;5.66
08-08-2021 18:40:00;224.24;4.09;233.5;5.44
08-08-2021 18:50:00;220.55;4.23;231.1;5.38
08-08-2021 19:00:00;214.99;4.76;226.19;6.07
08-08-2021 19:10:00;212.03;4.65;225.29;5.9
08-08-2021 19:20:00;206.35;3.82;218.72;5.58
08-08-2021 19:30:00;194.73;4.12;210.8;5.6
08-08-2021 19:40:00;196.09;4.22;209.61;5.91
08-08-2021 19:50:00;191.88;3.89;204.53;5.67
08-08-2021 20:00:00;190.3;3.94;204.51;5.5
08-08-2021 20:10:00;189.86;4.17;203.69;5.86
08-08-2021 20:20:00;189.77;4.3;206.75;6.38
08-08-2021 20:30:00;193.15;4.16;209.08;6.28
08-08-2021 20:40:00;195.91;4.31;213.69;6.48
08-08-2021 20:50:00;198.16;4.26;216.61;6.26
08-08-2021 21:00:00;199.01;4.13;220.4;6.31
08-08-2021 21:10:00;200.43;3.67;226.12;6.3
08-08-2021 21:20:00;195.83;3.94;221.38;6.1
08-08-2021 21:30:00;199.49;3.62;227.73;6.38
08-08-2021 21:40:00;192.95;4.15;216.4;6.37
08-08-2021 21:50:00;195.59;3.99;207.45;6.53
08-08-2021 22:00:00;211.62;3.25;215.32;5.41
08-08-2021 22:10:00;218.21;4.33;230.04;6.82
08-08-2021 22:20:00;218.11;4.26;239.87;6.32
08-08-2021 22:30:00;221.5;3.72;242.99;6.15
08-08-2021 22:40:00;222.83;3.98;239.41;6.5
08-08-2021 22:50:00;217.41;3.9;236.18;6.47
08-08-2021 23:00:00;211.19;4.09;228.91;6.32
08-08-2021 23:10:00;203.54;3.92;223.28;5.65
08-08-2021 23:20:00;200.31;3.76;214.17;5.69
08-08-2021 23:30:00;187.15;4.45;204.27;6.07
08-08-2021 23:40:00;184.17;4.87;205.95;6.51
08-08-2021 23:50:00;186.34;4.84;205.97;6.76
09-08-2021 00:00:00;187.32;4.35;208.04;6.19
09-08-2021 00:10:00;192.75;4.37;211.93;5.98
09-08-2021 00:20:00;190.28;3.98;212.45;5.85
09-08-2021 00:30:00;190.27;4.04;211.75;5.83
09-08-2021 00:40:00;196.07;4.07;215.2;5.82
09-08-2021 00:50:00;199.23;4.1;220.9;6.06
09-08-2021 01:00:00;197.87;4.01;220.45;5.72
09-08-2021 01:10:00;204.1;3.83;220.68;5.94
09-08-2021 01:20:00;204.07;3.84;219.85;6.1
09-08-2021 01:30:00;198.15;4.04;212.7;5.83
09-08-2021 01:40:00;191.87;4.2;210.93;6.11
09-08-2021 01:50:00;193.25;4.5;212.37;6.46
09-08-2021 02:00:00;193.8;4.39;212.29;6.37
09-08-2021 02:10:00;192.73;4.29;208.92;6.15
09-08-2021 02:20:00;191.22;4.3;205.58;6.08
09-08-2021 02:30:00;193.43;3.97;205.75;5.85
09-08-2021 02:40:00;194.68;3.89;207.69;5.67
09-08-2021 02:50:00;190.49;3.86;203.52;5.66
09-08-2021 03:00:00;185.15;4.2;200.67;5.83
09-08-2021 03:10:00;180.19;4.24;200.68;6.42
09-08-2021 03:20:00;185.84;4.49;203.9;6.26
09-08-2021 03:30:00;187.92;4.5;204.97;6.55
09-08-2021 03:40:00;191.97;4.34;207.56;6.3
09-08-2021 03:50:00;186.84;4.23;206.14;5.74
09-08-2021 04:00:00;191.29;4.11;210.61;6.31
09-08-2021 04:10:00;192.03;4.51;211.97;6.25
09-08-2021 04:20:00;194.1;4.33;213.69;6.39
09-08-2021 04:30:00;190.21;4.74;208.04;6.28
09-08-2021 04:40:00;191.07;4.34;207.18;6.29
09-08-2021 04:50:00;194.1;4.15;210.08;6.16
09-08-2021 05:00:00;190.82;3.84;207.81;5.67
09-08-2021 05:10:00;190.62;3.67;207.4;5.19
09-08-2021 05:20:00;188.15;3.53;205.59;5.43
09-08-2021 05:30:00;188.65;3.38;208.03;5
09-08-2021 05:40:00;189.31;3.86;209.87;5.35
09-08-2021 05:50:00;192.81;3.82;212.18;5.36
09-08-2021 06:00:00;198.89;3.7;215.24;5.39
09-08-2021 06:10:00;203.17;3.72;218.82;5.01
09-08-2021 06:20:00;202.34;3.83;218.67;5.42
09-08-2021 06:30:00;201.27;4.45;217.71;5.8
09-08-2021 06:40:00;205.02;4.41;222.1;5.84
09-08-2021 06:50:00;214.39;4.86;224.18;5.88
09-08-2021 07:00:00;210.26;4.66;230.55;5.34
09-08-2021 07:10:00;214.23;4.45;230.99;5.21
09-08-2021 07:20:00;224.64;4.71;237.36;5.91
09-08-2021 07:30:00;221.68;4.55;232.19;5.79
09-08-2021 07:40:00;221.8;4.86;231.14;5.97
09-08-2021 07:50:00;217.25;5.41;229.07;5.95
09-08-2021 08:00:00;226.4;6.02;234.8;7
09-08-2021 08:10:00;225.83;6.13;236.68;7.05
09-08-2021 08:20:00;226.11;5.94;237.13;6.93
09-08-2021 08:30:00;223.68;4.82;232.19;5.16
09-08-2021 08:40:00;213.97;4.87;226.52;5.83
09-08-2021 08:50:00;222.83;4.82;229.93;5.83
09-08-2021 09:00:00;220.13;5.48;226.21;6.18
09-08-2021 09:10:00;219.08;5.49;223.31;5.94
09-08-2021 09:20:00;213.19;5.1;226.65;5.75
09-08-2021 09:30:00;217.54;5.36;230.43;5.72
09-08-2021 09:40:00;221.11;6.13;232.23;6.9
09-08-2021 09:50:00;218.25;6.02;231.24;6.48
09-08-2021 10:00:00;206.48;7;218.23;7.24
09-08-2021 10:10:00;214.58;5.98;221.4;6.61
09-08-2021 10:20:00;220.49;7.31;228.46;7.69
09-08-2021 10:30:00;217.54;6.01;225.06;6.33
09-08-2021 10:40:00;213.57;6.1;226.73;7.08
09-08-2021 10:50:00;226.76;5.76;235.68;7.18
09-08-2021 11:00:00;225.67;5.21;232.93;5.76
09-08-2021 11:10:00;236.69;6.26;241.58;6.93
09-08-2021 11:20:00;227.96;5.24;233.89;6.6
09-08-2021 11:30:00;222.82;6.12;231.62;7.08
09-08-2021 11:40:00;216.09;7.75;229.6;8.08
09-08-2021 11:50:00;229.58;6.06;235.17;7.01
09-08-2021 12:00:00;211.04;7.69;221.01;9.03
09-08-2021 12:10:00;210.74;6.7;221.28;7.8
09-08-2021 12:20:00;219.48;6.56;225.41;7.69
09-08-2021 12:30:00;205.48;6.19;217.8;6.99
09-08-2021 12:40:00;208.27;6.08;218.2;7.18
09-08-2021 12:50:00;208.11;6.32;217.12;7.37
09-08-2021 13:00:00;205.24;7.51;213.08;8.38
09-08-2021 13:10:00;202.08;6.63;212;7.9
09-08-2021 13:20:00;199.71;6.92;211.74;7.7
09-08-2021 13:30:00;194.87;6.84;202.42;7.19
09-08-2021 13:40:00;197.12;6.31;207.82;6.53
09-08-2021 13:50:00;192.76;6.03;201.12;6.31
09-08-2021 14:00:00;197.16;6.44;205.52;6.43
09-08-2021 14:10:00;190.93;5.44;198.96;5.69
09-08-2021 14:20:00;198.11;6.72;204.19;7.18
09-08-2021 14:30:00;199.57;6.26;206.88;6.95
09-08-2021 14:40:00;200.33;5.89;210.96;6.35
09-08-2021 14:50:00;202.17;4.92;210.11;6.28
09-08-2021 15:00:00;202.87;5.55;216.76;6.52
09-08-2021 15:10:00;201.66;5.95;211.42;6.11
09-08-2021 15:20:00;192.47;5.58;201.9;5.73
09-08-2021 15:30:00;191.91;6.69;199.88;6.96
09-08-2021 15:40:00;195.79;5.93;205.89;6.18
09-08-2021 15:50:00;191.58;5.8;198.86;5.98
09-08-2021 16:00:00;190.31;6.08;196.42;6.42
09-08-2021 16:10:00;190.54;5.37;198.98;6.07
09-08-2021 16:20:00;188.66;4.08;197.39;5.2
09-08-2021 16:30:00;191.65;5.36;197.15;5.73
09-08-2021 16:40:00;189.83;4.96;197.82;4.79
09-08-2021 16:50:00;202.15;4.12;210.43;4.28
09-08-2021 17:00:00;193.54;3.95;202.56;4.16
09-08-2021 17:10:00;197.34;4.28;201.43;4.75
09-08-2021 17:20:00;188.18;3.99;192.94;4.54
09-08-2021 17:30:00;183.37;3.91;191.88;4.41
09-08-2021 17:40:00;186.42;5.45;197.9;6.28
09-08-2021 17:50:00;192.62;5.19;200.69;5.74
09-08-2021 18:00:00;186.85;4.34;194.77;5.04
09-08-2021 18:10:00;180.56;4.72;191.58;5.33
09-08-2021 18:20:00;171.13;4.26;179.09;4.76
09-08-2021 18:30:00;176.84;5.4;188.54;6.63
09-08-2021 18:40:00;214.54;8.57;222.2;9.96
09-08-2021 18:50:00;195.38;6.87;210.21;8.26
09-08-2021 19:00:00;195;5.03;217.73;6.19
09-08-2021 19:10:00;172.84;3.77;196.33;5.25
09-08-2021 19:20:00;152.62;2.32;179.24;3.29
09-08-2021 19:30:00;125.87;1.6;191.61;1.63
09-08-2021 19:40:00;148.31;1.05;225.24;1.52
09-08-2021 19:50:00;155.22;1.45;220.29;1.04
09-08-2021 20:00:00;143.58;1.43;181.28;1.09
09-08-2021 20:10:00;142.26;1.28;185.77;1.41
09-08-2021 20:20:00;96.36;1.49;165.82;0.94
09-08-2021 20:30:00;107.95;2;167.42;1.81
09-08-2021 20:40:00;120.23;2.79;178.7;2.69
09-08-2021 20:50:00;121.71;3.25;176.88;3.14
09-08-2021 21:00:00;126.91;3.19;165.61;3.08
09-08-2021 21:10:00;136.04;3.2;175.91;3.73
09-08-2021 21:20:00;138.56;3.07;168.4;4.02
09-08-2021 21:30:00;137.56;2.86;166.02;4.32
09-08-2021 21:40:00;128.41;2.46;170.16;4.47
09-08-2021 21:50:00;123.7;2.96;157.46;4.49
09-08-2021 22:00:00;143.17;1.75;157.82;3.87
09-08-2021 22:10:00;149.53;2.65;169.92;5.19
09-08-2021 22:20:00;147.67;2.61;164.12;5.04
09-08-2021 22:30:00;172.06;1.77;182.31;2.97
09-08-2021 22:40:00;254.05;2.6;220.64;2.54
09-08-2021 22:50:00;180.37;1.29;155.9;2.43
09-08-2021 23:00:00;128.19;3.08;172.52;3.01
09-08-2021 23:10:00;121.3;2.72;158.17;3.22
09-08-2021 23:20:00;123.92;0.86;157.16;2.66
09-08-2021 23:30:00;122.33;1.84;164.22;1.87
09-08-2021 23:40:00;123.22;1.88;154.03;1.83
09-08-2021 23:50:00;118.01;1.95;148.36;1.99
10-08-2021 00:00:00;122.16;2.9;151.64;2.47
10-08-2021 00:10:00;129.89;2.43;162.32;2.44
10-08-2021 00:20:00;124.93;2.37;155.07;2.55
10-08-2021 00:30:00;128.19;2.92;167.94;2.87
10-08-2021 00:40:00;128.57;3.22;173.01;2.83
10-08-2021 00:50:00;135.59;3.06;185.7;3.34
10-08-2021 01:00:00;150.55;2.99;200.13;3.91
10-08-2021 01:10:00;146.02;3.27;191.57;4.14
10-08-2021 01:20:00;151.82;2.83;195.84;4.16
10-08-2021 01:30:00;152.2;2.5;190.7;4.17
10-08-2021 01:40:00;162.51;2.61;202.49;4.41
10-08-2021 01:50:00;169.07;2.44;207.42;4.3
10-08-2021 02:00:00;174.62;1.91;213.06;4.09
10-08-2021 02:10:00;182.46;1.99;214.76;4.49
10-08-2021 02:20:00;192.37;2.72;229.5;5.31
10-08-2021 02:30:00;186.02;2.27;231.8;4.63
10-08-2021 02:40:00;171.64;2.15;219.88;4
10-08-2021 02:50:00;171.25;2.29;213.14;3.85
10-08-2021 03:00:00;178.6;2.95;212.83;4.3
10-08-2021 03:10:00;169.59;2.45;206.6;3.95
10-08-2021 03:20:00;156.19;2.4;201.49;3.88
10-08-2021 03:30:00;158.25;2.76;199.41;4.3
10-08-2021 03:40:00;154.18;2.5;197.35;4.09
10-08-2021 03:50:00;149.31;2.15;194.8;4.14
10-08-2021 04:00:00;170.65;2.55;201.26;4.6
10-08-2021 04:10:00;166.8;2.72;197.04;4.43
10-08-2021 04:20:00;162.63;2.68;195.53;4.14
10-08-2021 04:30:00;165.73;2.75;198.55;4.55
10-08-2021 04:40:00;153.33;2.66;195.18;4.59
10-08-2021 04:50:00;139.09;2.79;192.14;4.52
10-08-2021 05:00:00;141.12;2.58;199.11;4.29
10-08-2021 05:10:00;155.92;2.08;205.1;4.07
10-08-2021 05:20:00;163.01;2.66;204.28;4.06
10-08-2021 05:30:00;146.23;2.44;196.09;3.71
10-08-2021 05:40:00;145.95;2.65;193.34;3.91
10-08-2021 05:50:00;149.83;2.54;197.86;4.18
10-08-2021 06:00:00;152.97;2.68;197.5;4.32
10-08-2021 06:10:00;155.81;2.44;198.78;4.19
10-08-2021 06:20:00;147.03;2.02;196.73;3.62
10-08-2021 06:30:00;163.12;2.66;199.19;3.9
10-08-2021 06:40:00;162.52;2.62;201;3.83
10-08-2021 06:50:00;159.93;2.93;199.86;4.07
10-08-2021 07:00:00;164.82;2.74;202.03;4.49
10-08-2021 07:10:00;159.85;2.59;194.23;4.44
10-08-2021 07:20:00;163.07;3.41;194.54;5.18
10-08-2021 07:30:00;153.33;2.99;181.1;4.78
10-08-2021 07:40:00;179.49;2.53;195.01;3.89
10-08-2021 07:50:00;179.74;3.4;202.07;4.57
10-08-2021 08:00:00;180.82;2.92;201.37;3.74
10-08-2021 08:10:00;174.03;2.72;194.14;4.13
10-08-2021 08:20:00;182.72;3.43;200.79;3.96
10-08-2021 08:30:00;201.17;2.86;217.74;3.97
10-08-2021 08:40:00;209.41;2.96;226.95;3.93
10-08-2021 08:50:00;207.72;3.54;226.42;4.44
10-08-2021 09:00:00;213.06;3.6;224.83;4.76
10-08-2021 09:10:00;206.06;3.43;222.66;4.13
10-08-2021 09:20:00;200.15;3.23;218.14;3.99
10-08-2021 09:30:00;195.22;3.74;211.99;4.48
10-08-2021 09:40:00;198.09;3.96;213.97;4.56
10-08-2021 09:50:00;195.06;4.49;204.43;4.95
10-08-2021 10:00:00;195.88;3.52;203.02;4.3
10-08-2021 10:10:00;196.37;3.59;205.59;3.93
10-08-2021 10:20:00;190.32;3.56;206.08;3.87
10-08-2021 10:30:00;186.72;3.75;201.17;3.62
10-08-2021 10:40:00;186.24;3.32;200.66;3.69
10-08-2021 10:50:00;193.51;4.13;208.42;4.47
10-08-2021 11:00:00;210.49;5.13;219.27;5.55
10-08-2021 11:10:00;223.67;5.33;233.24;6.09
10-08-2021 11:20:00;228.19;5;237.04;5.45
10-08-2021 11:30:00;223.56;4.51;235.14;4.53
10-08-2021 11:40:00;227.19;4.9;235.74;5.16
10-08-2021 11:50:00;219.51;4.68;232.39;5.2
10-08-2021 12:00:00;240.19;5.78;247.41;6.73
10-08-2021 12:10:00;237.11;6.69;247.07;7.51
10-08-2021 12:20:00;235.01;5.18;248.34;6.1
10-08-2021 12:30:00;250.36;5.89;256.7;6.63
10-08-2021 12:40:00;246.92;6.61;257.91;7.5
10-08-2021 12:50:00;257.48;5.14;265.27;6.41
10-08-2021 13:00:00;244.96;4.9;255.01;5.48
10-08-2021 13:10:00;247.65;4.39;255.57;4.96
10-08-2021 13:20:00;256.37;5.16;271.51;6.01
10-08-2021 13:30:00;290.28;8.09;296.01;9.21
10-08-2021 13:40:00;282.27;5.67;288.23;7.13
10-08-2021 13:50:00;281.82;4.68;288.98;5.85
10-08-2021 14:00:00;270.58;3.56;279.49;4.82
10-08-2021 14:10:00;259.52;2.77;270.46;3.43
10-08-2021 14:20:00;263.19;3.35;264.09;3.47
10-08-2021 14:30:00;260.01;3.52;267.1;4.61
10-08-2021 14:40:00;244.09;5.19;247.99;5.29
10-08-2021 14:50:00;235.74;5.82;248.29;6.53
10-08-2021 15:00:00;238.33;4.73;248.31;5.5
10-08-2021 15:10:00;237.2;5.12;248.3;5.82
10-08-2021 15:20:00;248.75;5.31;259.69;6.06
10-08-2021 15:30:00;306.38;5.8;312.55;6.45
10-08-2021 15:40:00;307.48;5.77;311.17;6.43
10-08-2021 15:50:00;333.52;2.15;321.44;4.58
10-08-2021 16:00:00;324.75;2.16;320.58;3.99
10-08-2021 16:10:00;309.95;0.82;317.15;3.01
10-08-2021 16:20:00;254.15;0.37;311.49;2.11
10-08-2021 16:30:00;357.72;0.42;323.49;1.91
10-08-2021 16:40:00;313.8;0.65;316.77;2.55
10-08-2021 16:50:00;291.03;2.2;306.33;4.97
10-08-2021 17:00:00;307.74;6;313.81;7.35
10-08-2021 17:10:00;313.06;7.58;314.85;8.79
10-08-2021 17:20:00;316.35;5.67;314.86;7.59
10-08-2021 17:30:00;309.48;3.76;310.04;5.66
10-08-2021 17:40:00;298.45;2.94;306.51;5
10-08-2021 17:50:00;282.94;3.06;294.11;4.88
10-08-2021 18:00:00;280.01;2.3;290.27;3.75
10-08-2021 18:10:00;276.03;2.18;291.09;3.21
10-08-2021 18:20:00;270.98;2.39;276.15;3.54
10-08-2021 18:30:00;243.33;2.25;256.98;2.91
10-08-2021 18:40:00;222.65;2.78;241.54;3.49
10-08-2021 18:50:00;226.74;3.7;245.1;4.22
10-08-2021 19:00:00;244.66;3.79;258.04;4.66
10-08-2021 19:10:00;250.51;3.45;262.91;4.51
10-08-2021 19:20:00;237.62;3.2;252.83;4.08
10-08-2021 19:30:00;220.87;3.09;241.61;4.24
10-08-2021 19:40:00;219.64;2.7;242.16;3.9
10-08-2021 19:50:00;230.85;2.3;254.47;3.22
10-08-2021 20:00:00;235.41;2.22;265.1;3.17
