UTC,Direction,Speed
01-08-2021 00:00:00,287,2.75
01-08-2021 00:10:00,252.2,2.96
01-08-2021 00:20:00,249.9,2.97
01-08-2021 00:30:00,264.5,2.96
01-08-2021 00:40:00,277,2.24
01-08-2021 00:50:00,267.1,2.15
01-08-2021 01:00:00,242.1,2.29
01-08-2021 01:10:00,257.2,2.54
01-08-2021 01:20:00,256.5,1.93
01-08-2021 01:30:00,251.4,2.79
01-08-2021 01:40:00,231.6,2.53
01-08-2021 01:50:00,281,2.74
01-08-2021 02:00:00,239.3,3.13
01-08-2021 02:10:00,252.2,2.57
01-08-2021 02:20:00,156.7,2.22
01-08-2021 02:30:00,251.9,2.18
01-08-2021 02:40:00,235.1,2.95
01-08-2021 02:50:00,200.6,2.51
01-08-2021 03:00:00,256.1,2.19
01-08-2021 03:10:00,284.7,2.52
01-08-2021 03:20:00,250.6,2.41
01-08-2021 03:30:00,218.2,2.32
01-08-2021 03:40:00,254.7,3.16
01-08-2021 03:50:00,224.6,2.99
01-08-2021 04:00:00,248.6,3.03
01-08-2021 04:10:00,217.4,2.68
01-08-2021 04:20:00,249.7,2.06
01-08-2021 04:30:00,210.6,2.52
01-08-2021 04:40:00,171.6,3.99
01-08-2021 04:50:00,244.9,4.06
01-08-2021 05:00:00,220.2,14.16
01-08-2021 05:10:00,219.6,16.85
01-08-2021 05:20:00,193.9,17.96
01-08-2021 05:30:00,342.5,13.41
01-08-2021 05:40:00,327.4,10.04
01-08-2021 05:50:00,290.1,7.23
01-08-2021 06:00:00,222.3,3.7
01-08-2021 06:10:00,21.4,2.58
01-08-2021 06:20:00,48,2.27
01-08-2021 06:30:00,271.2,1.43
01-08-2021 06:40:00,249.3,2.11
01-08-2021 06:50:00,256.7,2.93
01-08-2021 07:00:00,336.1,1.76
01-08-2021 07:10:00,287.8,2.16
01-08-2021 07:20:00,245.4,2.07
01-08-2021 07:30:00,236.6,1.83
01-08-2021 07:40:00,236.6,2.54
01-08-2021 07:50:00,243.9,2.78
01-08-2021 08:00:00,281.5,2.02
01-08-2021 08:10:00,283.5,1.85
01-08-2021 08:20:00,274.9,2.69
01-08-2021 08:30:00,284.3,2.28
01-08-2021 08:40:00,209.9,2.45
01-08-2021 08:50:00,248.1,2.46
01-08-2021 09:00:00,221.2,1.94
01-08-2021 09:10:00,230,1.74
01-08-2021 09:20:00,255.8,2.42
01-08-2021 09:30:00,229.5,2.22
01-08-2021 09:40:00,33.3,1.98
01-08-2021 09:50:00,211.8,2.41
01-08-2021 10:00:00,290.1,2.25
01-08-2021 10:10:00,204.3,1.45
01-08-2021 10:20:00,242.2,1.57
01-08-2021 10:30:00,281.3,2.56
01-08-2021 10:40:00,287.1,1.84
01-08-2021 10:50:00,239,3.15
01-08-2021 11:00:00,292.8,3.02
01-08-2021 11:10:00,188,1.93
01-08-2021 11:20:00,201.8,2.03
01-08-2021 11:30:00,257.1,1.98
01-08-2021 11:40:00,253.7,2.26
01-08-2021 11:50:00,259.6,2.93
01-08-2021 12:00:00,267.5,1.94
01-08-2021 12:10:00,204.6,2.53
01-08-2021 12:20:00,320.3,3.81
01-08-2021 12:30:00,337.7,2.21
01-08-2021 12:40:00,305.3,2.77
01-08-2021 12:50:00,350.6,2.33
01-08-2021 13:00:00,40.7,1.6
01-08-2021 13:10:00,31.5,1.53
01-08-2021 13:20:00,29.8,1.25
01-08-2021 13:30:00,267.2,1.95
01-08-2021 13:40:00,234.1,1.31
01-08-2021 13:50:00,169.8,1.41
01-08-2021 14:00:00,200.2,1.39
01-08-2021 14:10:00,211.5,1.59
01-08-2021 14:20:00,198.3,1.21
01-08-2021 14:30:00,202.6,1.48
01-08-2021 14:40:00,212.5,1.34
01-08-2021 14:50:00,187.2,1.51
01-08-2021 15:00:00,209.3,1.68
01-08-2021 15:10:00,203.8,1.83
01-08-2021 15:20:00,208.6,1.85
01-08-2021 15:30:00,210,1.99
01-08-2021 15:40:00,194.6,1.88
01-08-2021 15:50:00,199.6,1.74
01-08-2021 16:00:00,202.5,2.22
01-08-2021 16:10:00,180.4,1.54
01-08-2021 16:20:00,220.9,1.82
01-08-2021 16:30:00,219.6,2.01
01-08-2021 16:40:00,234.7,2.17
01-08-2021 16:50:00,188.4,2.18
01-08-2021 17:00:00,291.4,2.77
01-08-2021 17:10:00,267.4,2.98
01-08-2021 17:20:00,198,2.56
01-08-2021 17:30:00,259.7,4.22
01-08-2021 17:40:00,194.6,2.65
01-08-2021 17:50:00,223.6,3.17
01-08-2021 18:00:00,224.6,3.61
01-08-2021 18:10:00,251.9,3.73
01-08-2021 18:20:00,277.7,3.05
01-08-2021 18:30:00,246.5,3.34
01-08-2021 18:40:00,277.1,4.19
01-08-2021 18:50:00,290.4,4.25
01-08-2021 19:00:00,281.7,3.23
01-08-2021 19:10:00,282.8,3.41
01-08-2021 19:20:00,218.8,2.56
01-08-2021 19:30:00,246.8,2.48
01-08-2021 19:40:00,214.2,1.52
01-08-2021 19:50:00,184.8,1.23
01-08-2021 20:00:00,210.5,1.98
01-08-2021 20:10:00,189.7,1.93
01-08-2021 20:20:00,216.3,2.13
01-08-2021 20:30:00,206.1,1.99
01-08-2021 20:40:00,192.5,1.83
01-08-2021 20:50:00,190.6,1.96
01-08-2021 21:00:00,197,1.86
01-08-2021 21:10:00,199.1,1.84
01-08-2021 21:20:00,177.3,1.94
01-08-2021 21:30:00,216.3,1.9
01-08-2021 21:40:00,212.1,1.64
01-08-2021 21:50:00,193.8,1.46
01-08-2021 22:00:00,191.9,1.78
01-08-2021 22:10:00,185.5,1.7
01-08-2021 22:20:00,200.2,1.72
01-08-2021 22:30:00,192.3,1.82
01-08-2021 22:40:00,172.7,1.81
01-08-2021 22:50:00,211.9,2.02
01-08-2021 23:00:00,188.3,1.63
01-08-2021 23:10:00,201,1.8
01-08-2021 23:20:00,163.9,1.83
01-08-2021 23:30:00,202.9,1.79
01-08-2021 23:40:00,206.6,1.57
01-08-2021 23:50:00,224.3,1.55
02-08-2021 00:00:00,151.4,1.24
02-08-2021 00:10:00,256,1.33
02-08-2021 00:20:00,301.3,1.69
02-08-2021 00:30:00,233.6,1.79
02-08-2021 00:40:00,221.8,1.42
02-08-2021 00:50:00,175.7,1.4
02-08-2021 01:00:00,231.2,1.41
02-08-2021 01:10:00,263.8,1.74
02-08-2021 01:20:00,238.4,1.46
02-08-2021 01:30:00,213.6,1.64
02-08-2021 01:40:00,216.9,2.05
02-08-2021 01:50:00,229.8,1.94
02-08-2021 02:00:00,239.2,2.13
02-08-2021 02:10:00,204.9,1.71
02-08-2021 02:20:00,229.6,2.4
02-08-2021 02:30:00,243.3,1.86
02-08-2021 02:40:00,216.6,2.67
02-08-2021 02:50:00,240.3,2.23
02-08-2021 03:00:00,233.7,1.97
02-08-2021 03:10:00,235.3,2.09
02-08-2021 03:20:00,235.3,2.43
02-08-2021 03:30:00,239,2.65
02-08-2021 03:40:00,242,2.42
02-08-2021 03:50:00,223.6,1.76
02-08-2021 04:00:00,180.9,2.13
02-08-2021 04:10:00,204.2,2.09
02-08-2021 04:20:00,257.1,2.03
02-08-2021 04:30:00,239.7,2.16
02-08-2021 04:40:00,220.8,2.09
02-08-2021 04:50:00,226.4,1.85
02-08-2021 05:00:00,244.2,2.25
02-08-2021 05:10:00,222.4,1.97
02-08-2021 05:20:00,237.8,2.53
02-08-2021 05:30:00,258.5,2.29
02-08-2021 05:40:00,291.8,2.18
02-08-2021 05:50:00,234.3,2.58
02-08-2021 06:00:00,222.2,3
02-08-2021 06:10:00,233.7,3.02
02-08-2021 06:20:00,264.5,2.52
02-08-2021 06:30:00,297.1,2.26
02-08-2021 06:40:00,214.3,2.35
02-08-2021 06:50:00,250.3,2.51
02-08-2021 07:00:00,254.4,2.8
02-08-2021 07:10:00,232,2.46
02-08-2021 07:20:00,217.5,2.5
02-08-2021 07:30:00,242.2,2.89
02-08-2021 07:40:00,235.3,2.28
02-08-2021 07:50:00,237.7,2.37
02-08-2021 08:00:00,127.3,2.16
02-08-2021 08:10:00,225.3,2.74
02-08-2021 08:20:00,243.6,2.9
02-08-2021 08:30:00,217.4,3.3
02-08-2021 08:40:00,184.6,2.44
02-08-2021 08:50:00,216,1.85
02-08-2021 09:00:00,201.8,2.02
02-08-2021 09:10:00,226.4,2.01
02-08-2021 09:20:00,196.3,2.88
02-08-2021 09:30:00,231.4,2.17
02-08-2021 09:40:00,213.3,2.59
02-08-2021 09:50:00,223.9,2.71
02-08-2021 10:00:00,199.6,2.59
02-08-2021 10:10:00,188.9,1.62
02-08-2021 10:20:00,232.6,2.81
02-08-2021 10:30:00,241.6,2.74
02-08-2021 10:40:00,236.1,3.03
02-08-2021 10:50:00,224.3,2.72
02-08-2021 11:00:00,202.3,2.68
02-08-2021 11:10:00,204.1,2.4
02-08-2021 11:20:00,221.9,2.36
02-08-2021 11:30:00,192.5,3.22
02-08-2021 11:40:00,224.1,4.07
02-08-2021 11:50:00,216,3.77
02-08-2021 12:00:00,201.5,3.24
02-08-2021 12:10:00,206.7,2.37
02-08-2021 12:20:00,186.7,1.85
02-08-2021 12:30:00,181.6,1.63
02-08-2021 12:40:00,186.2,1.97
02-08-2021 12:50:00,204.1,2.36
02-08-2021 13:00:00,206.6,2.55
02-08-2021 13:10:00,256.2,2.4
02-08-2021 13:20:00,243.2,3.11
02-08-2021 13:30:00,321.8,2.2
02-08-2021 13:40:00,207.5,2.21
02-08-2021 13:50:00,237,1.63
02-08-2021 14:00:00,232.4,1.55
02-08-2021 14:10:00,226,2
02-08-2021 14:20:00,179.3,1.85
02-08-2021 14:30:00,197.6,1.27
02-08-2021 14:40:00,221.5,1.94
02-08-2021 14:50:00,242.3,1.67
02-08-2021 15:00:00,228,1.88
02-08-2021 15:10:00,248.7,2.21
02-08-2021 15:20:00,202.7,2.04
02-08-2021 15:30:00,174.3,1.32
02-08-2021 15:40:00,218.2,2.43
02-08-2021 15:50:00,237,2.72
02-08-2021 16:00:00,222,2.56
02-08-2021 16:10:00,200.1,3.85
02-08-2021 16:20:00,203.4,3.19
02-08-2021 16:30:00,245.1,3.2
02-08-2021 16:40:00,278.1,3.17
02-08-2021 16:50:00,240.9,3.09
02-08-2021 17:00:00,234.1,2.26
02-08-2021 17:10:00,177.1,1.63
02-08-2021 17:20:00,193.9,1.82
02-08-2021 17:30:00,205,1.96
02-08-2021 17:40:00,224.5,3.04
02-08-2021 17:50:00,232,2.64
02-08-2021 18:00:00,220.2,2.58
02-08-2021 18:10:00,216,2.18
02-08-2021 18:20:00,202.1,2.46
02-08-2021 18:30:00,205,1.94
02-08-2021 18:40:00,209.7,2.1
02-08-2021 18:50:00,199.2,2.23
02-08-2021 19:00:00,203.3,1.98
02-08-2021 19:10:00,207.6,2.39
02-08-2021 19:20:00,217.3,2.13
02-08-2021 19:30:00,209,2.32
02-08-2021 19:40:00,171.4,1.75
02-08-2021 19:50:00,189.1,1.72
02-08-2021 20:00:00,184.7,1.54
02-08-2021 20:10:00,215.7,2.33
02-08-2021 20:20:00,187.6,1.59
02-08-2021 20:30:00,202.6,1.6
02-08-2021 20:40:00,213.3,1.64
02-08-2021 20:50:00,197,1.99
02-08-2021 21:00:00,223.5,2.24
02-08-2021 21:10:00,210.4,2.17
02-08-2021 21:20:00,209.1,2.02
02-08-2021 21:30:00,198.9,1.53
02-08-2021 21:40:00,183.7,1.56
02-08-2021 21:50:00,185.2,1.56
02-08-2021 22:00:00,209.8,1.67
02-08-2021 22:10:00,201.1,1.64
02-08-2021 22:20:00,210.2,2.12
02-08-2021 22:30:00,176,1.59
02-08-2021 22:40:00,179.9,1.45
02-08-2021 22:50:00,176.4,1.2
02-08-2021 23:00:00,194.9,1.51
02-08-2021 23:10:00,200.9,1.66
02-08-2021 23:20:00,211.1,1.42
02-08-2021 23:30:00,195.6,1.04
02-08-2021 23:40:00,208.8,1.16
02-08-2021 23:50:00,195.3,1.15
03-08-2021 00:00:00,188.7,1.18
03-08-2021 00:10:00,208.4,1.26
03-08-2021 00:20:00,201.5,1.21
03-08-2021 00:30:00,201,0.99
03-08-2021 00:40:00,191.6,1.03
03-08-2021 00:50:00,205.6,1.16
03-08-2021 01:00:00,239.8,1.24
03-08-2021 01:10:00,205.4,0.92
03-08-2021 01:20:00,199,1.23
03-08-2021 01:30:00,231.5,0.73
03-08-2021 01:40:00,236.8,0.86
03-08-2021 01:50:00,238.7,1.04
03-08-2021 02:00:00,220.2,1.08
03-08-2021 02:10:00,158.9,1.24
03-08-2021 02:20:00,342.6,0.88
03-08-2021 02:30:00,267,1.39
03-08-2021 02:40:00,250.9,1.02
03-08-2021 02:50:00,220.7,1.5
03-08-2021 03:00:00,266.3,0.96
03-08-2021 03:10:00,253.7,1.49
03-08-2021 03:20:00,221.6,1.43
03-08-2021 03:30:00,242.8,1.42
03-08-2021 03:40:00,275.8,1.2
03-08-2021 03:50:00,226.8,1.67
03-08-2021 04:00:00,207.2,1.4
03-08-2021 04:10:00,246.3,1.37
03-08-2021 04:20:00,221.3,1.32
03-08-2021 04:30:00,213.7,1.19
03-08-2021 04:40:00,203.6,1.14
03-08-2021 04:50:00,230.9,1.05
03-08-2021 05:00:00,208.3,1.03
03-08-2021 05:10:00,191.6,1.39
03-08-2021 05:20:00,173.1,1.24
03-08-2021 05:30:00,184.9,1.19
03-08-2021 05:40:00,245.5,1.24
03-08-2021 05:50:00,6.6,1.1
03-08-2021 06:00:00,226.6,3.03
03-08-2021 06:10:00,191.4,2.41
03-08-2021 06:20:00,176.5,0.76
03-08-2021 06:30:00,232.6,0.86
03-08-2021 06:40:00,176.9,1.26
03-08-2021 06:50:00,171.9,1.34
03-08-2021 07:00:00,205.6,2.6
03-08-2021 07:10:00,198.1,2.91
03-08-2021 07:20:00,202.2,2.84
03-08-2021 07:30:00,186.2,1.1
03-08-2021 07:40:00,203.6,0.92
03-08-2021 07:50:00,261.3,0.83
03-08-2021 08:00:00,294.2,0.94
03-08-2021 08:10:00,235.2,1.65
03-08-2021 08:20:00,233.9,1.18
03-08-2021 08:30:00,303.6,1.29
03-08-2021 08:40:00,209.7,0.93
03-08-2021 08:50:00,226.4,0.88
03-08-2021 09:00:00,251.2,2.43
03-08-2021 09:10:00,268,1.62
03-08-2021 09:20:00,242.7,1.64
03-08-2021 09:30:00,237.9,1.55
03-08-2021 09:40:00,267.8,1.75
03-08-2021 09:50:00,267.5,2.14
03-08-2021 10:00:00,251.5,2.47
03-08-2021 10:10:00,244.4,1.6
03-08-2021 10:20:00,240.8,1.47
03-08-2021 10:30:00,287.6,1.33
03-08-2021 10:40:00,315.7,0.81
03-08-2021 10:50:00,232.7,1.15
03-08-2021 11:00:00,316.7,0.72
03-08-2021 11:10:00,167,0.76
03-08-2021 11:20:00,17.9,0.9
03-08-2021 11:30:00,51,0.7
03-08-2021 11:40:00,232.8,0.94
03-08-2021 11:50:00,209.8,1.13
03-08-2021 12:00:00,254.4,0.88
03-08-2021 12:10:00,56.9,1.02
03-08-2021 12:20:00,76.3,1.05
03-08-2021 12:30:00,37.3,1.48
03-08-2021 12:40:00,36.6,2.53
03-08-2021 12:50:00,42.6,1.44
03-08-2021 13:00:00,44.8,1.62
03-08-2021 13:10:00,30.3,0.55
03-08-2021 13:20:00,88.8,0.83
03-08-2021 13:30:00,40.5,1.23
03-08-2021 13:40:00,1.9,0.41
03-08-2021 13:50:00,52.4,1.28
03-08-2021 14:00:00,40.5,2.19
03-08-2021 14:10:00,63.9,1.65
03-08-2021 14:20:00,51.4,1.91
03-08-2021 14:30:00,58,1.61
03-08-2021 14:40:00,46.1,3.17
03-08-2021 14:50:00,70.2,1.86
03-08-2021 15:00:00,92.5,1.14
03-08-2021 15:10:00,46,1
03-08-2021 15:20:00,29.9,1.84
03-08-2021 15:30:00,96.5,1.23
03-08-2021 15:40:00,101.3,0.98
03-08-2021 15:50:00,37.7,0.58
03-08-2021 16:00:00,135.5,0.8
03-08-2021 16:10:00,143.9,0.72
03-08-2021 16:20:00,23.6,1.13
03-08-2021 16:30:00,50.7,0.67
03-08-2021 16:40:00,39.2,0.97
03-08-2021 16:50:00,25.6,2.29
03-08-2021 17:00:00,65.1,1.73
03-08-2021 17:10:00,37.9,1.22
03-08-2021 17:20:00,38.5,2.1
03-08-2021 17:30:00,7.8,1.68
03-08-2021 17:40:00,3.9,1.42
03-08-2021 17:50:00,50.8,1.45
03-08-2021 18:00:00,46.4,1.4
03-08-2021 18:10:00,351.7,1.73
03-08-2021 18:20:00,52,1.41
03-08-2021 18:30:00,332.2,2.03
03-08-2021 18:40:00,33.8,2.17
03-08-2021 18:50:00,25.3,2.97
03-08-2021 19:00:00,24.7,2.05
03-08-2021 19:10:00,77.5,1.59
03-08-2021 19:20:00,23.5,1.91
03-08-2021 19:30:00,23.3,2.01
03-08-2021 19:40:00,26.9,1.63
03-08-2021 19:50:00,28.6,2.2
03-08-2021 20:00:00,30.1,2.49
03-08-2021 20:10:00,24.8,2.17
03-08-2021 20:20:00,25.8,1.65
03-08-2021 20:30:00,35.3,2.65
03-08-2021 20:40:00,33.8,2.7
03-08-2021 20:50:00,37.7,2.53
03-08-2021 21:00:00,31.6,1.96
03-08-2021 21:10:00,39.1,1.99
03-08-2021 21:20:00,38.5,3.09
03-08-2021 21:30:00,38.1,3.38
03-08-2021 21:40:00,33.9,3.21
03-08-2021 21:50:00,31.7,2.96
03-08-2021 22:00:00,36,3.26
03-08-2021 22:10:00,32.8,3.64
03-08-2021 22:20:00,38.3,3.32
03-08-2021 22:30:00,46.1,3.52
03-08-2021 22:40:00,59.4,2.31
03-08-2021 22:50:00,65.4,2.09
03-08-2021 23:00:00,48.2,3.97
03-08-2021 23:10:00,42.4,3.99
03-08-2021 23:20:00,43.6,4.02
03-08-2021 23:30:00,41.4,4.41
03-08-2021 23:40:00,40.8,4.14
03-08-2021 23:50:00,41.1,3.89
04-08-2021 00:00:00,44.1,3.65
04-08-2021 00:10:00,44.4,3.68
04-08-2021 00:20:00,41.4,2.77
04-08-2021 00:30:00,39.2,2.41
04-08-2021 00:40:00,38.1,2.6
04-08-2021 00:50:00,50.7,1.91
04-08-2021 01:00:00,48.2,2.15
04-08-2021 01:10:00,69.7,0.99
04-08-2021 01:20:00,47.9,1.94
04-08-2021 01:30:00,68,1.8
04-08-2021 01:40:00,52.3,2.03
04-08-2021 01:50:00,39,1.23
04-08-2021 02:00:00,67.9,1.17
04-08-2021 02:10:00,129.9,1
04-08-2021 02:20:00,77.2,1.29
04-08-2021 02:30:00,41.3,1.85
04-08-2021 02:40:00,15.4,1.2
04-08-2021 02:50:00,253.1,0.77
04-08-2021 03:00:00,33.6,2.07
04-08-2021 03:10:00,39,2.36
04-08-2021 03:20:00,50.7,1.3
04-08-2021 03:30:00,57.4,2.01
04-08-2021 03:40:00,46.2,2.62
04-08-2021 03:50:00,51.5,2.91
04-08-2021 04:00:00,56.5,2.46
04-08-2021 04:10:00,51.6,2.79
04-08-2021 04:20:00,54.7,2.54
04-08-2021 04:30:00,45.6,2.69
04-08-2021 04:40:00,34.6,2.3
04-08-2021 04:50:00,41.8,2.99
04-08-2021 05:00:00,46.4,2.99
04-08-2021 05:10:00,45.1,3.34
04-08-2021 05:20:00,51.2,2.99
04-08-2021 05:30:00,40.6,2.68
04-08-2021 05:40:00,35.8,3.43
04-08-2021 05:50:00,42.2,3.58
04-08-2021 06:00:00,49.5,2.84
04-08-2021 06:10:00,77.1,2.18
04-08-2021 06:20:00,88.9,1.63
04-08-2021 06:30:00,62.2,2.08
04-08-2021 06:40:00,38.6,3.01
04-08-2021 06:50:00,38.9,3.91
04-08-2021 07:00:00,47,3.13
04-08-2021 07:10:00,44.2,3.39
04-08-2021 07:20:00,40.2,3.26
04-08-2021 07:30:00,44.3,3.35
04-08-2021 07:40:00,37.6,3.95
04-08-2021 07:50:00,42.2,3.25
04-08-2021 08:00:00,38.7,3.49
04-08-2021 08:10:00,42.3,3.32
04-08-2021 08:20:00,51.3,3.39
04-08-2021 08:30:00,56.4,2.35
04-08-2021 08:40:00,53.7,3.07
04-08-2021 08:50:00,60.2,2.12
04-08-2021 09:00:00,71.3,1.94
04-08-2021 09:10:00,57.5,1.27
04-08-2021 09:20:00,66.5,2.06
04-08-2021 09:30:00,54.9,1.82
04-08-2021 09:40:00,98.8,1.44
04-08-2021 09:50:00,134.7,1.28
04-08-2021 10:00:00,123.1,1.54
04-08-2021 10:10:00,85.6,1.85
04-08-2021 10:20:00,72.2,2.15
04-08-2021 10:30:00,56.8,2.61
04-08-2021 10:40:00,63.1,0.91
04-08-2021 10:50:00,42.6,2.25
04-08-2021 11:00:00,357.2,1.21
04-08-2021 11:10:00,74.1,2.25
04-08-2021 11:20:00,52.5,3.02
04-08-2021 11:30:00,51.4,1.43
04-08-2021 11:40:00,54.7,1.7
04-08-2021 11:50:00,49.8,3.14
04-08-2021 12:00:00,34.1,1.41
04-08-2021 12:10:00,73.8,2.09
04-08-2021 12:20:00,47.6,2.85
04-08-2021 12:30:00,49.7,2.67
04-08-2021 12:40:00,47.2,2.54
04-08-2021 12:50:00,57.1,2.08
04-08-2021 13:00:00,56.8,2.88
04-08-2021 13:10:00,51,2.79
04-08-2021 13:20:00,35.2,2.58
04-08-2021 13:30:00,38.1,3.49
04-08-2021 13:40:00,57.4,2.14
04-08-2021 13:50:00,40,3.24
04-08-2021 14:00:00,28.7,2.3
04-08-2021 14:10:00,52.1,2.73
04-08-2021 14:20:00,35.6,3.21
04-08-2021 14:30:00,67.8,1.98
04-08-2021 14:40:00,109.3,1.47
04-08-2021 14:50:00,185.7,2.25
04-08-2021 15:00:00,196.9,2.93
04-08-2021 15:10:00,193.9,2.93
04-08-2021 15:20:00,176.6,2.9
04-08-2021 15:30:00,172.3,2.4
04-08-2021 15:40:00,189.5,1.77
04-08-2021 15:50:00,177.1,1.39
04-08-2021 16:00:00,182.4,1.31
04-08-2021 16:10:00,153.9,1.89
04-08-2021 16:20:00,129.2,1
04-08-2021 16:30:00,117.1,1.78
04-08-2021 16:40:00,108.8,1.33
04-08-2021 16:50:00,139.9,1.1
04-08-2021 17:00:00,54.8,0.86
04-08-2021 17:10:00,88.9,1.28
04-08-2021 17:20:00,94.2,1.61
04-08-2021 17:30:00,80.5,1.71
04-08-2021 17:40:00,107,1.44
04-08-2021 17:50:00,60.6,1.86
04-08-2021 18:00:00,56.7,2.56
04-08-2021 18:10:00,64.9,2.6
04-08-2021 18:20:00,63.4,2.46
04-08-2021 18:30:00,68.8,2.43
04-08-2021 18:40:00,69.8,2.12
04-08-2021 18:50:00,71.2,2.91
04-08-2021 19:00:00,68.1,2.53
04-08-2021 19:10:00,65.6,2.78
04-08-2021 19:20:00,52.3,3.99
04-08-2021 19:30:00,53.9,3.25
04-08-2021 19:40:00,50.5,3.46
04-08-2021 19:50:00,55.5,2.91
04-08-2021 20:00:00,53,2.37
04-08-2021 20:10:00,55.4,1.97
04-08-2021 20:20:00,99.4,1.13
04-08-2021 20:30:00,110.4,1.25
04-08-2021 20:40:00,107.2,1.65
04-08-2021 20:50:00,138,1.29
04-08-2021 21:00:00,134.1,1.12
04-08-2021 21:10:00,166.3,0.82
04-08-2021 21:20:00,164,0.89
04-08-2021 21:30:00,136.5,1.38
04-08-2021 21:40:00,150.5,1.18
04-08-2021 21:50:00,139.9,0.94
04-08-2021 22:00:00,93.5,1.29
04-08-2021 22:10:00,114.1,1.49
04-08-2021 22:20:00,91.6,2.11
04-08-2021 22:30:00,104,2.28
04-08-2021 22:40:00,125.4,1.94
04-08-2021 22:50:00,128.4,2.26
04-08-2021 23:00:00,130.5,2.14
04-08-2021 23:10:00,122.6,1.66
04-08-2021 23:20:00,103.2,1.71
04-08-2021 23:30:00,127.7,1.52
04-08-2021 23:40:00,128,1.69
04-08-2021 23:50:00,128.2,1.79
05-08-2021 00:00:00,140.7,1.38
05-08-2021 00:10:00,133.1,1.66
05-08-2021 00:20:00,140.6,1.48
05-08-2021 00:30:00,127.1,2.17
05-08-2021 00:40:00,137.4,1.68
05-08-2021 00:50:00,139,1.77
05-08-2021 01:00:00,147,1.7
05-08-2021 01:10:00,139.6,1.62
05-08-2021 01:20:00,157.3,1.53
05-08-2021 01:30:00,151.1,2.2
05-08-2021 01:40:00,149.2,2.56
05-08-2021 01:50:00,146,3.15
05-08-2021 02:00:00,151.1,2.86
05-08-2021 02:10:00,145.6,3.47
05-08-2021 02:20:00,141.9,3.76
05-08-2021 02:30:00,138.2,4.55
05-08-2021 02:40:00,140.2,3.99
05-08-2021 02:50:00,145.4,3.31
05-08-2021 03:00:00,154.1,3.14
05-08-2021 03:10:00,143.9,3.22
05-08-2021 03:20:00,152.1,3.1
05-08-2021 03:30:00,159.6,3.42
05-08-2021 03:40:00,149.2,3.14
05-08-2021 03:50:00,158.1,3.25
05-08-2021 04:00:00,155.9,3.04
05-08-2021 04:10:00,155.8,3.02
05-08-2021 04:20:00,165.2,2.63
05-08-2021 04:30:00,151.4,3.24
05-08-2021 04:40:00,152.4,3.16
05-08-2021 04:50:00,152.7,2.95
05-08-2021 05:00:00,154.5,3.03
05-08-2021 05:10:00,151.8,2.68
05-08-2021 05:20:00,160.4,2.48
05-08-2021 05:30:00,143.3,2.89
05-08-2021 05:40:00,160.5,2.61
05-08-2021 05:50:00,148.8,2.8
05-08-2021 06:00:00,157.1,2.71
05-08-2021 06:10:00,156,2.5
05-08-2021 06:20:00,152.4,2.53
05-08-2021 06:30:00,182.6,1.94
05-08-2021 06:40:00,187.6,1.78
05-08-2021 06:50:00,160.6,1.93
05-08-2021 07:00:00,184.5,1.45
05-08-2021 07:10:00,166.6,1.47
05-08-2021 07:20:00,171.6,1.64
05-08-2021 07:30:00,180.2,1.5
05-08-2021 07:40:00,154.9,1.68
05-08-2021 07:50:00,183.1,1.54
05-08-2021 08:00:00,172.4,1.34
05-08-2021 08:10:00,165,1.42
05-08-2021 08:20:00,177.6,1.51
05-08-2021 08:30:00,175.3,1.39
05-08-2021 08:40:00,173.2,1.43
05-08-2021 08:50:00,162.5,1.66
05-08-2021 09:00:00,150.5,1.93
05-08-2021 09:10:00,198.2,1.39
05-08-2021 09:20:00,176.9,1.23
05-08-2021 09:30:00,166.2,1.2
05-08-2021 09:40:00,157.4,1.06
05-08-2021 09:50:00,181.2,1.07
05-08-2021 10:00:00,161.6,1.55
05-08-2021 10:10:00,147.6,1.75
05-08-2021 10:20:00,149.1,2.46
05-08-2021 10:30:00,189.5,1.66
05-08-2021 10:40:00,194.4,2.24
05-08-2021 10:50:00,218.2,1.51
05-08-2021 11:00:00,185.1,2.36
05-08-2021 11:10:00,190.8,2.21
05-08-2021 11:20:00,184.3,3.71
05-08-2021 11:30:00,185.3,2.37
05-08-2021 11:40:00,176.8,2.71
05-08-2021 11:50:00,194.8,2.17
05-08-2021 12:00:00,184.7,2.59
05-08-2021 12:10:00,186.6,2.42
05-08-2021 12:20:00,197,2.26
05-08-2021 12:30:00,197.5,2.37
05-08-2021 12:40:00,206.6,2.34
05-08-2021 12:50:00,189,2.61
05-08-2021 13:00:00,196.1,2.17
05-08-2021 13:10:00,184.2,2.35
05-08-2021 13:20:00,200.2,2.16
05-08-2021 13:30:00,188.9,3.12
05-08-2021 13:40:00,201.8,1.57
05-08-2021 13:50:00,174.3,2.01
05-08-2021 14:00:00,171.8,3.16
05-08-2021 14:10:00,207.4,1.23
05-08-2021 14:20:00,269.8,0.44
05-08-2021 14:30:00,220,0.89
05-08-2021 14:40:00,203.3,0.91
05-08-2021 14:50:00,24.2,0.68
05-08-2021 15:00:00,40.9,1.78
05-08-2021 15:10:00,41.7,1.78
05-08-2021 15:20:00,47.5,1.58
05-08-2021 15:30:00,44,2.07
05-08-2021 15:40:00,51,1.64
05-08-2021 15:50:00,51.9,1.06
