UTC,Direction,Speed
14-08-2021 20:50:00,224.9,1.94
14-08-2021 21:00:00,223.1,2.09
14-08-2021 21:10:00,202.4,1.65
14-08-2021 21:20:00,222.6,2.16
14-08-2021 21:30:00,191.3,1.5
14-08-2021 21:40:00,215.4,1.69
14-08-2021 21:50:00,215.8,1.93
14-08-2021 22:00:00,205.8,1.89
14-08-2021 22:10:00,217.3,1.27
14-08-2021 22:20:00,192,1.44
14-08-2021 22:30:00,170.6,1.4
14-08-2021 22:40:00,202.9,1.33
14-08-2021 22:50:00,210.5,1.7
14-08-2021 23:00:00,230,1.87
14-08-2021 23:10:00,246.1,2.01
14-08-2021 23:20:00,191.6,1.38
14-08-2021 23:30:00,188.8,1.62
14-08-2021 23:40:00,217,1.98
14-08-2021 23:50:00,222.8,1.67
15-08-2021 00:00:00,250.4,2.03
15-08-2021 00:10:00,11.8,1.58
15-08-2021 00:20:00,204.3,1.58
15-08-2021 00:30:00,248.2,1.79
15-08-2021 00:40:00,287.1,1.59
15-08-2021 00:50:00,243.4,1.57
15-08-2021 01:00:00,0.3,1.27
15-08-2021 01:10:00,243.1,2.03
15-08-2021 01:20:00,268.3,1.54
15-08-2021 01:30:00,231,1.9
15-08-2021 01:40:00,258.5,2.36
15-08-2021 01:50:00,266.9,2.79
15-08-2021 02:00:00,286.8,2.28
15-08-2021 02:10:00,319.2,2.05
15-08-2021 02:20:00,304.1,2.11
15-08-2021 02:30:00,257.9,1.76
15-08-2021 02:40:00,278.9,2.6
15-08-2021 02:50:00,261.1,1.81
15-08-2021 03:00:00,267.9,2.27
15-08-2021 03:10:00,273.9,2.7
15-08-2021 03:20:00,254.8,2.33
15-08-2021 03:30:00,198.5,1.66
15-08-2021 03:40:00,187,1.19
15-08-2021 03:50:00,188.4,1.13
15-08-2021 04:00:00,206.1,1.02
15-08-2021 04:10:00,205.8,1.34
15-08-2021 04:20:00,203,1.29
15-08-2021 04:30:00,199.5,1.7
15-08-2021 04:40:00,189.5,1.11
15-08-2021 04:50:00,260.2,1.2
15-08-2021 05:00:00,206.8,1.54
15-08-2021 05:10:00,239.2,2.24
15-08-2021 05:20:00,276.1,1.05
15-08-2021 05:30:00,229.9,1.32
15-08-2021 05:40:00,212.4,1.17
15-08-2021 05:50:00,225.5,1.4
15-08-2021 06:00:00,264.4,1.88
15-08-2021 06:10:00,238.9,2.48
15-08-2021 06:20:00,295.4,2.02
15-08-2021 06:30:00,231,1.56
15-08-2021 06:40:00,252.5,1.08
15-08-2021 06:50:00,227.1,1.08
15-08-2021 07:00:00,229.2,0.96
15-08-2021 07:10:00,196.3,1.35
15-08-2021 07:20:00,199.5,1.13
15-08-2021 07:30:00,233.8,1.02
15-08-2021 07:40:00,200.9,0.75
15-08-2021 07:50:00,250.3,0.81
15-08-2021 08:00:00,242.7,0.76
15-08-2021 08:10:00,252,0.78
15-08-2021 08:20:00,236.8,0.72
15-08-2021 08:30:00,253.7,0.86
15-08-2021 08:40:00,297.5,0.54
15-08-2021 08:50:00,322,0.78
15-08-2021 09:00:00,322.7,0.41
15-08-2021 09:10:00,23.7,0.38
15-08-2021 09:20:00,347,0.71
15-08-2021 09:30:00,24.9,0.59
15-08-2021 09:40:00,214.1,0.48
15-08-2021 09:50:00,237.6,1.15
15-08-2021 10:00:00,249.6,0.76
15-08-2021 10:10:00,236,1.38
15-08-2021 10:20:00,215.9,2.49
15-08-2021 10:30:00,199.8,2.87
15-08-2021 10:40:00,207.7,2.77
15-08-2021 10:50:00,234.8,2.44
15-08-2021 11:00:00,263.1,1.81
15-08-2021 11:10:00,234.6,1
15-08-2021 11:20:00,248.9,1.01
15-08-2021 11:30:00,226.5,0.96
15-08-2021 11:40:00,227.1,0.87
15-08-2021 11:50:00,272.7,0.8
15-08-2021 12:00:00,249.6,0.7
15-08-2021 12:10:00,318.8,0.77
15-08-2021 12:20:00,219.4,1.3
15-08-2021 12:30:00,132.7,0.84
15-08-2021 12:40:00,234.2,0.91
15-08-2021 12:50:00,245.6,0.96
15-08-2021 13:00:00,197.2,1.38
15-08-2021 13:10:00,223.9,0.94
15-08-2021 13:20:00,214.5,0.89
15-08-2021 13:30:00,179.7,0.61
15-08-2021 13:40:00,185.6,1.06
15-08-2021 13:50:00,239.6,1.65
15-08-2021 14:00:00,240.8,0.98
15-08-2021 14:10:00,283.3,1.53
15-08-2021 14:20:00,250.8,0.98
15-08-2021 14:30:00,129.3,1.13
15-08-2021 14:40:00,212,1.83
15-08-2021 14:50:00,184.8,2.33
15-08-2021 15:00:00,196.2,1.43
15-08-2021 15:10:00,197.3,0.88
15-08-2021 15:20:00,214,1.51
15-08-2021 15:30:00,197.6,1.74
15-08-2021 15:40:00,232.8,1.65
15-08-2021 15:50:00,136.9,0.86
15-08-2021 16:00:00,183.2,2.04
15-08-2021 16:10:00,228.8,2.51
15-08-2021 16:20:00,253.3,3.05
15-08-2021 16:30:00,250.1,2.86
15-08-2021 16:40:00,235.4,5.48
15-08-2021 16:50:00,224.9,6.09
15-08-2021 17:00:00,253.5,3.99
15-08-2021 17:10:00,236.7,4.69
15-08-2021 17:20:00,242.1,4.7
15-08-2021 17:30:00,236.9,5.6
15-08-2021 17:40:00,244.4,3.02
15-08-2021 17:50:00,269.9,2.41
15-08-2021 18:00:00,290.7,2.1
15-08-2021 18:10:00,271.3,4.14
15-08-2021 18:20:00,268.9,2.12
15-08-2021 18:30:00,261.3,3.04
15-08-2021 18:40:00,255.2,4.73
15-08-2021 18:50:00,253.6,4.84
15-08-2021 19:00:00,263.4,4.01
15-08-2021 19:10:00,238.4,5.96
15-08-2021 19:20:00,237,6.2
15-08-2021 19:30:00,241.1,5.78
15-08-2021 19:40:00,258,4.78
15-08-2021 19:50:00,262.7,3.83
15-08-2021 20:00:00,261.3,3.64
15-08-2021 20:10:00,267.1,4.45
15-08-2021 20:20:00,277.5,3.28
15-08-2021 20:30:00,279.9,4.34
15-08-2021 20:40:00,292.8,3.83
15-08-2021 20:50:00,245.2,4.15
15-08-2021 21:00:00,254.1,4.32
15-08-2021 21:10:00,252.2,3.6
15-08-2021 21:20:00,274,3.73
15-08-2021 21:30:00,244.2,2.65
15-08-2021 21:40:00,249,2.31
15-08-2021 21:50:00,222.9,2.17
15-08-2021 22:00:00,229.1,1.66
15-08-2021 22:10:00,195,1.1
15-08-2021 22:20:00,192.6,0.88
15-08-2021 22:30:00,189.5,1.05
15-08-2021 22:40:00,194.5,1.16
15-08-2021 22:50:00,161.3,0.74
15-08-2021 23:00:00,204.1,0.78
15-08-2021 23:10:00,179.5,0.96
15-08-2021 23:20:00,250.2,1.5
15-08-2021 23:30:00,271.1,1.35
15-08-2021 23:40:00,205.3,1.8
15-08-2021 23:50:00,208.3,1.64
16-08-2021 00:00:00,181.2,1.66
16-08-2021 00:10:00,236.8,1.55
16-08-2021 00:20:00,222.7,2.19
16-08-2021 00:30:00,205.5,1.7
16-08-2021 00:40:00,198.9,1.4
16-08-2021 00:50:00,186.8,1.53
16-08-2021 01:00:00,197.2,1.92
16-08-2021 01:10:00,207.2,1.97
16-08-2021 01:20:00,184.9,1.74
16-08-2021 01:30:00,183.7,1.25
16-08-2021 01:40:00,222.9,1.57
16-08-2021 01:50:00,194.4,1.91
16-08-2021 02:00:00,189.5,1.37
16-08-2021 02:10:00,246.3,1.48
16-08-2021 02:20:00,256.3,1.37
16-08-2021 02:30:00,255.3,1.59
16-08-2021 02:40:00,29.8,1.13
16-08-2021 02:50:00,242.1,1.74
16-08-2021 03:00:00,295,1.47
16-08-2021 03:10:00,281.4,1.94
16-08-2021 03:20:00,282.2,2.05
16-08-2021 03:30:00,264.8,2.97
16-08-2021 03:40:00,260.7,1.84
16-08-2021 03:50:00,256.1,3.15
16-08-2021 04:00:00,233.1,4.08
16-08-2021 04:10:00,253.2,4.61
16-08-2021 04:20:00,229.8,4.17
16-08-2021 04:30:00,228.6,4.65
16-08-2021 04:40:00,223.3,5.95
16-08-2021 04:50:00,230.1,5.96
16-08-2021 05:00:00,235.6,7.5
16-08-2021 05:10:00,259.5,6.59
16-08-2021 05:20:00,274,4.33
16-08-2021 05:30:00,268.6,5.39
16-08-2021 05:40:00,248.3,4.64
16-08-2021 05:50:00,260.1,5.29
16-08-2021 06:00:00,227.1,4.25
16-08-2021 06:10:00,289.9,3.55
16-08-2021 06:20:00,276.8,4.39
16-08-2021 06:30:00,237.3,2.77
16-08-2021 06:40:00,291.1,2.66
16-08-2021 06:50:00,256.9,3.36
16-08-2021 07:00:00,273.4,4.11
16-08-2021 07:10:00,258.8,3.28
16-08-2021 07:20:00,284.6,2.84
16-08-2021 07:30:00,248.2,4.45
16-08-2021 07:40:00,280.5,3.21
16-08-2021 07:50:00,263.5,3.28
16-08-2021 08:00:00,289.6,2.76
16-08-2021 08:10:00,290.2,3.04
16-08-2021 08:20:00,213.8,2.78
16-08-2021 08:30:00,253.9,4.74
16-08-2021 08:40:00,251.5,3.32
16-08-2021 08:50:00,273,3.94
16-08-2021 09:00:00,240.1,2.63
16-08-2021 09:10:00,204.1,3.67
16-08-2021 09:20:00,288.3,3.06
16-08-2021 09:30:00,300.9,3.96
16-08-2021 09:40:00,204,4.15
16-08-2021 09:50:00,263.1,3.73
16-08-2021 10:00:00,259.2,4.84
16-08-2021 10:10:00,276.9,4.29
16-08-2021 10:20:00,233.8,4.22
16-08-2021 10:30:00,169.2,1.88
16-08-2021 10:40:00,288.1,3.16
16-08-2021 10:50:00,262.3,4.78
16-08-2021 11:00:00,244.6,5.82
16-08-2021 11:10:00,247.7,3.55
16-08-2021 11:20:00,84.5,2.8
16-08-2021 11:30:00,267.4,3.79
16-08-2021 11:40:00,233,2.86
16-08-2021 11:50:00,269.8,2.73
16-08-2021 12:00:00,277.4,2.3
16-08-2021 12:10:00,220,1.68
16-08-2021 12:20:00,235.3,1.75
16-08-2021 12:30:00,206.2,2.12
16-08-2021 12:40:00,237,2.31
16-08-2021 12:50:00,215.6,2.55
16-08-2021 13:00:00,206.6,2.42
16-08-2021 13:10:00,230.8,2.52
16-08-2021 13:20:00,206.8,2.79
16-08-2021 13:30:00,232.5,2.87
16-08-2021 13:40:00,234,3.1
16-08-2021 13:50:00,274.4,2.05
16-08-2021 14:00:00,214.2,3.3
16-08-2021 14:10:00,173.3,3.02
16-08-2021 14:20:00,190.5,2.68
16-08-2021 14:30:00,204.1,2.38
16-08-2021 14:40:00,208.8,2.46
16-08-2021 14:50:00,238.3,2.73
16-08-2021 15:00:00,221.2,2.02
16-08-2021 15:10:00,182.2,1.85
16-08-2021 15:20:00,211.7,2.38
16-08-2021 15:30:00,241.8,2.74
16-08-2021 15:40:00,233.9,2.38
16-08-2021 15:50:00,218.3,2.55
16-08-2021 16:00:00,228.4,2.66
16-08-2021 16:10:00,220.4,2.9
16-08-2021 16:20:00,281.1,2.42
16-08-2021 16:30:00,210.2,2.33
16-08-2021 16:40:00,209.8,2.79
16-08-2021 16:50:00,216.7,4.02
16-08-2021 17:00:00,195,3.44
16-08-2021 17:10:00,208.2,3.32
16-08-2021 17:20:00,208.5,3.13
16-08-2021 17:30:00,190,3.04
16-08-2021 17:40:00,187.2,2.31
16-08-2021 17:50:00,206,3.88
16-08-2021 18:00:00,184.5,3.06
16-08-2021 18:10:00,222.1,3.71
16-08-2021 18:20:00,212.5,3.36
16-08-2021 18:30:00,223.2,3.27
16-08-2021 18:40:00,221.8,2.86
16-08-2021 18:50:00,227.4,3.14
16-08-2021 19:00:00,255.2,3.83
16-08-2021 19:10:00,236.7,2.56
16-08-2021 19:20:00,249.2,2.38
16-08-2021 19:30:00,297.7,3.37
16-08-2021 19:40:00,304.8,3.39
16-08-2021 19:50:00,286.6,4.24
16-08-2021 20:00:00,282.8,3.88
16-08-2021 20:10:00,266.9,5.28
16-08-2021 20:20:00,286.3,4.89
16-08-2021 20:30:00,240.6,4.24
16-08-2021 20:40:00,251.6,4.44
16-08-2021 20:50:00,262.9,4.17
16-08-2021 21:00:00,246,4.24
16-08-2021 21:10:00,281.5,3.91
16-08-2021 21:20:00,271.2,4.52
16-08-2021 21:30:00,309.5,3.96
16-08-2021 21:40:00,255.7,4.67
16-08-2021 21:50:00,247.8,4.12
16-08-2021 22:00:00,251.3,3.7
16-08-2021 22:10:00,245.3,3.85
16-08-2021 22:20:00,233.7,3.59
16-08-2021 22:30:00,213.1,4.08
16-08-2021 22:40:00,216.6,3.1
16-08-2021 22:50:00,226,2.8
16-08-2021 23:00:00,230.7,3.71
16-08-2021 23:10:00,207.2,3.5
16-08-2021 23:20:00,180.2,3.3
16-08-2021 23:30:00,238.7,3.7
16-08-2021 23:40:00,182.2,3.76
16-08-2021 23:50:00,220.3,3.34
17-08-2021 00:00:00,221.9,2.92
17-08-2021 00:10:00,195.6,3.03
17-08-2021 00:20:00,210.7,2.6
17-08-2021 00:30:00,226.5,3.54
17-08-2021 00:40:00,253.9,3.08
17-08-2021 00:50:00,219.3,3.29
17-08-2021 01:00:00,203.9,4.06
17-08-2021 01:10:00,188.9,3.78
17-08-2021 01:20:00,195.6,2.92
17-08-2021 01:30:00,222.6,3.11
17-08-2021 01:40:00,178.1,2.84
17-08-2021 01:50:00,195.1,2.42
17-08-2021 02:00:00,181.1,2.73
17-08-2021 02:10:00,197.2,3.32
17-08-2021 02:20:00,185.1,3.4
17-08-2021 02:30:00,198.3,3.36
17-08-2021 02:40:00,212.7,2.23
17-08-2021 02:50:00,187.5,2.79
17-08-2021 03:00:00,203.3,2.73
17-08-2021 03:10:00,208.9,3.04
17-08-2021 03:20:00,175.5,2.47
17-08-2021 03:30:00,196.4,2.7
17-08-2021 03:40:00,188.8,2
17-08-2021 03:50:00,196.8,2.04
17-08-2021 04:00:00,170.3,2.35
17-08-2021 04:10:00,194.3,2.48
17-08-2021 04:20:00,204.2,2.52
17-08-2021 04:30:00,234.5,2.53
17-08-2021 04:40:00,198,2.55
17-08-2021 04:50:00,211.7,2.52
17-08-2021 05:00:00,209.7,2.17
17-08-2021 05:10:00,211.1,2.79
17-08-2021 05:20:00,208,4.05
17-08-2021 05:30:00,197,2.51
17-08-2021 05:40:00,202.8,2.55
17-08-2021 05:50:00,213.2,2.92
17-08-2021 06:00:00,200.1,2.38
17-08-2021 06:10:00,198.3,3.01
17-08-2021 06:20:00,190.3,2.67
17-08-2021 06:30:00,202.2,2.39
17-08-2021 06:40:00,201.2,3.1
17-08-2021 06:50:00,195.7,2.9
17-08-2021 07:00:00,203.7,2.82
17-08-2021 07:10:00,227.6,3.13
17-08-2021 07:20:00,204,3.37
17-08-2021 07:30:00,201.2,3
17-08-2021 07:40:00,197.4,3.19
17-08-2021 07:50:00,191.6,2.52
17-08-2021 08:00:00,199,2.69
17-08-2021 08:10:00,188,3.28
17-08-2021 08:20:00,226.1,3.64
17-08-2021 08:30:00,189.9,3.35
17-08-2021 08:40:00,195.6,3.91
17-08-2021 08:50:00,202.7,4.06
17-08-2021 09:00:00,202.7,3.81
17-08-2021 09:10:00,179.5,2.61
17-08-2021 09:20:00,208.4,2.85
17-08-2021 09:30:00,216.3,3.07
17-08-2021 09:40:00,206.5,3.37
17-08-2021 09:50:00,238.5,3.39
17-08-2021 10:00:00,208.1,3.11
17-08-2021 10:10:00,204.3,3.15
17-08-2021 10:20:00,191.8,3.83
17-08-2021 10:30:00,206.1,3.3
17-08-2021 10:40:00,219,4.48
17-08-2021 10:50:00,257.3,3.29
17-08-2021 11:00:00,282.6,3.06
17-08-2021 11:10:00,182.3,3.52
17-08-2021 11:20:00,235.2,4.01
17-08-2021 11:30:00,229.5,3.88
17-08-2021 11:40:00,201.1,4.21
17-08-2021 11:50:00,184.1,3.53
17-08-2021 12:00:00,197.2,4.51
17-08-2021 12:10:00,198.6,4.05
17-08-2021 12:20:00,202.3,3.66
17-08-2021 12:30:00,183,3.63
17-08-2021 12:40:00,208.2,3.87
17-08-2021 12:50:00,203.7,3.47
17-08-2021 13:00:00,212,3.55
17-08-2021 13:10:00,220.9,3.59
17-08-2021 13:20:00,215.5,3.49
17-08-2021 13:30:00,199.7,2.81
17-08-2021 13:40:00,210.1,3.94
17-08-2021 13:50:00,196.1,3.63
17-08-2021 14:00:00,191.6,2.98
17-08-2021 14:10:00,222.6,3.6
17-08-2021 14:20:00,201.6,3.77
17-08-2021 14:30:00,211.4,3.78
17-08-2021 14:40:00,191,3.77
17-08-2021 14:50:00,198.5,3.85
17-08-2021 15:00:00,201.4,2.94
17-08-2021 15:10:00,187.7,3.12
17-08-2021 15:20:00,202.3,2.95
17-08-2021 15:30:00,205.8,3.7
17-08-2021 15:40:00,227.2,3.74
17-08-2021 15:50:00,207.9,3.51
17-08-2021 16:00:00,186.4,3.63
17-08-2021 16:10:00,204.8,3.77
17-08-2021 16:20:00,205.7,3.86
17-08-2021 16:30:00,215.8,4.49
17-08-2021 16:40:00,203.2,4.48
17-08-2021 16:50:00,201,3.96
17-08-2021 17:00:00,184.3,3.32
17-08-2021 17:10:00,215.3,3.56
17-08-2021 17:20:00,199.8,3.75
17-08-2021 17:30:00,201.1,3.74
17-08-2021 17:40:00,195.3,3.6
17-08-2021 17:50:00,229.2,3.76
17-08-2021 18:00:00,183.5,3.25
17-08-2021 18:10:00,197.3,3.42
17-08-2021 18:20:00,200.1,2.93
17-08-2021 18:30:00,201.8,3.22
17-08-2021 18:40:00,215.7,3.26
17-08-2021 18:50:00,192,2.4
17-08-2021 19:00:00,201.7,2.59
17-08-2021 19:10:00,209.7,2.86
17-08-2021 19:20:00,198.2,3.02
17-08-2021 19:30:00,208.7,3.06
17-08-2021 19:40:00,208.9,2.5
17-08-2021 19:50:00,207.4,2.27
17-08-2021 20:00:00,206.8,2.75
17-08-2021 20:10:00,221.6,2.99
17-08-2021 20:20:00,187.9,2.5
17-08-2021 20:30:00,209,2.52
17-08-2021 20:40:00,194.1,2.81
17-08-2021 20:50:00,202.7,2.74
17-08-2021 21:00:00,202.5,2.57
17-08-2021 21:10:00,188.9,1.99
17-08-2021 21:20:00,196.9,2.25
17-08-2021 21:30:00,202.6,1.98
17-08-2021 21:40:00,195.6,2.26
17-08-2021 21:50:00,202,2.35
17-08-2021 22:00:00,213.2,2.54
17-08-2021 22:10:00,212.3,2.44
17-08-2021 22:20:00,184.6,1.89
17-08-2021 22:30:00,249.3,2.15
17-08-2021 22:40:00,266.9,2.22
17-08-2021 22:50:00,240.1,1.89
17-08-2021 23:00:00,186.9,2.67
17-08-2021 23:10:00,208.9,1.95
17-08-2021 23:20:00,254.8,1.88
17-08-2021 23:30:00,250.1,2.14
17-08-2021 23:40:00,239.1,2.36
17-08-2021 23:50:00,219.5,2.46
18-08-2021 00:00:00,262.5,3.14
18-08-2021 00:10:00,234.3,2.73
18-08-2021 00:20:00,229.1,2.07
18-08-2021 00:30:00,216.6,2.02
18-08-2021 00:40:00,216.6,2.9
18-08-2021 00:50:00,225.5,2.74
18-08-2021 01:00:00,218.8,3.11
18-08-2021 01:10:00,195.7,2.16
18-08-2021 01:20:00,241.2,2.77
18-08-2021 01:30:00,244.7,2.85
18-08-2021 01:40:00,210.9,2.52
18-08-2021 01:50:00,226.9,3
18-08-2021 02:00:00,242.4,3.69
18-08-2021 02:10:00,238.5,2.87
18-08-2021 02:20:00,231.5,2.66
18-08-2021 02:30:00,233,2.92
18-08-2021 02:40:00,220.8,2.97
18-08-2021 02:50:00,219.3,2.5
18-08-2021 03:00:00,201.9,2.7
18-08-2021 03:10:00,247.5,2.34
18-08-2021 03:20:00,255.3,2.51
18-08-2021 03:30:00,236.2,2.91
18-08-2021 03:40:00,201.7,2.58
18-08-2021 03:50:00,11.7,2.19
18-08-2021 04:00:00,244,2.62
18-08-2021 04:10:00,262.6,2.23
18-08-2021 04:20:00,239,3.07
18-08-2021 04:30:00,204,2.15
18-08-2021 04:40:00,241.9,2.46
18-08-2021 04:50:00,270.3,2.5
18-08-2021 05:00:00,266.8,4.04
18-08-2021 05:10:00,278,3.19
18-08-2021 05:20:00,262.7,3.74
18-08-2021 05:30:00,267.8,2.71
18-08-2021 05:40:00,256.1,3.34
18-08-2021 05:50:00,242,3.01
18-08-2021 06:00:00,330.6,3.11
18-08-2021 06:10:00,293,2.92
18-08-2021 06:20:00,259.1,3.52
18-08-2021 06:30:00,265.1,3.21
18-08-2021 06:40:00,255.8,3.11
18-08-2021 06:50:00,236.5,4.33
18-08-2021 07:00:00,247,2.97
18-08-2021 07:10:00,257.5,3.14
18-08-2021 07:20:00,268.9,3.13
18-08-2021 07:30:00,232,3.43
18-08-2021 07:40:00,191.2,2.73
18-08-2021 07:50:00,231.9,2.67
18-08-2021 08:00:00,240.8,2.73
18-08-2021 08:10:00,242.1,2.72
18-08-2021 08:20:00,265.8,2.81
18-08-2021 08:30:00,215.4,2.69
18-08-2021 08:40:00,243.8,3.01
18-08-2021 08:50:00,201.9,2.52
18-08-2021 09:00:00,255.1,2.87
18-08-2021 09:10:00,239.2,2.7
18-08-2021 09:20:00,231.5,3.12
18-08-2021 09:30:00,219.9,4.05
18-08-2021 09:40:00,251.4,2.72
18-08-2021 09:50:00,202.2,2.72
18-08-2021 10:00:00,194,2.21
18-08-2021 10:10:00,241.8,3.27
18-08-2021 10:20:00,241.6,2.65
18-08-2021 10:30:00,229.7,2.71
18-08-2021 10:40:00,263.4,2.7
18-08-2021 10:50:00,207.5,3.21
18-08-2021 11:00:00,226.9,2.98
18-08-2021 11:10:00,199.4,2.44
18-08-2021 11:20:00,213.7,2.94
18-08-2021 11:30:00,226.9,2.74
18-08-2021 11:40:00,213.2,3.17
18-08-2021 11:50:00,198.3,3.26
18-08-2021 12:00:00,216.3,3.34
18-08-2021 12:10:00,194,2.99
18-08-2021 12:20:00,198.7,3.53
18-08-2021 12:30:00,210.6,3.28
18-08-2021 12:40:00,193.4,3.45
18-08-2021 12:50:00,225.7,3.17
18-08-2021 13:00:00,190,2.71
18-08-2021 13:10:00,198.8,2.97
18-08-2021 13:20:00,201.2,3.78
18-08-2021 13:30:00,191,2.98
18-08-2021 13:40:00,201.6,3.99
18-08-2021 13:50:00,205.1,3.66
18-08-2021 14:00:00,203.7,3.45
18-08-2021 14:10:00,215.9,3.23
18-08-2021 14:20:00,240.8,2.99
18-08-2021 14:30:00,166.8,3
18-08-2021 14:40:00,203.8,3.45
18-08-2021 14:50:00,191.4,2.89
18-08-2021 15:00:00,186,2.76
18-08-2021 15:10:00,212.9,2.45
18-08-2021 15:20:00,234.6,3.53
18-08-2021 15:30:00,215,3
18-08-2021 15:40:00,195.2,2.7
18-08-2021 15:50:00,216.2,3.64
18-08-2021 16:00:00,215.1,3.63
18-08-2021 16:10:00,200.1,3.18
18-08-2021 16:20:00,193.2,2.78
18-08-2021 16:30:00,202.7,2.33
18-08-2021 16:40:00,217.7,1.99
18-08-2021 16:50:00,188.1,2.03
18-08-2021 17:00:00,217.1,1.97
18-08-2021 17:10:00,171.9,1.96
18-08-2021 17:20:00,247.4,2.46
18-08-2021 17:30:00,264.2,2.52
18-08-2021 17:40:00,190.5,2.69
18-08-2021 17:50:00,229.1,2.94
18-08-2021 18:00:00,200.1,2.22
18-08-2021 18:10:00,219.7,2.12
18-08-2021 18:20:00,207.4,2.31
18-08-2021 18:30:00,204.9,1.86
18-08-2021 18:40:00,215.1,2.47
18-08-2021 18:50:00,262.1,2.09
18-08-2021 19:00:00,175,2.25
18-08-2021 19:10:00,210,2.44
18-08-2021 19:20:00,223.2,2.62
18-08-2021 19:30:00,188.1,1.78
18-08-2021 19:40:00,222.7,1.81
18-08-2021 19:50:00,208.4,2.26
18-08-2021 20:00:00,222.5,2.29
18-08-2021 20:10:00,220.2,2.39
18-08-2021 20:20:00,82.8,1.94
18-08-2021 20:30:00,193.8,2.41
18-08-2021 20:40:00,228.4,2.73
18-08-2021 20:50:00,185.1,1.59
18-08-2021 21:00:00,195.9,1.56
18-08-2021 21:10:00,251.4,1.77
18-08-2021 21:20:00,191.9,2.44
18-08-2021 21:30:00,186.9,2.18
18-08-2021 21:40:00,187.9,1.85
18-08-2021 21:50:00,268.7,2.64
18-08-2021 22:00:00,233.9,2.71
18-08-2021 22:10:00,197.1,2.8
18-08-2021 22:20:00,196.1,2.96
18-08-2021 22:30:00,232.4,3.16
18-08-2021 22:40:00,201.6,3.01
18-08-2021 22:50:00,202.5,2.74
18-08-2021 23:00:00,200.6,2.74
18-08-2021 23:10:00,205.5,2.99
18-08-2021 23:20:00,204.9,2.44
18-08-2021 23:30:00,256.3,2.74
18-08-2021 23:40:00,216.8,3.14
18-08-2021 23:50:00,196.3,2.82
19-08-2021 00:00:00,197.2,2.19
19-08-2021 00:10:00,223.6,2.66
19-08-2021 00:20:00,205.1,2.71
19-08-2021 00:30:00,214.8,3.28
19-08-2021 00:40:00,239.6,2.85
19-08-2021 00:50:00,245.7,3.41
19-08-2021 01:00:00,223,2.54
19-08-2021 01:10:00,227.3,2.61
19-08-2021 01:20:00,223.6,3.23
19-08-2021 01:30:00,228.9,3.05
19-08-2021 01:40:00,190.7,2.95
19-08-2021 01:50:00,245,3.14
19-08-2021 02:00:00,275.1,3.24
19-08-2021 02:10:00,273.8,3.16
19-08-2021 02:20:00,227.9,3.09
19-08-2021 02:30:00,280.5,3.52
19-08-2021 02:40:00,218.2,2.95
19-08-2021 02:50:00,264.6,3.17
19-08-2021 03:00:00,234.1,3.35
19-08-2021 03:10:00,223.3,3.33
19-08-2021 03:20:00,215.3,3.32
19-08-2021 03:30:00,226.5,3.12
19-08-2021 03:40:00,224.9,2.69
19-08-2021 03:50:00,200.9,2.48
19-08-2021 04:00:00,214.4,2.95
19-08-2021 04:10:00,194.8,3.01
19-08-2021 04:20:00,215.4,2.88
19-08-2021 04:30:00,206.9,3.15
19-08-2021 04:40:00,199.5,2.24
19-08-2021 04:50:00,216.5,2.52
19-08-2021 05:00:00,213.4,2.02
19-08-2021 05:10:00,227,2.65
19-08-2021 05:20:00,246.6,2.96
19-08-2021 05:30:00,225.4,3.18
19-08-2021 05:40:00,187.1,2.41
19-08-2021 05:50:00,204.6,2.59
19-08-2021 06:00:00,232.3,3.14
19-08-2021 06:10:00,250.8,2.01
19-08-2021 06:20:00,239.3,2.19
19-08-2021 06:30:00,214.3,2.54
19-08-2021 06:40:00,223.2,2.92
19-08-2021 06:50:00,209.6,2.18
19-08-2021 07:00:00,182.8,2.26
19-08-2021 07:10:00,202.9,2.12
19-08-2021 07:20:00,217.3,1.79
19-08-2021 07:30:00,227.7,2.5
19-08-2021 07:40:00,219,2.4
19-08-2021 07:50:00,227,2.79
19-08-2021 08:00:00,197.9,2.53
19-08-2021 08:10:00,233.2,2.46
19-08-2021 08:20:00,211,2.24
19-08-2021 08:30:00,242.2,2.18
19-08-2021 08:40:00,249.7,2.65
19-08-2021 08:50:00,230.8,2.94
19-08-2021 09:00:00,189.7,2.22
19-08-2021 09:10:00,229.8,2.76
19-08-2021 09:20:00,199.1,2.29
19-08-2021 09:30:00,213.5,2.2
19-08-2021 09:40:00,249.5,2.44
19-08-2021 09:50:00,200.4,2.38
19-08-2021 10:00:00,196,2.09
19-08-2021 10:10:00,207.9,1.86
19-08-2021 10:20:00,215,2.59
19-08-2021 10:30:00,192.1,2.22
19-08-2021 10:40:00,197,1.97
19-08-2021 10:50:00,193.7,1.85
19-08-2021 11:00:00,172.2,1.47
19-08-2021 11:10:00,220.4,2.06
19-08-2021 11:20:00,192.7,2.51
19-08-2021 11:30:00,210.1,1.91
19-08-2021 11:40:00,200.9,2.26
19-08-2021 11:50:00,198.5,2.2
19-08-2021 12:00:00,208.6,1.85
19-08-2021 12:10:00,230.6,2.14
19-08-2021 12:20:00,246.4,1.71
19-08-2021 12:30:00,200.3,2.02
19-08-2021 12:40:00,194.9,1.77
19-08-2021 12:50:00,197.9,2.03
